Species	Symbol	Ensembl	Family	Protein	Entrez ID
Xenopus_tropicalis	neurod1	ENSXETG00000014068	bHLH	ENSXETP00000030713;ENSXETP00000062746;	-
Xenopus_tropicalis	etv3	ENSXETG00000018076	ETS	ENSXETP00000039212;	-
Xenopus_tropicalis	rorb	ENSXETG00000008148	THR-like	ENSXETP00000017869;	-
Xenopus_tropicalis	nr2f6	ENSXETG00000013531	RXR-like	ENSXETP00000029647;	-
Xenopus_tropicalis	smarca5	ENSXETG00000017566	MYB	ENSXETP00000038157;	-
Xenopus_tropicalis	-	ENSXETG00000030249	zf-C2H2	ENSXETP00000062442;	-
Xenopus_tropicalis	wt1	ENSXETG00000008172	zf-C2H2	ENSXETP00000017924;	-
Xenopus_tropicalis	foxj2	ENSXETG00000027639	Fork_head	ENSXETP00000028887;	-
Xenopus_tropicalis	mxd1	ENSXETG00000033966	bHLH	ENSXETP00000063134;	-
Xenopus_tropicalis	klf12	ENSXETG00000004714	zf-C2H2	ENSXETP00000010229;	-
Xenopus_tropicalis	rbpj	ENSXETG00000000935	CSL	ENSXETP00000002040;	-
Xenopus_tropicalis	cdx4	ENSXETG00000004589	Homeobox	ENSXETP00000009980;	-
Xenopus_tropicalis	mybl2	ENSXETG00000012125	MYB	ENSXETP00000026462;	-
Xenopus_tropicalis	zbtb10	ENSXETG00000010415	ZBTB	ENSXETP00000056972;ENSXETP00000056972;	-
Xenopus_tropicalis	foxl1	ENSXETG00000016388	Fork_head	ENSXETP00000035770;	-
Xenopus_tropicalis	znf800	ENSXETG00000022250	zf-C2H2	ENSXETP00000048146;	-
Xenopus_tropicalis	znf711	ENSXETG00000017817	zf-C2H2	ENSXETP00000063741;	-
Xenopus_tropicalis	zbtb34	ENSXETG00000021754	ZBTB	ENSXETP00000047036;ENSXETP00000047036;	-
Xenopus_tropicalis	sox17a	ENSXETG00000025005	HMG	ENSXETP00000053697;	-
Xenopus_tropicalis	pparg	ENSXETG00000017422	THR-like	ENSXETP00000037898;	-
Xenopus_tropicalis	ets1	ENSXETG00000022781	ETS	ENSXETP00000049305;	-
Xenopus_tropicalis	isl2	ENSXETG00000015323	Homeobox	ENSXETP00000063067;ENSXETP00000033504;	-
Xenopus_tropicalis	-	ENSXETG00000033446	zf-C2H2	ENSXETP00000023969;	-
Xenopus_tropicalis	dlx2	ENSXETG00000007532	Homeobox	ENSXETP00000016414;	-
Xenopus_tropicalis	MGC147402	ENSXETG00000031644	HMGA	ENSXETP00000059176;	-
Xenopus_tropicalis	pou4f1	ENSXETG00000018386	Pou	ENSXETP00000039819;	-
Xenopus_tropicalis	hhex	ENSXETG00000012215	Homeobox	ENSXETP00000026685;ENSXETP00000057734;	-
Xenopus_tropicalis	tlx3	ENSXETG00000018304	Homeobox	ENSXETP00000039652;	-
Xenopus_tropicalis	zeb1	ENSXETG00000011655	zf-C2H2	ENSXETP00000025487;ENSXETP00000025487;ENSXETP00000025489;	-
Xenopus_tropicalis	-	ENSXETG00000032169	zf-C2H2	ENSXETP00000027106;	-
Xenopus_tropicalis	-	ENSXETG00000017351	zf-C2H2	ENSXETP00000037789;	-
Xenopus_tropicalis	BHLHA15	ENSXETG00000032164	bHLH	ENSXETP00000063717;	-
Xenopus_tropicalis	-	ENSXETG00000020205	zf-C2H2	ENSXETP00000043607;	-
Xenopus_tropicalis	neurod6	ENSXETG00000023427	bHLH	ENSXETP00000050601;ENSXETP00000058319;	-
Xenopus_tropicalis	jund	ENSXETG00000006441	TF_bZIP	ENSXETP00000014115;	-
Xenopus_tropicalis	pou3f4	ENSXETG00000014504	Pou	ENSXETP00000031753;	-
Xenopus_tropicalis	pou6f1	ENSXETG00000014200	Pou	ENSXETP00000031035;ENSXETP00000053884;	-
Xenopus_tropicalis	esr10	ENSXETG00000025522	bHLH	ENSXETP00000048128;	-
Xenopus_tropicalis	-	ENSXETG00000029975	zf-C2H2	ENSXETP00000027108;	-
Xenopus_tropicalis	hoxc3	ENSXETG00000025181	Homeobox	ENSXETP00000053914;	-
Xenopus_tropicalis	hand2	ENSXETG00000016908	bHLH	ENSXETP00000036842;	-
Xenopus_tropicalis	msc	ENSXETG00000015977	bHLH	ENSXETP00000034863;	-
Xenopus_tropicalis	nfib	ENSXETG00000000835	CTF/NFI	ENSXETP00000001859;	-
Xenopus_tropicalis	znf219	ENSXETG00000016157	zf-C2H2	ENSXETP00000035236;	-
Xenopus_tropicalis	pitx2	ENSXETG00000013330	Homeobox	ENSXETP00000063190;ENSXETP00000029210;	-
Xenopus_tropicalis	GTF2IRD1	ENSXETG00000033663	GTF2I	ENSXETP00000062536;	-
Xenopus_tropicalis	satb1	ENSXETG00000009045	CUT	ENSXETP00000019819;ENSXETP00000019817;	-
Xenopus_tropicalis	ikzf4	ENSXETG00000009449	zf-C2H2	ENSXETP00000020847;	-
Xenopus_tropicalis	sp110	ENSXETG00000032669	SAND	ENSXETP00000061464;	-
Xenopus_tropicalis	RORB	ENSXETG00000031251	THR-like	ENSXETP00000045673;	-
Xenopus_tropicalis	cbfb	ENSXETG00000020027	CBF	ENSXETP00000043278;	-
Xenopus_tropicalis	foxa2	ENSXETG00000026998	Fork_head	ENSXETP00000063900;ENSXETP00000056642;	-
Xenopus_tropicalis	tcf7	ENSXETG00000016100	HMG	ENSXETP00000035132;	-
Xenopus_tropicalis	-	ENSXETG00000024242	zf-C2H2	ENSXETP00000052349;	-
Xenopus_tropicalis	znf385a	ENSXETG00000021272	zf-C2H2	ENSXETP00000046012;	-
Xenopus_tropicalis	-	ENSXETG00000021213	zf-C2H2	ENSXETP00000045869;	-
Xenopus_tropicalis	-	ENSXETG00000019840	zf-C2H2	ENSXETP00000042943;	-
Xenopus_tropicalis	tgif1	ENSXETG00000025010	Homeobox	ENSXETP00000013242;	-
Xenopus_tropicalis	hes3	ENSXETG00000011110	bHLH	ENSXETP00000024266;	-
Xenopus_tropicalis	pax9	ENSXETG00000002907	PAX	ENSXETP00000006366;	-
Xenopus_tropicalis	lhx5	ENSXETG00000017665	Homeobox	ENSXETP00000038344;	-
Xenopus_tropicalis	foxc2	ENSXETG00000016387	Fork_head	ENSXETP00000035768;	-
Xenopus_tropicalis	tbxt	ENSXETG00000005370	T-box	ENSXETP00000011786;	-
Xenopus_tropicalis	sox17b	ENSXETG00000026438	HMG	ENSXETP00000001541;	-
Xenopus_tropicalis	-	ENSXETG00000031460	zf-C2H2	ENSXETP00000037447;	-
Xenopus_tropicalis	klf17	ENSXETG00000001058	zf-C2H2	ENSXETP00000002311;	-
Xenopus_tropicalis	MLXIPL	ENSXETG00000030310	bHLH	ENSXETP00000059208;	-
Xenopus_tropicalis	pknox2	ENSXETG00000017781	Homeobox	ENSXETP00000038562;ENSXETP00000062490;	-
Xenopus_tropicalis	-	ENSXETG00000002695	zf-C2H2	ENSXETP00000005824;	-
Xenopus_tropicalis	e2f5	ENSXETG00000013780	E2F	ENSXETP00000030178;	-
Xenopus_tropicalis	-	ENSXETG00000030032	zf-C2H2	ENSXETP00000059474;ENSXETP00000061499;	-
Xenopus_tropicalis	foxi2	ENSXETG00000005199	Fork_head	ENSXETP00000011342;	-
Xenopus_tropicalis	foxd1	ENSXETG00000016818	Fork_head	ENSXETP00000036667;	-
Xenopus_tropicalis	BARX2	ENSXETG00000029918	Homeobox	ENSXETP00000062736;	-
Xenopus_tropicalis	foxf1	ENSXETG00000003565	Fork_head	ENSXETP00000007706;	-
Xenopus_tropicalis	-	ENSXETG00000030842	zf-C2H2	ENSXETP00000052695;	-
Xenopus_tropicalis	atoh1	ENSXETG00000023279	bHLH	ENSXETP00000050295;	-
Xenopus_tropicalis	osr2	ENSXETG00000017850	zf-C2H2	ENSXETP00000038694;	-
Xenopus_tropicalis	nfe2	ENSXETG00000027400	TF_bZIP	ENSXETP00000057159;	-
Xenopus_tropicalis	uncx	ENSXETG00000004021	Homeobox	ENSXETP00000008712;	-
Xenopus_tropicalis	rarb	ENSXETG00000007272	THR-like	ENSXETP00000015821;	-
Xenopus_tropicalis	POU4F3	ENSXETG00000032363	Pou	ENSXETP00000062929;	-
Xenopus_tropicalis	thap11	ENSXETG00000005807	THAP	ENSXETP00000012777;	-
Xenopus_tropicalis	-	ENSXETG00000023927	zf-C2H2	ENSXETP00000051611;	-
Xenopus_tropicalis	nfxl1	ENSXETG00000009836	zf-NF-X1	ENSXETP00000021662;ENSXETP00000021664;	-
Xenopus_tropicalis	-	ENSXETG00000032670	bHLH	ENSXETP00000061549;	-
Xenopus_tropicalis	hoxa3	ENSXETG00000000717	Homeobox	ENSXETP00000001602;	-
Xenopus_tropicalis	description:zinc	ENSXETG00000025283	zf-C2H2	ENSXETP00000016161;	-
Xenopus_tropicalis	znf684	ENSXETG00000011058	zf-C2H2	ENSXETP00000024170;	-
Xenopus_tropicalis	-	ENSXETG00000020813	zf-C2H2	ENSXETP00000044937;	-
Xenopus_tropicalis	sox5	ENSXETG00000026458	HMG	ENSXETP00000055793;	-
Xenopus_tropicalis	rcor3	ENSXETG00000005989	MYB	ENSXETP00000021032;ENSXETP00000013164;	-
Xenopus_tropicalis	foxd4l1	ENSXETG00000001667	Fork_head	ENSXETP00000003507;	-
Xenopus_tropicalis	tcf15	ENSXETG00000002557	bHLH	ENSXETP00000005450;	-
Xenopus_tropicalis	POU2F1	ENSXETG00000006231	Pou	ENSXETP00000013682;	-
Xenopus_tropicalis	fli1	ENSXETG00000022780	ETS	ENSXETP00000049289;	-
Xenopus_tropicalis	tfap2b	ENSXETG00000021674	AP-2	ENSXETP00000034029;ENSXETP00000046860;	-
Xenopus_tropicalis	zbtb41	ENSXETG00000009952	ZBTB	ENSXETP00000021933;ENSXETP00000021933;ENSXETP00000021934;ENSXETP00000021934;	-
Xenopus_tropicalis	insm2	ENSXETG00000002917	zf-C2H2	ENSXETP00000006393;	-
Xenopus_tropicalis	pias2	ENSXETG00000021519	zf-MIZ	ENSXETP00000046519;ENSXETP00000063428;	-
Xenopus_tropicalis	-	ENSXETG00000031287	bHLH	ENSXETP00000061550;	-
Xenopus_tropicalis	hes2	ENSXETG00000001163	bHLH	ENSXETP00000002530;	-
Xenopus_tropicalis	gli3	ENSXETG00000001856	zf-C2H2	ENSXETP00000003920;	-
Xenopus_tropicalis	phox2a	ENSXETG00000010505	Homeobox	ENSXETP00000023041;	-
Xenopus_tropicalis	hey2	ENSXETG00000021844	bHLH	ENSXETP00000047237;	-
Xenopus_tropicalis	hes5	ENSXETG00000012081	bHLH	ENSXETP00000026362;ENSXETP00000057999;	-
Xenopus_tropicalis	znf568	ENSXETG00000024362	zf-C2H2	ENSXETP00000052650;ENSXETP00000023981;	-
Xenopus_tropicalis	SOX18	ENSXETG00000032706	HMG	ENSXETP00000063603;	-
Xenopus_tropicalis	lmx1b	ENSXETG00000000742	Homeobox	ENSXETP00000001647;	-
Xenopus_tropicalis	spi1	ENSXETG00000007913	ETS	ENSXETP00000017359;	-
Xenopus_tropicalis	-	ENSXETG00000012399	zf-C2H2	ENSXETP00000027104;	-
Xenopus_tropicalis	nfyc	ENSXETG00000025363	NF-YC	ENSXETP00000054158;	-
Xenopus_tropicalis	t2	ENSXETG00000026572	T-box	ENSXETP00000011785;	-
Xenopus_tropicalis	tgif2	ENSXETG00000017312	Homeobox	ENSXETP00000037691;	-
Xenopus_tropicalis	zfx	ENSXETG00000007785	zf-C2H2	ENSXETP00000017004;	-
Xenopus_tropicalis	nr5a1	ENSXETG00000011456	SF-like	ENSXETP00000025024;	-
Xenopus_tropicalis	znf865	ENSXETG00000019138	zf-C2H2	ENSXETP00000041502;	-
Xenopus_tropicalis	otx2	ENSXETG00000015687	TF_Otx	ENSXETP00000034219;	-
Xenopus_tropicalis	zfhx2	ENSXETG00000022562	Homeobox	ENSXETP00000048837;	-
Xenopus_tropicalis	znf574	ENSXETG00000027536	zf-C2H2	ENSXETP00000057402;	-
Xenopus_tropicalis	-	ENSXETG00000027173	zf-C2H2	ENSXETP00000007822;	-
Xenopus_tropicalis	stat1	ENSXETG00000004649	STAT	ENSXETP00000016638;ENSXETP00000010105;	-
Xenopus_tropicalis	-	ENSXETG00000015125	zf-C2H2	ENSXETP00000033111;	-
Xenopus_tropicalis	hoxb9	ENSXETG00000027350	Homeobox	ENSXETP00000057085;ENSXETP00000025572;	-
Xenopus_tropicalis	znf143	ENSXETG00000024199	zf-C2H2	ENSXETP00000052222;ENSXETP00000052216;	-
Xenopus_tropicalis	-	ENSXETG00000032739	zf-C2H2	ENSXETP00000004786;ENSXETP00000052351;	-
Xenopus_tropicalis	znf665	ENSXETG00000010797	zf-C2H2	ENSXETP00000023617;	-
Xenopus_tropicalis	rela	ENSXETG00000026173	RHD	ENSXETP00000055326;	-
Xenopus_tropicalis	TERF1	ENSXETG00000033317	MYB	ENSXETP00000020406;	-
Xenopus_tropicalis	tbx4	ENSXETG00000010718	T-box	ENSXETP00000023453;	-
Xenopus_tropicalis	ebf2	ENSXETG00000010153	COE	ENSXETP00000022402;	-
Xenopus_tropicalis	tfe3	ENSXETG00000019114	bHLH	ENSXETP00000041429;	-
Xenopus_tropicalis	zic3	ENSXETG00000024458	zf-C2H2	ENSXETP00000052876;	-
Xenopus_tropicalis	prdm8	ENSXETG00000021533	zf-C2H2	ENSXETP00000046540;	-
Xenopus_tropicalis	irx2	ENSXETG00000012653	Homeobox	ENSXETP00000027698;	-
Xenopus_tropicalis	dbx1	ENSXETG00000014193	Homeobox	ENSXETP00000030999;	-
Xenopus_tropicalis	-	ENSXETG00000013792	zf-C2H2	ENSXETP00000032982;	-
Xenopus_tropicalis	-	ENSXETG00000030535	zf-C2H2	ENSXETP00000025619;	-
Xenopus_tropicalis	zic2	ENSXETG00000018864	zf-C2H2	ENSXETP00000040929;ENSXETP00000040910;	-
Xenopus_tropicalis	rfx7	ENSXETG00000024544	RFX	ENSXETP00000036081;	-
Xenopus_tropicalis	ncor1	ENSXETG00000006720	MYB	ENSXETP00000014702;ENSXETP00000014706;	-
Xenopus_tropicalis	rfx5	ENSXETG00000027541	RFX	ENSXETP00000057417;ENSXETP00000062557;	-
Xenopus_tropicalis	setdb2	ENSXETG00000015666	MBD	ENSXETP00000027867;ENSXETP00000034176;	-
Xenopus_tropicalis	znf238	ENSXETG00000008601	ZBTB	ENSXETP00000018791;ENSXETP00000018791;	-
Xenopus_tropicalis	nfe2l3	ENSXETG00000012174	TF_bZIP	ENSXETP00000026569;	-
Xenopus_tropicalis	thap12	ENSXETG00000019230	THAP	ENSXETP00000063317;ENSXETP00000041676;	-
Xenopus_tropicalis	-	ENSXETG00000013804	zf-C2H2	ENSXETP00000030223;ENSXETP00000028541;	-
Xenopus_tropicalis	dnajc1	ENSXETG00000007390	MYB	ENSXETP00000016095;	-
Xenopus_tropicalis	-	ENSXETG00000030434	THAP	ENSXETP00000058386;	-
Xenopus_tropicalis	-	ENSXETG00000011624	zf-C2H2	ENSXETP00000025409;	-
Xenopus_tropicalis	myf5	ENSXETG00000014520	bHLH	ENSXETP00000031778;	-
Xenopus_tropicalis	-	ENSXETG00000017175	zf-C2H2	ENSXETP00000037448;	-
Xenopus_tropicalis	-	ENSXETG00000032319	THAP	ENSXETP00000061724;	-
Xenopus_tropicalis	gtf2i	ENSXETG00000018435	GTF2I	ENSXETP00000039944;ENSXETP00000055319;ENSXETP00000063816;	-
Xenopus_tropicalis	mis18bp1	ENSXETG00000019706	MYB	ENSXETP00000042656;ENSXETP00000061159;	-
Xenopus_tropicalis	sp1	ENSXETG00000012660	zf-C2H2	ENSXETP00000027712;	-
Xenopus_tropicalis	znf148	ENSXETG00000023383	zf-C2H2	ENSXETP00000050533;	-
Xenopus_tropicalis	hoxa10	ENSXETG00000000728	Homeobox	ENSXETP00000001618;	-
Xenopus_tropicalis	foxa4	ENSXETG00000026171	Fork_head	ENSXETP00000055323;	-
Xenopus_tropicalis	lin28a	ENSXETG00000012324	CSD	ENSXETP00000026953;	-
Xenopus_tropicalis	-	ENSXETG00000024215	zf-C2H2	ENSXETP00000052244;	-
Xenopus_tropicalis	maf	ENSXETG00000000172	TF_bZIP	ENSXETP00000000359;	-
Xenopus_tropicalis	hic1	ENSXETG00000023803	ZBTB	ENSXETP00000051330;ENSXETP00000051330;	-
Xenopus_tropicalis	nrf1	ENSXETG00000016306	Nrf1	ENSXETP00000035581;	-
Xenopus_tropicalis	etv6	ENSXETG00000008919	ETS	ENSXETP00000019556;	-
Xenopus_tropicalis	ZBTB16	ENSXETG00000033139	ZBTB	ENSXETP00000058317;ENSXETP00000058317;	-
Xenopus_tropicalis	egr1	ENSXETG00000006697	zf-C2H2	ENSXETP00000014656;ENSXETP00000047681;	-
Xenopus_tropicalis	znf605	ENSXETG00000003817	zf-C2H2	ENSXETP00000008310;	-
Xenopus_tropicalis	nrl	ENSXETG00000022130	TF_bZIP	ENSXETP00000047873;ENSXETP00000063446;	-
Xenopus_tropicalis	-	ENSXETG00000027145	zf-C2H2	ENSXETP00000055245;	-
Xenopus_tropicalis	zbtb24	ENSXETG00000021294	ZBTB	ENSXETP00000046052;ENSXETP00000046052;	-
Xenopus_tropicalis	nr1h5	ENSXETG00000021443	THR-like	ENSXETP00000046366;	-
Xenopus_tropicalis	csrnp1	ENSXETG00000004234	CSRNP_N	ENSXETP00000009211;	-
Xenopus_tropicalis	klf10	ENSXETG00000004120	zf-C2H2	ENSXETP00000008899;	-
Xenopus_tropicalis	mef2c	ENSXETG00000007038	SRF	ENSXETP00000059290;ENSXETP00000015335;	-
Xenopus_tropicalis	cpsf4l	ENSXETG00000004641	zf-CCCH	ENSXETP00000010090;	-
Xenopus_tropicalis	irx5	ENSXETG00000002816	Homeobox	ENSXETP00000006137;	-
Xenopus_tropicalis	ventx1	ENSXETG00000008879	Homeobox	ENSXETP00000019491;	-
Xenopus_tropicalis	znf384	ENSXETG00000011532	zf-C2H2	ENSXETP00000025230;	-
Xenopus_tropicalis	hes1	ENSXETG00000016852	bHLH	ENSXETP00000062036;ENSXETP00000036731;	-
Xenopus_tropicalis	cebpg	ENSXETG00000027337	TF_bZIP	ENSXETP00000057051;	-
Xenopus_tropicalis	znf639	ENSXETG00000007256	zf-C2H2	ENSXETP00000015766;ENSXETP00000055732;	-
Xenopus_tropicalis	thra	ENSXETG00000024399	THR-like	ENSXETP00000052774;	-
Xenopus_tropicalis	-	ENSXETG00000015076	zf-C2H2	ENSXETP00000033015;	-
Xenopus_tropicalis	hes7	ENSXETG00000009079	bHLH	ENSXETP00000019915;	-
Xenopus_tropicalis	meis2	ENSXETG00000012882	Homeobox	ENSXETP00000028193;	-
Xenopus_tropicalis	nkx2-5	ENSXETG00000012729	Homeobox	ENSXETP00000062301;ENSXETP00000027831;	-
Xenopus_tropicalis	fosl1	ENSXETG00000020606	TF_bZIP	ENSXETP00000044523;	-
Xenopus_tropicalis	tfeb	ENSXETG00000011854	bHLH	ENSXETP00000025909;ENSXETP00000054634;	-
Xenopus_tropicalis	eomes	ENSXETG00000019924	T-box	ENSXETP00000043113;	-
Xenopus_tropicalis	sim1	ENSXETG00000002406	bHLH	ENSXETP00000005117;	-
Xenopus_tropicalis	-	ENSXETG00000013882	zf-C2H2	ENSXETP00000030382;	-
Xenopus_tropicalis	smarca1	ENSXETG00000001526	MYB	ENSXETP00000003192;	-
Xenopus_tropicalis	pias3	ENSXETG00000018642	zf-MIZ	ENSXETP00000040407;ENSXETP00000040400;	-
Xenopus_tropicalis	-	ENSXETG00000030307	zf-C2H2	ENSXETP00000030199;	-
Xenopus_tropicalis	arx	ENSXETG00000021832	Homeobox	ENSXETP00000047211;	-
Xenopus_tropicalis	-	ENSXETG00000024245	zf-C2H2	ENSXETP00000052328;	-
Xenopus_tropicalis	hoxc13	ENSXETG00000025184	Homeobox	ENSXETP00000053916;	-
Xenopus_tropicalis	emx2	ENSXETG00000022080	Homeobox	ENSXETP00000047776;	-
Xenopus_tropicalis	rax	ENSXETG00000021154	Homeobox	ENSXETP00000045740;	-
Xenopus_tropicalis	hbp1	ENSXETG00000005922	HMG	ENSXETP00000013028;ENSXETP00000013027;	-
Xenopus_tropicalis	snai2	ENSXETG00000024006	zf-C2H2	ENSXETP00000051787;	-
Xenopus_tropicalis	irx1	ENSXETG00000006958	Homeobox	ENSXETP00000015175;ENSXETP00000061991;	-
Xenopus_tropicalis	shox2	ENSXETG00000014058	Homeobox	ENSXETP00000030691;	-
Xenopus_tropicalis	tcf21	ENSXETG00000000114	bHLH	ENSXETP00000000219;	-
Xenopus_tropicalis	znf628	ENSXETG00000008801	zf-C2H2	ENSXETP00000019353;ENSXETP00000058672;ENSXETP00000019352;	-
Xenopus_tropicalis	znf532	ENSXETG00000021148	zf-C2H2	ENSXETP00000045734;	-
Xenopus_tropicalis	-	ENSXETG00000033198	IRF	ENSXETP00000006266;	-
Xenopus_tropicalis	-	ENSXETG00000033861	zf-C2H2	ENSXETP00000027105;	-
Xenopus_tropicalis	nfatc3	ENSXETG00000005812	RHD	ENSXETP00000012789;	-
Xenopus_tropicalis	etv2	ENSXETG00000027926	ETS	ENSXETP00000058029;	-
Xenopus_tropicalis	foxn4	ENSXETG00000018573	Fork_head	ENSXETP00000040204;	-
Xenopus_tropicalis	zbtb9	ENSXETG00000020357	ZBTB	ENSXETP00000043904;	-
Xenopus_tropicalis	nkx2-6	ENSXETG00000007764	Homeobox	ENSXETP00000016948;ENSXETP00000063282;	-
Xenopus_tropicalis	six2	ENSXETG00000026158	Homeobox	ENSXETP00000059824;ENSXETP00000055307;	-
Xenopus_tropicalis	hsf3	ENSXETG00000009764	HSF	ENSXETP00000063770;ENSXETP00000021512;ENSXETP00000061863;	-
Xenopus_tropicalis	stat6	ENSXETG00000004431	STAT	ENSXETP00000009652;	-
Xenopus_tropicalis	foxq1	ENSXETG00000008529	Fork_head	ENSXETP00000001299;	-
Xenopus_tropicalis	zbtb11	ENSXETG00000021364	ZBTB	ENSXETP00000046195;ENSXETP00000046195;ENSXETP00000046196;	-
Xenopus_tropicalis	-	ENSXETG00000010799	zf-C2H2	ENSXETP00000019058;	-
Xenopus_tropicalis	hoxd10	ENSXETG00000007580	Homeobox	ENSXETP00000016491;	-
Xenopus_tropicalis	zbed6	ENSXETG00000023933	zf-BED	ENSXETP00000056508;	-
Xenopus_tropicalis	myrf	ENSXETG00000006702	NDT80/PhoG	ENSXETP00000014662;	-
Xenopus_tropicalis	sp4	ENSXETG00000007429	zf-C2H2	ENSXETP00000016169;	-
Xenopus_tropicalis	ZNF366	ENSXETG00000033098	zf-C2H2	ENSXETP00000060816;	-
Xenopus_tropicalis	evx1	ENSXETG00000000736	Homeobox	ENSXETP00000063935;ENSXETP00000001630;	-
Xenopus_tropicalis	PRDM13	ENSXETG00000032719	zf-C2H2	ENSXETP00000061235;	-
Xenopus_tropicalis	znf41	ENSXETG00000027735	zf-C2H2	ENSXETP00000044944;	-
Xenopus_tropicalis	znf33a	ENSXETG00000007423	zf-C2H2	ENSXETP00000016145;	-
Xenopus_tropicalis	hmgxb3	ENSXETG00000015798	HMG	ENSXETP00000034446;ENSXETP00000034030;	-
Xenopus_tropicalis	e2f1	ENSXETG00000021428	E2F	ENSXETP00000046332;	-
Xenopus_tropicalis	ptf1a	ENSXETG00000005914	bHLH	ENSXETP00000013006;	-
Xenopus_tropicalis	csde1	ENSXETG00000021448	CSD	ENSXETP00000062842;ENSXETP00000046371;	-
Xenopus_tropicalis	-	ENSXETG00000034309	zf-C2H2	ENSXETP00000057053;	-
Xenopus_tropicalis	grhl3	ENSXETG00000003899	CP2	ENSXETP00000008467;ENSXETP00000060412;	-
Xenopus_tropicalis	smad3	ENSXETG00000007804	MH1	ENSXETP00000061399;ENSXETP00000017041;	-
Xenopus_tropicalis	mysm1	ENSXETG00000011126	MYB	ENSXETP00000024326;ENSXETP00000024322;	-
Xenopus_tropicalis	tfam	ENSXETG00000005116	HMG	ENSXETP00000011133;	-
Xenopus_tropicalis	zfat	ENSXETG00000020631	zf-C2H2	ENSXETP00000044628;ENSXETP00000044591;	-
Xenopus_tropicalis	hmg20a	ENSXETG00000015269	HMG	ENSXETP00000033399;	-
Xenopus_tropicalis	znf33b	ENSXETG00000017171	zf-C2H2	ENSXETP00000037443;	-
Xenopus_tropicalis	mbd2	ENSXETG00000013688	MBD	ENSXETP00000029954;	-
Xenopus_tropicalis	-	ENSXETG00000030059	zf-C2H2	ENSXETP00000059521;	-
Xenopus_tropicalis	olig2	ENSXETG00000024839	bHLH	ENSXETP00000053436;	-
Xenopus_tropicalis	zfhx4	ENSXETG00000017151	Homeobox	ENSXETP00000037423;	-
Xenopus_tropicalis	ubtf	ENSXETG00000003356	HMG	ENSXETP00000007293;ENSXETP00000025396;	-
Xenopus_tropicalis	prdm5	ENSXETG00000002101	zf-C2H2	ENSXETP00000004492;	-
Xenopus_tropicalis	znf534	ENSXETG00000009617	zf-C2H2	ENSXETP00000021201;	-
Xenopus_tropicalis	-	ENSXETG00000027334	zf-C2H2	ENSXETP00000057048;ENSXETP00000037767;	-
Xenopus_tropicalis	mbd4	ENSXETG00000026622	MBD	ENSXETP00000056046;	-
Xenopus_tropicalis	XB-GENE-5823762	ENSXETG00000013751	zf-C2H2	ENSXETP00000052701;ENSXETP00000050929;	-
Xenopus_tropicalis	nfia	ENSXETG00000008871	CTF/NFI	ENSXETP00000019479;	-
Xenopus_tropicalis	hesx1	ENSXETG00000008710	Homeobox	ENSXETP00000019070;	-
Xenopus_tropicalis	zbtb37	ENSXETG00000020042	ZBTB	ENSXETP00000043300;ENSXETP00000043300;	-
Xenopus_tropicalis	nr0b1	ENSXETG00000015374	Miscellaneous	ENSXETP00000033589;	-
Xenopus_tropicalis	znf423	ENSXETG00000002339	zf-C2H2	ENSXETP00000004999;	-
Xenopus_tropicalis	zbtb3	ENSXETG00000006025	ZBTB	ENSXETP00000013277;ENSXETP00000013277;	-
Xenopus_tropicalis	zfp36l2	ENSXETG00000023255	zf-CCCH	ENSXETP00000050260;	-
Xenopus_tropicalis	foxn1	ENSXETG00000019351	Fork_head	ENSXETP00000041927;	-
Xenopus_tropicalis	hoxa2	ENSXETG00000000716	Homeobox	ENSXETP00000001601;	-
Xenopus_tropicalis	zfhx3	ENSXETG00000023509	Homeobox	ENSXETP00000050732;	-
Xenopus_tropicalis	znf180	ENSXETG00000016786	zf-C2H2	ENSXETP00000036609;	-
Xenopus_tropicalis	znf474	ENSXETG00000027390	zf-C2H2	ENSXETP00000057150;	-
Xenopus_tropicalis	-	ENSXETG00000033898	zf-C2H2	ENSXETP00000051770;	-
Xenopus_tropicalis	HELT	ENSXETG00000030981	bHLH	ENSXETP00000062321;	-
Xenopus_tropicalis	-	ENSXETG00000024118	zf-C2H2	ENSXETP00000033069;ENSXETP00000052047;ENSXETP00000064097;	-
Xenopus_tropicalis	mlx	ENSXETG00000012035	bHLH	ENSXETP00000026290;	-
Xenopus_tropicalis	znf518b	ENSXETG00000027230	zf-C2H2	ENSXETP00000056931;	-
Xenopus_tropicalis	-	ENSXETG00000033826	ETS	ENSXETP00000060969;	-
Xenopus_tropicalis	-	ENSXETG00000022609	zf-C2H2	ENSXETP00000048978;	-
Xenopus_tropicalis	prdm14	ENSXETG00000015915	zf-C2H2	ENSXETP00000034731;ENSXETP00000062401;	-
Xenopus_tropicalis	-	ENSXETG00000013975	bHLH	ENSXETP00000030527;	-
Xenopus_tropicalis	mitf	ENSXETG00000000154	bHLH	ENSXETP00000000313;ENSXETP00000059884;	-
Xenopus_tropicalis	six3	ENSXETG00000002758	Homeobox	ENSXETP00000006007;	-
Xenopus_tropicalis	rxrb	ENSXETG00000020416	RXR-like	ENSXETP00000044055;	-
Xenopus_tropicalis	-	ENSXETG00000020497	zf-C2H2	ENSXETP00000044314;	-
