chr	start	end	strand	gene_ID	gene_type	gene_short_name
chrY	85270801	85273114	-	ENSMUSG00000099362	lincRNA	Gm28970
chrY	85305105	85308342	+	ENSMUSG00000099921	lincRNA	Gm28971
chrY	85414018	85414125	-	ENSMUSG00000095705	rRNA	Gm24828
chrY	85453821	85454516	-	ENSMUSG00000100581	unprocessed_pseudogene	Gm21785
chrY	85528517	85530908	-	ENSMUSG00000095650	protein_coding	Gm20854
chrY	85558312	85558926	-	ENSMUSG00000099477	unprocessed_pseudogene	Gm28349
chrY	85595215	85595910	-	ENSMUSG00000102092	unprocessed_pseudogene	Gm21892
chrY	85601810	85605156	-	ENSMUSG00000101989	lincRNA	Gm28346
chrY	85631293	85633606	-	ENSMUSG00000100288	lincRNA	Gm28345
chrY	85661766	85672245	-	ENSMUSG00000099341	lincRNA	Gm29090
chrY	85665589	85668826	+	ENSMUSG00000101282	lincRNA	Gm28152
chrY	85774442	85774549	-	ENSMUSG00000094937	rRNA	Gm23770
chrY	85814214	85814909	-	ENSMUSG00000101221	unprocessed_pseudogene	Gm21881
chrY	85888950	85889645	-	ENSMUSG00000099992	unprocessed_pseudogene	Gm21435
chrY	85918649	85919263	-	ENSMUSG00000101346	unprocessed_pseudogene	Gm29505
chrY	85955552	85956247	-	ENSMUSG00000101230	unprocessed_pseudogene	Gm21862
chrY	85962134	85965480	-	ENSMUSG00000102061	lincRNA	Gm28823
chrY	85999759	86002999	+	ENSMUSG00000101961	lincRNA	Gm28220
chrY	86061772	86087952	+	ENSMUSG00000100240	protein_coding	Gm20820
chrY	86148112	86148807	-	ENSMUSG00000101347	unprocessed_pseudogene	Gm28219
chrY	86219344	86222581	+	ENSMUSG00000099824	lincRNA	Gm28218
chrY	86326017	86326124	-	ENSMUSG00000093928	rRNA	Gm23863
chrY	86365731	86366423	-	ENSMUSG00000100116	unprocessed_pseudogene	Gm20861
chrY	86434199	86434894	-	ENSMUSG00000099524	unprocessed_pseudogene	Gm20860
chrY	86462812	86463426	-	ENSMUSG00000100854	unprocessed_pseudogene	Gm28057
chrY	86499617	86500312	-	ENSMUSG00000101092	unprocessed_pseudogene	Gm21796
chrY	86506173	86509519	-	ENSMUSG00000100817	lincRNA	Gm29302
chrY	86540206	86543444	+	ENSMUSG00000102110	lincRNA	Gm28440
chrY	86602267	86628474	+	ENSMUSG00000100973	unprocessed_pseudogene	Gm29299
chrY	86688655	86689350	-	ENSMUSG00000099588	unprocessed_pseudogene	Gm29298
chrY	86725724	86726038	-	ENSMUSG00000100028	processed_pseudogene	Gm29092
chrY	86727447	86730781	-	ENSMUSG00000100350	lincRNA	Gm29091
chrY	86766062	86769299	+	ENSMUSG00000100887	lincRNA	Gm29297
chrY	86869360	86870055	-	ENSMUSG00000100655	unprocessed_pseudogene	Gm21462
chrY	86943624	86944319	-	ENSMUSG00000101670	unprocessed_pseudogene	Gm21470
chrY	86975961	86976575	-	ENSMUSG00000100773	unprocessed_pseudogene	Gm28366
chrY	87012768	87013463	-	ENSMUSG00000101829	unprocessed_pseudogene	Gm21752
chrY	87054717	87057954	+	ENSMUSG00000099496	lincRNA	Gm28365
chrY	87116821	87142917	+	ENSMUSG00000094399	protein_coding	Gm21477
chrY	87203169	87203864	-	ENSMUSG00000099912	unprocessed_pseudogene	Gm28368
chrY	87240115	87240429	-	ENSMUSG00000100377	processed_pseudogene	Gm28369
chrY	87277136	87280371	+	ENSMUSG00000100243	lincRNA	Gm28367
chrY	87410364	87410978	-	ENSMUSG00000101902	unprocessed_pseudogene	Gm29115
chrY	87447169	87447864	-	ENSMUSG00000102132	unprocessed_pseudogene	Gm21813
chrY	87550966	87575691	+	ENSMUSG00000099856	protein_coding	Gm20906
chrY	87636006	87636701	-	ENSMUSG00000101241	unprocessed_pseudogene	Gm29111
chrY	87672938	87673252	-	ENSMUSG00000100695	processed_pseudogene	Gm28110
chrY	87674664	87678004	-	ENSMUSG00000101866	lincRNA	Gm28109
chrY	87709966	87713202	+	ENSMUSG00000101931	lincRNA	Gm28108
chrY	87824876	87825571	-	ENSMUSG00000100355	unprocessed_pseudogene	Gm28107
chrY	87907268	87907882	+	ENSMUSG00000101646	unprocessed_pseudogene	Gm28106
chrY	87948683	87949376	-	ENSMUSG00000101250	unprocessed_pseudogene	Gm28105
chrY	87955242	87958590	-	ENSMUSG00000100352	lincRNA	Gm28104
chrY	87987924	87994644	-	ENSMUSG00000100682	lincRNA	Gm28103
chrY	88053315	88079494	+	ENSMUSG00000101915	protein_coding	Gm28102
chrY	88140408	88141103	-	ENSMUSG00000100746	unprocessed_pseudogene	Gm28716
chrY	88177283	88177597	-	ENSMUSG00000099675	processed_pseudogene	Gm28717
chrY	88179006	88182351	-	ENSMUSG00000101770	lincRNA	Gm28718
chrY	88214304	88217542	+	ENSMUSG00000099643	lincRNA	Gm29162
chrY	88260288	88260983	-	ENSMUSG00000099777	unprocessed_pseudogene	Gm21777
chrY	88266844	88270188	-	ENSMUSG00000100930	lincRNA	Gm28866
chrY	88302085	88305320	+	ENSMUSG00000100440	lincRNA	Gm28405
chrY	88401353	88402048	-	ENSMUSG00000101494	unprocessed_pseudogene	Gm21792
chrY	88418292	88419873	+	ENSMUSG00000099649	lincRNA	Gm28406
chrY	88430978	88431592	-	ENSMUSG00000100391	unprocessed_pseudogene	Gm28978
chrY	88474113	88477024	+	ENSMUSG00000101984	lincRNA	Gm29436
chrY	88534613	88560905	+	ENSMUSG00000100637	unprocessed_pseudogene	Gm20819
chrY	88621155	88621850	-	ENSMUSG00000101850	unprocessed_pseudogene	Gm29437
chrY	88661193	88664536	-	ENSMUSG00000099436	lincRNA	Gm28977
chrY	88696465	88699701	+	ENSMUSG00000100067	lincRNA	Gm28407
chrY	88804758	88805453	-	ENSMUSG00000100818	unprocessed_pseudogene	Gm21287
chrY	88885911	88886606	-	ENSMUSG00000099529	unprocessed_pseudogene	Gm29390
chrY	88915556	88916170	-	ENSMUSG00000101497	unprocessed_pseudogene	Gm29391
chrY	88952366	88953061	-	ENSMUSG00000100870	unprocessed_pseudogene	Gm21720
chrY	88959176	88962524	-	ENSMUSG00000101694	lincRNA	Gm29392
chrY	88994450	88997689	+	ENSMUSG00000101533	lincRNA	Gm29393
chrY	89052806	89079015	+	ENSMUSG00000102045	protein_coding	Gm21294
chrY	89222067	89225296	+	ENSMUSG00000100492	lincRNA	Gm28672
chrY	89328773	89329468	-	ENSMUSG00000100403	unprocessed_pseudogene	Gm21838
chrY	89391528	89394761	+	ENSMUSG00000099982	lincRNA	Gm28670
chrY	89473657	89474348	-	ENSMUSG00000100036	unprocessed_pseudogene	Gm28671
chrY	89607659	89610894	-	ENSMUSG00000101402	lincRNA	Gm28673
chrY	89636206	89639438	-	ENSMUSG00000100574	lincRNA	Gm28674
chrY	89656606	89657301	+	ENSMUSG00000100330	unprocessed_pseudogene	Gm28531
chrY	89713424	89745532	-	ENSMUSG00000100608	protein_coding	Gm21996
chrY	89846231	89846923	+	ENSMUSG00000100270	unprocessed_pseudogene	Gm21803
chrY	89927120	89935013	-	ENSMUSG00000102011	lincRNA	Gm28930
chrY	89999717	90000411	+	ENSMUSG00000100246	unprocessed_pseudogene	Gm20879
chrY	90275224	90277501	+	ENSMUSG00000100533	lincRNA	Gm29504
chrY	90401248	90433263	+	ENSMUSG00000096178	protein_coding	Gm20837
chrY	90499047	90531645	-	ENSMUSG00000100964	unprocessed_pseudogene	Gm29503
chrY	90603501	90605864	-	ENSMUSG00000099619	lincRNA	Gm28300
chrY	90665346	90667625	-	ENSMUSG00000099399	lincRNA	Gm28301
chrY	90753057	90763485	+	ENSMUSG00000095134	unprocessed_pseudogene	Gm21857
chrY	90754513	90754821	-	ENSMUSG00000095366	protein_coding	Gm21860
chrY	90784738	90816464	+	ENSMUSG00000096768	protein_coding	Erdr1
chrY	90837413	90844040	+	ENSMUSG00000099871	unprocessed_pseudogene	Gm21742
chrY	90838869	90839177	-	ENSMUSG00000096850	protein_coding	Gm21748
chrM	1	68	+	ENSMUSG00000064336	Mt_tRNA	mt-Tf
chrM	70	1024	+	ENSMUSG00000064337	Mt_rRNA	mt-Rnr1
chrM	1025	1093	+	ENSMUSG00000064338	Mt_tRNA	mt-Tv
chrM	1094	2675	+	ENSMUSG00000064339	Mt_rRNA	mt-Rnr2
chrM	2676	2750	+	ENSMUSG00000064340	Mt_tRNA	mt-Tl1
chrM	2751	3707	+	ENSMUSG00000064341	protein_coding	mt-Nd1
chrM	3706	3774	+	ENSMUSG00000064342	Mt_tRNA	mt-Ti
chrM	3772	3842	-	ENSMUSG00000064343	Mt_tRNA	mt-Tq
chrM	3845	3913	+	ENSMUSG00000064344	Mt_tRNA	mt-Tm
chrM	3914	4951	+	ENSMUSG00000064345	protein_coding	mt-Nd2
chrM	4950	5016	+	ENSMUSG00000064346	Mt_tRNA	mt-Tw
chrM	5018	5086	-	ENSMUSG00000064347	Mt_tRNA	mt-Ta
chrM	5089	5159	-	ENSMUSG00000064348	Mt_tRNA	mt-Tn
chrM	5192	5257	-	ENSMUSG00000064349	Mt_tRNA	mt-Tc
chrM	5260	5326	-	ENSMUSG00000064350	Mt_tRNA	mt-Ty
chrM	5328	6872	+	ENSMUSG00000064351	protein_coding	mt-Co1
chrM	6870	6938	-	ENSMUSG00000064352	Mt_tRNA	mt-Ts1
chrM	6942	7011	+	ENSMUSG00000064353	Mt_tRNA	mt-Td
chrM	7013	7696	+	ENSMUSG00000064354	protein_coding	mt-Co2
chrM	7700	7764	+	ENSMUSG00000064355	Mt_tRNA	mt-Tk
chrM	7766	7969	+	ENSMUSG00000064356	protein_coding	mt-Atp8
chrM	7927	8607	+	ENSMUSG00000064357	protein_coding	mt-Atp6
chrM	8607	9390	+	ENSMUSG00000064358	protein_coding	mt-Co3
chrM	9391	9458	+	ENSMUSG00000064359	Mt_tRNA	mt-Tg
chrM	9459	9806	+	ENSMUSG00000064360	protein_coding	mt-Nd3
chrM	9808	9875	+	ENSMUSG00000064361	Mt_tRNA	mt-Tr
chrM	9877	10173	+	ENSMUSG00000065947	protein_coding	mt-Nd4l
chrM	10167	11544	+	ENSMUSG00000064363	protein_coding	mt-Nd4
chrM	11546	11612	+	ENSMUSG00000064364	Mt_tRNA	mt-Th
chrM	11613	11671	+	ENSMUSG00000064365	Mt_tRNA	mt-Ts2
chrM	11671	11741	+	ENSMUSG00000064366	Mt_tRNA	mt-Tl2
chrM	11742	13565	+	ENSMUSG00000064367	protein_coding	mt-Nd5
chrM	13552	14070	-	ENSMUSG00000064368	protein_coding	mt-Nd6
chrM	14071	14139	-	ENSMUSG00000064369	Mt_tRNA	mt-Te
chrM	14145	15288	+	ENSMUSG00000064370	protein_coding	mt-Cytb
chrM	15289	15355	+	ENSMUSG00000064371	Mt_tRNA	mt-Tt
chrM	15356	15422	-	ENSMUSG00000064372	Mt_tRNA	mt-Tp
GL456210.1	9124	58882	-	ENSMUSG00000079800	protein_coding	AC125149.3
GL456210.1	108390	110303	-	ENSMUSG00000095092	protein_coding	AC125149.5
GL456210.1	123792	124928	+	ENSMUSG00000079192	protein_coding	AC125149.1
GL456210.1	135395	136519	-	ENSMUSG00000079794	protein_coding	AC125149.2
GL456210.1	147792	149707	+	ENSMUSG00000094799	protein_coding	AC125149.4
GL456211.1	30483	32396	-	ENSMUSG00000095250	protein_coding	AC133103.4
GL456211.1	54469	54840	-	ENSMUSG00000095787	protein_coding	AC133103.6
GL456211.1	66955	67326	+	ENSMUSG00000096100	protein_coding	AC133103.7
GL456211.1	113868	114758	+	ENSMUSG00000094054	processed_pseudogene	AC133103.2
GL456211.1	160465	162404	-	ENSMUSG00000095672	protein_coding	AC133103.5
GL456211.1	167446	196478	+	ENSMUSG00000079190	protein_coding	AC133103.1
GL456211.1	226405	229375	-	ENSMUSG00000094514	protein_coding	AC133103.3
GL456212.1	31967	34932	-	ENSMUSG00000094915	protein_coding	AC168977.2
GL456212.1	128555	150452	-	ENSMUSG00000079808	protein_coding	AC168977.1
GL456216.1	15881	36183	+	ENSMUSG00000063897	protein_coding	DHRSX
GL456216.1	50830	50978	-	ENSMUSG00000084520	snRNA	U2
GL456219.1	94186	95088	-	ENSMUSG00000096776	protein_coding	Vmn1r186
GL456219.1	149261	150163	-	ENSMUSG00000096244	protein_coding	AC102264.1
GL456221.1	17591	30203	-	ENSMUSG00000079222	protein_coding	AC132444.1
GL456221.1	30394	32306	-	ENSMUSG00000094874	protein_coding	AC132444.3
GL456221.1	32239	47294	+	ENSMUSG00000095500	protein_coding	AC132444.5
GL456221.1	46295	46666	-	ENSMUSG00000095450	protein_coding	AC132444.4
GL456221.1	58743	59114	+	ENSMUSG00000094728	protein_coding	AC132444.2
GL456221.1	111572	163011	-	ENSMUSG00000062783	protein_coding	Csprs
GL456221.1	151235	152734	+	ENSMUSG00000096808	protein_coding	AC132444.6
GL456233.1	10738	39148	-	ENSMUSG00000051412	protein_coding	Vamp7
GL456233.1	25190	25788	+	ENSMUSG00000090805	protein_coding	CAAA01165726.1
GL456233.1	79697	79797	-	ENSMUSG00000089163	snRNA	U6
GL456233.1	101352	106395	-	ENSMUSG00000061654	protein_coding	Spry3
GL456233.1	159647	334183	+	ENSMUSG00000079834	protein_coding	Tmlhe
GL456239.1	38438	38535	+	ENSMUSG00000099278	miRNA	CR524822.1
GL456350.1	394	1059	-	ENSMUSG00000094121	protein_coding	Ccl21b
GL456350.1	23801	25222	-	ENSMUSG00000094576	protein_coding	AC087559.3
GL456350.1	26556	27953	-	ENSMUSG00000079764	pseudogene	AC087559.1
GL456350.1	144079	149877	-	ENSMUSG00000079774	protein_coding	Fam205a2
GL456350.1	173252	174286	-	ENSMUSG00000079773	protein_coding	AC087559.2
GL456350.1	211325	212455	-	ENSMUSG00000096271	protein_coding	Ccl21c
GL456354.1	6366	8939	+	ENSMUSG00000094741	protein_coding	AC140325.2
GL456354.1	25923	27230	-	ENSMUSG00000074720	protein_coding	AC140325.1
GL456354.1	82993	86051	-	ENSMUSG00000094337	protein_coding	Gm3286
GL456354.1	146926	149659	-	ENSMUSG00000095570	protein_coding	AC140325.3
GL456354.1	158543	161339	+	ENSMUSG00000096728	protein_coding	AC140325.4
GL456372.1	13262	13382	-	ENSMUSG00000094621	miRNA	CAAA01098150.1
GL456381.1	16623	16721	-	ENSMUSG00000098647	miRNA	CAAA01064564.1
GL456385.1	31243	31343	+	ENSMUSG00000095434	miRNA	CAAA01205117.2
GL456385.1	32719	32818	+	ENSMUSG00000094431	miRNA	CAAA01205117.1
JH584292.1	3536	11935	+	ENSMUSG00000096730	protein_coding	Vmn2r122
JH584293.1	10948	16486	+	ENSMUSG00000095456	protein_coding	Il11ra2
JH584293.1	16864	21820	-	ENSMUSG00000095247	protein_coding	Ccl27a
JH584293.1	41602	43114	-	ENSMUSG00000095585	protein_coding	CR974586.3
JH584293.1	60162	60827	-	ENSMUSG00000096873	protein_coding	Ccl21c
JH584293.1	83395	84475	-	ENSMUSG00000095755	protein_coding	CR974586.4
JH584293.1	86316	87710	-	ENSMUSG00000096646	protein_coding	CR974586.6
JH584293.1	103128	104629	+	ENSMUSG00000096506	protein_coding	CR974586.5
JH584293.1	140956	142665	+	ENSMUSG00000095552	protein_coding	CR974586.2
JH584293.1	203931	206144	-	ENSMUSG00000095207	protein_coding	CR974586.1
JH584294.1	2012	3786	+	ENSMUSG00000093828	protein_coding	Ccl27a
JH584294.1	4164	9702	-	ENSMUSG00000095623	protein_coding	Il11ra2
JH584294.1	102539	104139	-	ENSMUSG00000094661	protein_coding	Ccl19
JH584294.1	121048	121713	-	ENSMUSG00000095320	protein_coding	Ccl21a
JH584294.1	137009	137560	+	ENSMUSG00000094350	protein_coding	Gm10931
JH584294.1	138344	144557	-	ENSMUSG00000096237	protein_coding	CT868723.1
JH584295.1	66	1479	-	ENSMUSG00000095742	protein_coding	CAAA01147332.1
JH584296.1	41338	44417	-	ENSMUSG00000095666	protein_coding	AC164084.2
JH584296.1	130715	133448	-	ENSMUSG00000096680	protein_coding	AC164084.3
JH584296.1	195181	197903	-	ENSMUSG00000095505	protein_coding	AC164084.1
JH584297.1	19740	22248	-	ENSMUSG00000094303	protein_coding	AC165294.1
JH584297.1	31101	33667	+	ENSMUSG00000096236	protein_coding	AC165294.2
JH584297.1	108318	111392	-	ENSMUSG00000096756	protein_coding	AC165294.3
JH584298.1	90528	93623	+	ENSMUSG00000094722	protein_coding	AC125178.1
JH584298.1	168268	170838	-	ENSMUSG00000095728	protein_coding	AC125178.3
JH584298.1	179693	182203	+	ENSMUSG00000095076	protein_coding	AC125178.2
JH584299.1	4975	7356	+	ENSMUSG00000094836	protein_coding	AC123873.3
JH584299.1	90482	93220	+	ENSMUSG00000094383	protein_coding	AC123873.1
JH584299.1	173050	176134	+	ENSMUSG00000094474	protein_coding	AC123873.2
JH584299.1	314841	317584	+	ENSMUSG00000094791	protein_coding	AC126035.1
JH584299.1	477246	480331	+	ENSMUSG00000096550	protein_coding	Gm16367
JH584299.1	562161	564894	+	ENSMUSG00000094172	protein_coding	AC163611.1
JH584299.1	587624	625594	+	ENSMUSG00000094887	protein_coding	AC163611.2
JH584299.1	716296	720517	+	ENSMUSG00000091585	protein_coding	AC140365.1
JH584299.1	806210	809281	+	ENSMUSG00000095763	protein_coding	AC124606.2
JH584299.1	837364	840451	+	ENSMUSG00000095523	protein_coding	AC124606.1
JH584299.1	910289	913083	-	ENSMUSG00000095475	protein_coding	AC133095.2
JH584299.1	921942	924675	+	ENSMUSG00000094855	protein_coding	AC133095.1
JH584303.1	81607	82689	+	ENSMUSG00000095019	protein_coding	AC234645.1
JH584304.1	52190	59690	-	ENSMUSG00000095041	protein_coding	AC149090.1
KQ030490.1	10288	10434	-	ENSMUSG00000106830	snoRNA	SNORA28
KQ030490.1	23414	33890	+	ENSMUSG00000107055	protein_coding	Nckipsd
KQ030490.1	38984	40144	-	ENSMUSG00000107302	processed_transcript	RP24-571H12.4
KQ030490.1	40395	40736	+	ENSMUSG00000107382	TEC	RP24-571H12.6
KQ030490.1	41366	68015	+	ENSMUSG00000107269	protein_coding	Celsr3
KQ030490.1	59524	59609	+	ENSMUSG00000106842	miRNA	AC168054.1
KQ030490.1	68329	79964	+	ENSMUSG00000107138	protein_coding	Slc26a6
KQ030490.1	81534	82478	+	ENSMUSG00000107174	protein_coding	Tmem89
KQ030490.1	103548	116538	+	ENSMUSG00000107235	protein_coding	Uqcrc1
KQ030490.1	116918	117456	-	ENSMUSG00000107342	TEC	WI1-2477B13.3
KB469738.3	1820	13601	-	ENSMUSG00000111701	lincRNA	CAAA01180111.2
KB469738.3	23266	44158	-	ENSMUSG00000098810	protein_coding	CAAA01180111.1
KB469738.3	44889	45905	-	ENSMUSG00000110994	pseudogene	CAAA01089676.1
KB469738.3	70441	78622	+	ENSMUSG00000111595	transcribed_unprocessed_pseudogene	CAAA01144662.1
KB469738.3	72245	74080	-	ENSMUSG00000111150	TEC	CAAA01216754.2
KB469738.3	75860	78976	-	ENSMUSG00000110955	lincRNA	CAAA01216754.1
KB469738.3	86823	94921	-	ENSMUSG00000098512	transcribed_unprocessed_pseudogene	CAAA01144662.2
KB469738.3	101067	101343	-	ENSMUSG00000111588	unprocessed_pseudogene	CAAA01090811.1
KB469738.3	139737	142696	+	ENSMUSG00000111469	protein_coding	CAAA01144662.3
KB469738.3	162871	163513	+	ENSMUSG00000111721	unprocessed_pseudogene	CAAA01125382.3
KB469738.3	182619	183392	+	ENSMUSG00000110807	TEC	CAAA01125382.2
KB469738.3	185258	193924	-	ENSMUSG00000099077	protein_coding	Ppp2r3d
KB469738.3	197849	198748	-	ENSMUSG00000111835	protein_coding	CAAA01154301.1
JH792830.1	21422	23936	-	ENSMUSG00000097830	protein_coding	Gstp1
JH792830.1	26300	28251	-	ENSMUSG00000097808	protein_coding	Gstp2
JH792830.1	43492	45461	-	ENSMUSG00000097663	protein_coding	RP23-41B18.5
JH792830.1	47462	47777	-	ENSMUSG00000111640	pseudogene	AC109138.6
JH792830.1	60393	60552	+	ENSMUSG00000111402	pseudogene	AC109138.5
JH792830.1	64312	64527	-	ENSMUSG00000105417	snoRNA	ACEA_U3
JH792830.1	64313	64527	-	ENSMUSG00000097846	snoRNA	U3
JH792830.1	67593	73355	+	ENSMUSG00000097733	protein_coding	Cabp2
JH792830.1	83197	85034	+	ENSMUSG00000097485	protein_coding	Cdk2ap2
JH792830.1	86013	99980	+	ENSMUSG00000097096	protein_coding	Pitpnm1
JH792830.1	100461	111873	-	ENSMUSG00000097319	protein_coding	Aip
JH792830.1	111975	117744	+	ENSMUSG00000097394	protein_coding	AC109138.2
JH792830.1	121439	125623	-	ENSMUSG00000097687	protein_coding	Cabp4
JH792830.1	125813	131752	+	ENSMUSG00000097905	protein_coding	Gpr152
JH792830.1	134633	140049	+	ENSMUSG00000097771	protein_coding	Coro1b
JH792830.1	140620	142765	+	ENSMUSG00000097132	protein_coding	Ptprcap
JH792830.1	142727	149368	-	ENSMUSG00000097721	protein_coding	Rps6kb2
JH792830.1	150338	161493	-	ENSMUSG00000097064	protein_coding	AC109138.1
JH792830.1	155580	160298	+	ENSMUSG00000097556	lincRNA	AC109138.4
JH792830.1	170372	177061	-	ENSMUSG00000097708	protein_coding	Tbc1d10c
JH792830.1	178172	181433	+	ENSMUSG00000096994	protein_coding	Ppp1ca
JH792830.1	181212	187617	-	ENSMUSG00000097909	protein_coding	Rad9a
JH792830.1	200252	209504	+	ENSMUSG00000097629	protein_coding	Clcf1
JH792830.1	201416	201502	-	ENSMUSG00000097512	miRNA	AC109138.3
JH792830.1	217913	219645	+	ENSMUSG00000097508	protein_coding	Pold4
KV575237.1	16539	17554	+	ENSMUSG00000111287	pseudogene	AC117622.2
KV575237.1	19515	19891	-	ENSMUSG00000110890	pseudogene	AC117622.1
KV575237.1	65311	88429	-	ENSMUSG00000111007	lincRNA	RP23-114L5.4
KV575237.1	113150	150736	-	ENSMUSG00000110939	protein_coding	AC121298.1
KV575237.1	161147	161593	-	ENSMUSG00000111851	protein_coding	Gm20382
KV575237.1	251699	251821	+	ENSMUSG00000111099	rRNA	5S_rRNA
KV575237.1	277366	279116	-	ENSMUSG00000110818	TEC	RP23-120C8.7
KV575237.1	282009	283305	-	ENSMUSG00000111513	TEC	RP23-120C8.6
KV575237.1	289150	298799	+	ENSMUSG00000111391	antisense	RP23-120C8.9
KV575237.1	298554	299253	-	ENSMUSG00000110733	TEC	RP23-120C8.5
KV575237.1	313660	316519	-	ENSMUSG00000110975	TEC	RP23-120C8.4
KV575237.1	368433	369587	-	ENSMUSG00000111255	TEC	RP23-120C8.3
KV575237.1	370933	372065	-	ENSMUSG00000110979	TEC	RP23-120C8.2
KV575237.1	553981	557480	+	ENSMUSG00000110775	antisense	RP24-95O4.7
KV575237.1	556678	559650	-	ENSMUSG00000111230	TEC	RP24-95O4.6
KV575237.1	579407	580154	-	ENSMUSG00000111130	TEC	RP24-95O4.5
KV575237.1	606108	608391	-	ENSMUSG00000111538	TEC	RP24-95O4.4
KV575237.1	628704	638719	+	ENSMUSG00000111813	antisense	RP24-95O4.9
KV575237.1	631304	632277	-	ENSMUSG00000111185	TEC	RP24-95O4.3
KV575237.1	645762	649598	-	ENSMUSG00000110907	TEC	RP24-95O4.2
KV575237.1	660261	667096	-	ENSMUSG00000111879	TEC	RP24-95O4.1
KV575237.1	669891	672125	-	ENSMUSG00000111804	TEC	RP23-378O9.2
KV575237.1	689322	696646	-	ENSMUSG00000110904	TEC	RP23-378O9.1
KV575237.1	797598	798255	-	ENSMUSG00000111775	pseudogene	AC157928.1
KV575237.1	875551	876880	-	ENSMUSG00000110965	TEC	RP24-147H20.3
KV575237.1	878781	880416	-	ENSMUSG00000111311	TEC	RP24-147H20.2
KV575237.1	1044088	1046393	-	ENSMUSG00000111735	TEC	RP23-276C23.3
KV575237.1	1108283	1111145	-	ENSMUSG00000111347	TEC	RP23-276C23.2
KV575237.1	1112967	1114241	-	ENSMUSG00000111170	TEC	RP23-276C23.1
KV575237.1	1164055	1166451	-	ENSMUSG00000110934	TEC	RP24-399A15.2
KV575237.1	1171390	1173549	-	ENSMUSG00000111659	TEC	RP24-399A15.3
KV575237.1	1208137	1208960	-	ENSMUSG00000110743	TEC	RP24-399A15.5
KV575237.1	1218147	1219305	+	ENSMUSG00000111642	lincRNA	RP24-399A15.1
KK082442.1	7894	17656	+	ENSMUSG00000103879	protein_coding	Sftpb
KK082442.1	21961	48467	-	ENSMUSG00000104250	protein_coding	Usp39
KK082442.1	50312	51741	-	ENSMUSG00000108664	antisense	RP23-60P18.10
KK082442.1	50600	56431	+	ENSMUSG00000108680	protein_coding	0610030E20Rik
KK082442.1	58730	63045	+	ENSMUSG00000102455	protein_coding	Tmem150a
KK082442.1	62997	70239	-	ENSMUSG00000102720	protein_coding	Rnf181
KK082442.1	72077	83751	-	ENSMUSG00000102671	protein_coding	Vamp5
KK082442.1	88506	93986	-	ENSMUSG00000103205	protein_coding	Vamp8
KK082442.1	117591	133995	+	ENSMUSG00000103019	protein_coding	Ggcx
KK082442.1	136082	142841	-	ENSMUSG00000104463	protein_coding	Mat2a
KK082442.1	142334	143893	+	ENSMUSG00000108706	TEC	RP23-60P18.13
KV575240.1	25119	26786	+	ENSMUSG00000110974	protein_coding	Jund
KV575240.1	25332	26250	-	ENSMUSG00000111134	antisense	RP23-410L16.3
KV575240.1	29627	43820	+	ENSMUSG00000111607	protein_coding	RP23-410L16.5
KV575240.1	44713	48804	+	ENSMUSG00000111206	protein_coding	RP23-410L16.4
KV575240.1	49890	77356	+	ENSMUSG00000111773	protein_coding	Pde4c
KV575240.1	82024	84252	+	ENSMUSG00000111277	protein_coding	CAAA01070179.2
KV575240.1	84816	87113	-	ENSMUSG00000111476	protein_coding	Mpv17l2
KV575240.1	89144	92796	-	ENSMUSG00000110777	protein_coding	CAAA01070179.1
KV575240.1	92744	94385	+	ENSMUSG00000110805	TEC	RP23-410L16.8
KV575240.1	94341	102878	-	ENSMUSG00000111826	protein_coding	Pik3r2
KV575240.1	102980	103988	+	ENSMUSG00000111367	lincRNA	RP23-410L16.1
KV575240.1	104282	131219	-	ENSMUSG00000110763	protein_coding	Mast3
KV575240.1	124300	124357	+	ENSMUSG00000111718	miRNA	mmu-mir-7240
KV575240.1	134614	147589	+	ENSMUSG00000111872	protein_coding	Il12rb1
KV575240.1	161294	165885	-	ENSMUSG00000110906	protein_coding	Arrdc2
KV575235.1	31913	36578	+	ENSMUSG00000110961	protein_coding	C1qtnf4
KV575235.1	40687	50880	-	ENSMUSG00000111727	protein_coding	Ndufs3
KV575235.1	50793	57679	+	ENSMUSG00000111688	protein_coding	Kbtbd4
KV575235.1	57241	64040	-	ENSMUSG00000110860	protein_coding	Ptpmt1
KV575235.1	63696	63968	+	ENSMUSG00000111026	pseudogene	AEKQ02166790.1
KV575235.1	86436	165551	+	ENSMUSG00000110883	protein_coding	Celf1
KV575235.1	176832	177176	-	ENSMUSG00000111592	processed_pseudogene	RP23-147D3.8
KV575235.1	181674	191783	+	ENSMUSG00000111579	protein_coding	Rapsn
KV575239.1	7187	39459	+	ENSMUSG00000111475	protein_coding	Muc2
KQ030495.1	122328	122417	-	ENSMUSG00000107328	miRNA	mmu-mir-505
KQ030495.1	153958	154396	-	ENSMUSG00000111502	pseudogene	CU682339.1
KQ030495.1	163920	265534	-	ENSMUSG00000107361	protein_coding	CAAA01000182.1
KQ030495.1	274304	275134	+	ENSMUSG00000106809	processed_pseudogene	RP23-6C3.5
KQ030495.1	303231	305163	-	ENSMUSG00000107119	processed_pseudogene	Hspa9-ps1
KQ030495.1	339725	350374	-	ENSMUSG00000111461	protein_coding	AL669898.1
KQ030495.1	341095	341536	-	ENSMUSG00000106789	processed_pseudogene	RP23-299A23.1
