mm_xp_gene	xp_gene	mm_gene
mm_xp_gene_11436	sfxn2	ENSMUSG00000025036
mm_xp_gene_11437	sfxn3	ENSMUSG00000021474
mm_xp_gene_11438	sfxn5	ENSMUSG00000033720
mm_xp_gene_11439	sgca	ENSMUSG00000004631
mm_xp_gene_11440	sgcb	ENSMUSG00000029156
mm_xp_gene_11441	sgcg	ENSMUSG00000035296
mm_xp_gene_11442	sgcz	ENSMUSG00000039539
mm_xp_gene_11443	sgip1	ENSMUSG00000028524
mm_xp_gene_11444	sgk2	ENSMUSG00000017868
mm_xp_gene_11445	sgk3	ENSMUSG00000025915
mm_xp_gene_11446	sgms1	ENSMUSG00000040451
mm_xp_gene_11447	sgol1	ENSMUSG00000023940
mm_xp_gene_11448	sgpl1-like	ENSMUSG00000020097
mm_xp_gene_11449	sgpp2	ENSMUSG00000032908
mm_xp_gene_11450	sgsm1	ENSMUSG00000042216
mm_xp_gene_11451	sgsm2	ENSMUSG00000038351
mm_xp_gene_11452	sgsm3	ENSMUSG00000042303
mm_xp_gene_11453	sgtb-like	ENSMUSG00000042743
mm_xp_gene_11454	sh2b2	ENSMUSG00000005057
mm_xp_gene_11455	sh2b3	ENSMUSG00000042594
mm_xp_gene_11456	sh2d3c-like	ENSMUSG00000059013
mm_xp_gene_11457	sh2d4a	ENSMUSG00000053886
mm_xp_gene_11458	sh2d4b	ENSMUSG00000037833
mm_xp_gene_11459	sh2d6-like	ENSMUSG00000052631
mm_xp_gene_11460	sh3bgrl2	ENSMUSG00000032261
mm_xp_gene_11461	sh3bgrl3	ENSMUSG00000028843
mm_xp_gene_11462	sh3bp1	ENSMUSG00000022436
mm_xp_gene_11463	sh3bp2-like	ENSMUSG00000054520
mm_xp_gene_11464	sh3bp4	ENSMUSG00000036206
mm_xp_gene_11465	sh3bp5	ENSMUSG00000021892
mm_xp_gene_11466	sh3bp5l	ENSMUSG00000013646
mm_xp_gene_11467	sh3glb1	ENSMUSG00000037062
mm_xp_gene_11468	sh3glb2	ENSMUSG00000026860
mm_xp_gene_11469	sh3pxd2a	ENSMUSG00000053617
mm_xp_gene_11470	sh3rf1	ENSMUSG00000031642
mm_xp_gene_11471	sh3rf2	ENSMUSG00000057719
mm_xp_gene_11472	sh3rf3	ENSMUSG00000037990
mm_xp_gene_11473	sh3tc1-like	ENSMUSG00000036553
mm_xp_gene_11474	sh3tc2	ENSMUSG00000045629
mm_xp_gene_11475	sh3yl1	ENSMUSG00000020669
mm_xp_gene_11476	shank1	ENSMUSG00000038738
mm_xp_gene_11477	shank2	ENSMUSG00000037541
mm_xp_gene_11478	shbg	ENSMUSG00000005202
mm_xp_gene_11479	shc3	ENSMUSG00000021448
mm_xp_gene_11480	shc4	ENSMUSG00000035109
mm_xp_gene_11481	shd-like	ENSMUSG00000039154
mm_xp_gene_11482	she-like	ENSMUSG00000046280
mm_xp_gene_11483	shf	ENSMUSG00000033256
mm_xp_gene_11484	shh	ENSMUSG00000002633
mm_xp_gene_11485	shisa2	ENSMUSG00000044461
mm_xp_gene_11486	shisa7	ENSMUSG00000053550
mm_xp_gene_11487	shisa9	ENSMUSG00000022494
mm_xp_gene_11488	shmt1	ENSMUSG00000020534
mm_xp_gene_11489	shmt2	ENSMUSG00000025403
mm_xp_gene_11490	shoc2	ENSMUSG00000024976
mm_xp_gene_11491	shox2	ENSMUSG00000027833
mm_xp_gene_11492	shprh	ENSMUSG00000090112
mm_xp_gene_11493	shq1	ENSMUSG00000035378
mm_xp_gene_11494	shroom3	ENSMUSG00000029381
mm_xp_gene_11495	siah1	ENSMUSG00000036840
mm_xp_gene_11496	siah2	ENSMUSG00000036432
mm_xp_gene_11497	siah3	ENSMUSG00000091722
mm_xp_gene_11498	sidt1-like	ENSMUSG00000022696
mm_xp_gene_11499	sidt2	ENSMUSG00000034908
mm_xp_gene_11500	sigirr	ENSMUSG00000025494
mm_xp_gene_11501	siglec1	ENSMUSG00000027322
mm_xp_gene_11502	siglec15	ENSMUSG00000091055
mm_xp_gene_11503	sigmar1	ENSMUSG00000036078
mm_xp_gene_11504	sik2-like	ENSMUSG00000037112
mm_xp_gene_11505	sik3-like	ENSMUSG00000034135
mm_xp_gene_11506	sike1	ENSMUSG00000027854
mm_xp_gene_11507	sil1	ENSMUSG00000024357
mm_xp_gene_11508	sim1	ENSMUSG00000019913
mm_xp_gene_11509	sim2	ENSMUSG00000062713
mm_xp_gene_11510	simc1	ENSMUSG00000043183
mm_xp_gene_11511	sin3a	ENSMUSG00000042557
mm_xp_gene_11512	sin3b	ENSMUSG00000031622
mm_xp_gene_11513	sipa1-like	ENSMUSG00000056917
mm_xp_gene_11514	sipa1l1	ENSMUSG00000042700
mm_xp_gene_11515	sipa1l1-like	ENSMUSG00000042700
mm_xp_gene_11516	sipa1l2	ENSMUSG00000001995
mm_xp_gene_11517	sipa1l3	ENSMUSG00000030583
mm_xp_gene_11518	sirt1	ENSMUSG00000020063
mm_xp_gene_11519	sirt2	ENSMUSG00000015149
mm_xp_gene_11520	sirt4	ENSMUSG00000029524
mm_xp_gene_11521	sirt5	ENSMUSG00000054021
mm_xp_gene_11522	sirt7	ENSMUSG00000025138
mm_xp_gene_11523	six1	ENSMUSG00000051367
mm_xp_gene_11524	six2	ENSMUSG00000024134
mm_xp_gene_11525	six3	ENSMUSG00000038805
mm_xp_gene_11526	six4	ENSMUSG00000034460
mm_xp_gene_11527	six6	ENSMUSG00000021099
mm_xp_gene_11528	ska1	ENSMUSG00000036223
mm_xp_gene_11529	ska2-like	ENSMUSG00000020492
mm_xp_gene_11530	ska3	ENSMUSG00000021965
mm_xp_gene_11531	skap1	ENSMUSG00000057058
mm_xp_gene_11532	skap2	ENSMUSG00000059182
mm_xp_gene_11533	ski	ENSMUSG00000029050
mm_xp_gene_11534	skida1	ENSMUSG00000054074
mm_xp_gene_11535	skil	ENSMUSG00000027660
mm_xp_gene_11536	skiv2l	ENSMUSG00000040356
mm_xp_gene_11537	skor1	ENSMUSG00000022245
mm_xp_gene_11538	skor2	ENSMUSG00000091519
mm_xp_gene_11539	skp1	ENSMUSG00000036309
mm_xp_gene_11540	sla-like	ENSMUSG00000022372
mm_xp_gene_11541	sla2	ENSMUSG00000027636
mm_xp_gene_11542	slain2-like	ENSMUSG00000036087
mm_xp_gene_11543	slc10a4	ENSMUSG00000060204
mm_xp_gene_11544	slc10a4	ENSMUSG00000029219
mm_xp_gene_11545	slc10a6	ENSMUSG00000029321
mm_xp_gene_11546	slc10a7	ENSMUSG00000031684
mm_xp_gene_11547	slc11a1	ENSMUSG00000026177
mm_xp_gene_11548	slc11a2	ENSMUSG00000023030
mm_xp_gene_11549	slc12a1	ENSMUSG00000027202
mm_xp_gene_11550	slc12a2	ENSMUSG00000024597
mm_xp_gene_11551	slc12a3	ENSMUSG00000031766
mm_xp_gene_11552	slc12a3.2	ENSMUSG00000031766
mm_xp_gene_11553	slc12a5	ENSMUSG00000017740
mm_xp_gene_11554	slc12a6	ENSMUSG00000096764
mm_xp_gene_11555	slc12a6	ENSMUSG00000027130
mm_xp_gene_11556	slc13a1	ENSMUSG00000029700
mm_xp_gene_11557	slc13a2	ENSMUSG00000001095
mm_xp_gene_11558	slc13a4	ENSMUSG00000029700
mm_xp_gene_11559	slc13a5	ENSMUSG00000020805
mm_xp_gene_11560	slc14a2	ENSMUSG00000024552
mm_xp_gene_11561	slc15a4	ENSMUSG00000029416
mm_xp_gene_11562	slc16a10	ENSMUSG00000019838
mm_xp_gene_11563	slc16a12	ENSMUSG00000009378
mm_xp_gene_11564	slc16a3	ENSMUSG00000025161
mm_xp_gene_11565	slc16a5-like	ENSMUSG00000045775
mm_xp_gene_11566	slc16a6-like	ENSMUSG00000041920
mm_xp_gene_11567	slc16a7	ENSMUSG00000020102
mm_xp_gene_11568	slc17a5	ENSMUSG00000049624
mm_xp_gene_11569	slc17a6	ENSMUSG00000030500
mm_xp_gene_11570	slc17a7	ENSMUSG00000070570
mm_xp_gene_11571	slc17a8-like	ENSMUSG00000019935
mm_xp_gene_11572	slc18a2-like.2	ENSMUSG00000025094
mm_xp_gene_11573	slc18a3	ENSMUSG00000100241
mm_xp_gene_11574	slc18b1	ENSMUSG00000037455
mm_xp_gene_11575	slc19a1	ENSMUSG00000001436
mm_xp_gene_11576	slc1a1	ENSMUSG00000024935
mm_xp_gene_11577	slc1a2	ENSMUSG00000005089
mm_xp_gene_11578	slc1a3	ENSMUSG00000005360
mm_xp_gene_11579	slc1a4	ENSMUSG00000020142
mm_xp_gene_11580	slc1a5	ENSMUSG00000001918
mm_xp_gene_11581	slc1a7-like	ENSMUSG00000008932
mm_xp_gene_11582	slc20a1	ENSMUSG00000027397
mm_xp_gene_11583	slc20a2	ENSMUSG00000037656
mm_xp_gene_11584	slc22a16	ENSMUSG00000019834
mm_xp_gene_11585	slc22a23	ENSMUSG00000038267
mm_xp_gene_11586	slc22a5	ENSMUSG00000063652
mm_xp_gene_11587	slc22a5	ENSMUSG00000018900
mm_xp_gene_11588	slc23a2	ENSMUSG00000027340
mm_xp_gene_11589	slc23a3-like	ENSMUSG00000026205
mm_xp_gene_11590	slc24a1-like	ENSMUSG00000034452
mm_xp_gene_11591	slc24a2	ENSMUSG00000037996
mm_xp_gene_11592	slc24a3	ENSMUSG00000063873
mm_xp_gene_11593	slc24a4	ENSMUSG00000041771
mm_xp_gene_11594	slc24a5	ENSMUSG00000035183
mm_xp_gene_11595	slc25a10	ENSMUSG00000025792
mm_xp_gene_11596	slc25a13	ENSMUSG00000015112
mm_xp_gene_11597	slc25a15	ENSMUSG00000031482
mm_xp_gene_11598	slc25a16	ENSMUSG00000071253
mm_xp_gene_11599	slc25a18	ENSMUSG00000019082
mm_xp_gene_11600	slc25a21	ENSMUSG00000035472
mm_xp_gene_11601	slc25a23	ENSMUSG00000046329
mm_xp_gene_11602	slc25a24	ENSMUSG00000040322
mm_xp_gene_11603	slc25a25-like	ENSMUSG00000026819
mm_xp_gene_11604	slc25a26	ENSMUSG00000045100
mm_xp_gene_11605	slc25a27	ENSMUSG00000023912
mm_xp_gene_11606	slc25a28	ENSMUSG00000040414
mm_xp_gene_11607	slc25a29	ENSMUSG00000021265
mm_xp_gene_11608	slc25a3	ENSMUSG00000061904
mm_xp_gene_11609	slc25a30	ENSMUSG00000022003
mm_xp_gene_11610	slc25a32	ENSMUSG00000022299
mm_xp_gene_11611	slc25a34	ENSMUSG00000040740
mm_xp_gene_11612	slc25a36	ENSMUSG00000032449
mm_xp_gene_11613	slc25a37	ENSMUSG00000034248
mm_xp_gene_11614	slc25a38	ENSMUSG00000032519
mm_xp_gene_11615	slc25a4	ENSMUSG00000031633
mm_xp_gene_11616	slc25a40	ENSMUSG00000054099
mm_xp_gene_11617	slc25a42	ENSMUSG00000002346
mm_xp_gene_11618	slc25a44	ENSMUSG00000050144
mm_xp_gene_11619	slc25a45	ENSMUSG00000024818
mm_xp_gene_11620	slc25a46	ENSMUSG00000024259
mm_xp_gene_11621	slc25a47-like	ENSMUSG00000048856
mm_xp_gene_11622	slc25a48	ENSMUSG00000021509
mm_xp_gene_11623	slc25a51	ENSMUSG00000045973
mm_xp_gene_11624	slc26a11	ENSMUSG00000039908
mm_xp_gene_11625	slc26a2	ENSMUSG00000034320
mm_xp_gene_11626	slc26a7	ENSMUSG00000040569
mm_xp_gene_11627	slc26a9	ENSMUSG00000042268
mm_xp_gene_11628	slc27a4	ENSMUSG00000059316
mm_xp_gene_11629	slc27a6	ENSMUSG00000024600
mm_xp_gene_11630	slc28a2	ENSMUSG00000027219
mm_xp_gene_11631	slc28a2	ENSMUSG00000079071
mm_xp_gene_11632	slc28a3	ENSMUSG00000021553
mm_xp_gene_11633	slc29a2	ENSMUSG00000024891
mm_xp_gene_11634	slc2a10	ENSMUSG00000027661
mm_xp_gene_11635	slc2a12	ENSMUSG00000037490
mm_xp_gene_11636	slc2a13	ENSMUSG00000036298
mm_xp_gene_11637	slc2a2	ENSMUSG00000027690
mm_xp_gene_11638	slc2a5	ENSMUSG00000028976
mm_xp_gene_11639	slc2a6	ENSMUSG00000036067
mm_xp_gene_11640	slc2a8	ENSMUSG00000026791
mm_xp_gene_11641	slc30a1	ENSMUSG00000037434
mm_xp_gene_11642	slc30a2	ENSMUSG00000028836
mm_xp_gene_11643	slc30a4	ENSMUSG00000005802
mm_xp_gene_11644	slc30a5	ENSMUSG00000021629
mm_xp_gene_11645	slc30a6	ENSMUSG00000024069
mm_xp_gene_11646	slc30a7	ENSMUSG00000054414
mm_xp_gene_11647	slc30a8	ENSMUSG00000022315
mm_xp_gene_11648	slc30a9	ENSMUSG00000029221
mm_xp_gene_11649	slc32a1	ENSMUSG00000037771
mm_xp_gene_11650	slc33a1-like	ENSMUSG00000027822
mm_xp_gene_11651	slc35a1	ENSMUSG00000028293
mm_xp_gene_11652	slc35a4	ENSMUSG00000033272
mm_xp_gene_11653	slc35a5	ENSMUSG00000022664
mm_xp_gene_11654	slc35b1	ENSMUSG00000020873
mm_xp_gene_11655	slc35b3	ENSMUSG00000021432
mm_xp_gene_11656	slc35b4	ENSMUSG00000018999
mm_xp_gene_11657	slc35c1	ENSMUSG00000049922
mm_xp_gene_11658	slc35c2	ENSMUSG00000017664
mm_xp_gene_11659	slc35d2	ENSMUSG00000033114
mm_xp_gene_11660	slc35d3	ENSMUSG00000050473
mm_xp_gene_11661	slc35e1	ENSMUSG00000019731
mm_xp_gene_11662	slc35e2b	ENSMUSG00000042202
mm_xp_gene_11663	slc35e3	ENSMUSG00000060181
mm_xp_gene_11664	slc35e4-like	ENSMUSG00000048807
mm_xp_gene_11665	slc35f1	ENSMUSG00000042195
mm_xp_gene_11666	slc35f2	ENSMUSG00000042195
mm_xp_gene_11667	slc35f4-like	ENSMUSG00000021852
mm_xp_gene_11668	slc35f5	ENSMUSG00000026342
mm_xp_gene_11669	slc35g1	ENSMUSG00000044026
mm_xp_gene_11670	slc35g2	ENSMUSG00000070287
mm_xp_gene_11671	slc36a1	ENSMUSG00000020261
mm_xp_gene_11672	slc36a4	ENSMUSG00000043885
mm_xp_gene_11673	slc37a2	ENSMUSG00000032122
mm_xp_gene_11674	slc37a4	ENSMUSG00000032114
mm_xp_gene_11675	slc38a1	ENSMUSG00000023169
mm_xp_gene_11676	slc38a11	ENSMUSG00000061171
mm_xp_gene_11677	slc38a2	ENSMUSG00000022462
mm_xp_gene_11678	slc38a3	ENSMUSG00000010064
mm_xp_gene_11679	slc38a5	ENSMUSG00000010064
mm_xp_gene_11680	slc38a6	ENSMUSG00000044712
mm_xp_gene_11681	slc38a7	ENSMUSG00000036534
mm_xp_gene_11682	slc38a8	ENSMUSG00000034224
mm_xp_gene_11683	slc38a9	ENSMUSG00000047789
mm_xp_gene_11684	slc39a10	ENSMUSG00000025986
mm_xp_gene_11685	slc39a11	ENSMUSG00000041654
mm_xp_gene_11686	slc39a13-like	ENSMUSG00000002105
mm_xp_gene_11687	slc39a14	ENSMUSG00000022094
mm_xp_gene_11688	slc39a3	ENSMUSG00000046822
mm_xp_gene_11689	slc39a5	ENSMUSG00000025986
mm_xp_gene_11690	slc39a7	ENSMUSG00000024327
mm_xp_gene_11691	slc39a8-like	ENSMUSG00000053897
mm_xp_gene_11692	slc39a9	ENSMUSG00000048833
mm_xp_gene_11693	slc3a1	ENSMUSG00000024131
mm_xp_gene_11694	slc3a2	ENSMUSG00000010095
mm_xp_gene_11695	slc40a1	ENSMUSG00000025993
mm_xp_gene_11696	slc41a1	ENSMUSG00000013275
mm_xp_gene_11697	slc41a2	ENSMUSG00000034591
mm_xp_gene_11698	slc41a3	ENSMUSG00000013275
mm_xp_gene_11699	slc43a2	ENSMUSG00000038178
mm_xp_gene_11700	slc44a1-like	ENSMUSG00000028412
mm_xp_gene_11701	slc44a2	ENSMUSG00000057193
mm_xp_gene_11702	slc44a4	ENSMUSG00000007034
mm_xp_gene_11703	slc44a5	ENSMUSG00000028360
mm_xp_gene_11704	slc45a1	ENSMUSG00000039838
mm_xp_gene_11705	slc45a2	ENSMUSG00000022243
mm_xp_gene_11706	slc45a3	ENSMUSG00000026435
mm_xp_gene_11707	slc45a4-like	ENSMUSG00000079020
mm_xp_gene_11708	slc46a1	ENSMUSG00000020829
mm_xp_gene_11709	slc46a3	ENSMUSG00000029650
mm_xp_gene_11710	slc4a1	ENSMUSG00000006574
mm_xp_gene_11711	slc4a10-like	ENSMUSG00000026904
mm_xp_gene_11712	slc4a11	ENSMUSG00000074796
mm_xp_gene_11713	slc4a1ap	ENSMUSG00000029141
mm_xp_gene_11714	slc4a4	ENSMUSG00000060961
mm_xp_gene_11715	slc4a5	ENSMUSG00000068323
mm_xp_gene_11716	slc4a8	ENSMUSG00000023032
mm_xp_gene_11717	slc50a1	ENSMUSG00000027953
mm_xp_gene_11718	slc51a-like.1	ENSMUSG00000035699
mm_xp_gene_11719	slc51a-like.2	ENSMUSG00000035699
mm_xp_gene_11720	slc51b-like	ENSMUSG00000053862
mm_xp_gene_11721	slc52a1	ENSMUSG00000022560
mm_xp_gene_11722	slc5a12-like	ENSMUSG00000041644
mm_xp_gene_11723	slc5a2	ENSMUSG00000030781
mm_xp_gene_11724	slc5a5	ENSMUSG00000000792
mm_xp_gene_11725	slc5a7-like.1	ENSMUSG00000023945
mm_xp_gene_11726	slc5a8	ENSMUSG00000020062
mm_xp_gene_11727	slc5a9	ENSMUSG00000028544
mm_xp_gene_11728	slc6a13	ENSMUSG00000030108
mm_xp_gene_11729	slc6a15-like	ENSMUSG00000019894
mm_xp_gene_11730	slc6a17	ENSMUSG00000027894
mm_xp_gene_11731	slc6a19	ENSMUSG00000021565
mm_xp_gene_11732	slc6a2	ENSMUSG00000055368
mm_xp_gene_11733	slc6a3-like	ENSMUSG00000021609
mm_xp_gene_11734	slc6a4-like	ENSMUSG00000020838
mm_xp_gene_11735	slc6a5	ENSMUSG00000039728
mm_xp_gene_11736	slc6a6	ENSMUSG00000030096
mm_xp_gene_11737	slc6a7	ENSMUSG00000052026
mm_xp_gene_11738	slc6a9	ENSMUSG00000028542
mm_xp_gene_11739	slc7a1	ENSMUSG00000041313
mm_xp_gene_11740	slc7a14	ENSMUSG00000069072
mm_xp_gene_11741	slc7a4	ENSMUSG00000022756
mm_xp_gene_11742	slc7a6	ENSMUSG00000031904
mm_xp_gene_11743	slc7a6os	ENSMUSG00000033106
mm_xp_gene_11744	slc7a7	ENSMUSG00000000958
mm_xp_gene_11745	slc7a8	ENSMUSG00000022180
mm_xp_gene_11746	slc7a9	ENSMUSG00000030492
mm_xp_gene_11747	slc8a1-like	ENSMUSG00000054640
mm_xp_gene_11748	slc8a2	ENSMUSG00000030376
mm_xp_gene_11749	slc8a3-like	ENSMUSG00000079055
mm_xp_gene_11750	slc8b1	ENSMUSG00000032754
mm_xp_gene_11751	slc9a2	ENSMUSG00000026065
mm_xp_gene_11752	slc9a3r2	ENSMUSG00000002504
mm_xp_gene_11753	slc9a5	ENSMUSG00000014786
mm_xp_gene_11754	slc9a8	ENSMUSG00000039463
mm_xp_gene_11755	slc9a9	ENSMUSG00000031129
mm_xp_gene_11756	slc9b2	ENSMUSG00000037994
mm_xp_gene_11757	slco1c1	ENSMUSG00000030235
mm_xp_gene_11758	slco2a1	ENSMUSG00000032548
mm_xp_gene_11759	slco3a1	ENSMUSG00000025790
mm_xp_gene_11760	slco4a1	ENSMUSG00000038963
mm_xp_gene_11761	slco4c1	ENSMUSG00000040693
mm_xp_gene_11762	slco5a1	ENSMUSG00000025938
mm_xp_gene_11763	slirp	ENSMUSG00000021040
mm_xp_gene_11764	slit1	ENSMUSG00000025020
mm_xp_gene_11765	slit3	ENSMUSG00000056427
mm_xp_gene_11766	slitrk1	ENSMUSG00000075478
mm_xp_gene_11767	slitrk3	ENSMUSG00000048304
mm_xp_gene_11768	slitrk5-like	ENSMUSG00000033214
mm_xp_gene_11769	slitrk6	ENSMUSG00000045871
mm_xp_gene_11770	slk-like	ENSMUSG00000025060
mm_xp_gene_11771	slmap	ENSMUSG00000021870
mm_xp_gene_11772	slmo1	ENSMUSG00000024530
mm_xp_gene_11773	sltm	ENSMUSG00000032212
mm_xp_gene_11774	slu7	ENSMUSG00000020409
mm_xp_gene_11775	slx1a	ENSMUSG00000059772
mm_xp_gene_11776	slx4ip	ENSMUSG00000027281
mm_xp_gene_11777	smad6	ENSMUSG00000036867
mm_xp_gene_11778	smad7-like	ENSMUSG00000025880
mm_xp_gene_11779	smagp	ENSMUSG00000053559
mm_xp_gene_11780	smap1	ENSMUSG00000026155
mm_xp_gene_11781	smarca2-like	ENSMUSG00000024921
mm_xp_gene_11782	smarca4	ENSMUSG00000032187
mm_xp_gene_11783	smarcal1	ENSMUSG00000039354
mm_xp_gene_11784	smarcb1	ENSMUSG00000000902
mm_xp_gene_11785	smarcc1	ENSMUSG00000032481
mm_xp_gene_11786	smarcc2	ENSMUSG00000025369
mm_xp_gene_11787	smarcd1	ENSMUSG00000023018
mm_xp_gene_11788	smarcd2	ENSMUSG00000078619
mm_xp_gene_11789	smc1b	ENSMUSG00000022432
mm_xp_gene_11790	smc3	ENSMUSG00000024974
mm_xp_gene_11791	smc5-like	ENSMUSG00000024943
mm_xp_gene_11792	smchd1-like	ENSMUSG00000024054
mm_xp_gene_11793	smco4	ENSMUSG00000058173
mm_xp_gene_11794	smcr8	ENSMUSG00000049323
mm_xp_gene_11795	smdt1	ENSMUSG00000022452
mm_xp_gene_11796	smek2	ENSMUSG00000020463
mm_xp_gene_11797	smg1	ENSMUSG00000030655
mm_xp_gene_11798	smg6	ENSMUSG00000038290
mm_xp_gene_11799	smg7	ENSMUSG00000042772
mm_xp_gene_11800	smg9	ENSMUSG00000002210
mm_xp_gene_11801	smim15	ENSMUSG00000071180
mm_xp_gene_11802	smim18	ENSMUSG00000094500
mm_xp_gene_11803	smim19-like	ENSMUSG00000031534
mm_xp_gene_11804	smim20	ENSMUSG00000061461
mm_xp_gene_11805	smim8	ENSMUSG00000028295
mm_xp_gene_11806	smndc1	ENSMUSG00000025024
mm_xp_gene_11807	smo	ENSMUSG00000001761
mm_xp_gene_11808	smoc1	ENSMUSG00000021136
mm_xp_gene_11809	smox	ENSMUSG00000027333
mm_xp_gene_11810	smpd2	ENSMUSG00000019822
mm_xp_gene_11811	smpd3-like	ENSMUSG00000031906
mm_xp_gene_11812	smpd4	ENSMUSG00000005899
mm_xp_gene_11813	smpdl3a	ENSMUSG00000019872
mm_xp_gene_11814	smpdl3b	ENSMUSG00000028885
mm_xp_gene_11815	smtn	ENSMUSG00000020439
mm_xp_gene_11816	smu1	ENSMUSG00000028409
mm_xp_gene_11817	smug1	ENSMUSG00000036061
mm_xp_gene_11818	smurf1	ENSMUSG00000038780
mm_xp_gene_11819	smyd1	ENSMUSG00000055027
mm_xp_gene_11820	smyd3	ENSMUSG00000055067
mm_xp_gene_11821	smyd4	ENSMUSG00000018809
mm_xp_gene_11822	snai1	ENSMUSG00000042821
mm_xp_gene_11823	snai2	ENSMUSG00000022676
mm_xp_gene_11824	snai3	ENSMUSG00000006587
mm_xp_gene_11825	snap23	ENSMUSG00000027287
mm_xp_gene_11826	snap25	ENSMUSG00000027273
mm_xp_gene_11827	snap29	ENSMUSG00000022765
mm_xp_gene_11828	snap91	ENSMUSG00000033419
mm_xp_gene_11829	snapc1	ENSMUSG00000021113
mm_xp_gene_11830	snapc3	ENSMUSG00000028483
mm_xp_gene_11831	snapc4	ENSMUSG00000036281
mm_xp_gene_11832	snapc5	ENSMUSG00000032398
mm_xp_gene_11833	sncaip	ENSMUSG00000024534
mm_xp_gene_11834	sncg	ENSMUSG00000023064
mm_xp_gene_11835	sned1	ENSMUSG00000047793
mm_xp_gene_11836	snip1	ENSMUSG00000050213
mm_xp_gene_11837	snn	ENSMUSG00000037972
mm_xp_gene_11838	snrk	ENSMUSG00000038145
mm_xp_gene_11839	snrnp200	ENSMUSG00000003660
mm_xp_gene_11840	snrnp25	ENSMUSG00000040767
mm_xp_gene_11841	snrnp27	ENSMUSG00000001158
mm_xp_gene_11842	snrnp35	ENSMUSG00000029402
mm_xp_gene_11843	snrnp40	ENSMUSG00000074088
mm_xp_gene_11844	snrnp70	ENSMUSG00000063511
mm_xp_gene_11845	snrpa	ENSMUSG00000061479
mm_xp_gene_11846	snrpa1-like	ENSMUSG00000030512
mm_xp_gene_11847	snrpc	ENSMUSG00000024217
mm_xp_gene_11848	snrpd1	ENSMUSG00000002477
mm_xp_gene_11849	snrpd2	ENSMUSG00000040824
mm_xp_gene_11850	snrpd3	ENSMUSG00000020180
mm_xp_gene_11851	snrpf	ENSMUSG00000020018
mm_xp_gene_11852	snrpg	ENSMUSG00000057278
mm_xp_gene_11853	snta1	ENSMUSG00000027488
mm_xp_gene_11854	sntb1	ENSMUSG00000060429
mm_xp_gene_11855	sntb2	ENSMUSG00000041308
mm_xp_gene_11856	sntg2	ENSMUSG00000020672
mm_xp_gene_11857	snupn	ENSMUSG00000055334
mm_xp_gene_11858	snx1	ENSMUSG00000032382
mm_xp_gene_11859	snx10	ENSMUSG00000038301
mm_xp_gene_11860	snx11	ENSMUSG00000020876
mm_xp_gene_11861	snx13	ENSMUSG00000020590
mm_xp_gene_11862	snx14	ENSMUSG00000032422
mm_xp_gene_11863	snx17	ENSMUSG00000029146
mm_xp_gene_11864	snx18	ENSMUSG00000042364
mm_xp_gene_11865	snx2-like	ENSMUSG00000034484
mm_xp_gene_11866	snx21	ENSMUSG00000050373
mm_xp_gene_11867	snx22	ENSMUSG00000039452
mm_xp_gene_11868	snx24	ENSMUSG00000024535
mm_xp_gene_11869	snx25-like	ENSMUSG00000038291
mm_xp_gene_11870	snx27	ENSMUSG00000028136
mm_xp_gene_11871	snx29	ENSMUSG00000071669
mm_xp_gene_11872	snx30	ENSMUSG00000028385
mm_xp_gene_11873	snx31	ENSMUSG00000013611
mm_xp_gene_11874	snx33	ENSMUSG00000032733
mm_xp_gene_11875	snx6	ENSMUSG00000005656
mm_xp_gene_11876	snx8	ENSMUSG00000029560
mm_xp_gene_11877	snx9	ENSMUSG00000002365
mm_xp_gene_11878	soat1	ENSMUSG00000026600
mm_xp_gene_11879	soat2	ENSMUSG00000023045
mm_xp_gene_11880	sobp	ENSMUSG00000038248
mm_xp_gene_11881	socs1	ENSMUSG00000038037
mm_xp_gene_11882	socs2	ENSMUSG00000020027
mm_xp_gene_11883	socs3	ENSMUSG00000053113
mm_xp_gene_11884	socs4	ENSMUSG00000048379
mm_xp_gene_11885	socs5	ENSMUSG00000037104
mm_xp_gene_11886	socs6	ENSMUSG00000056153
mm_xp_gene_11887	socs7	ENSMUSG00000038485
mm_xp_gene_11888	sod1	ENSMUSG00000022982
mm_xp_gene_11889	sod2	ENSMUSG00000006818
mm_xp_gene_11890	sod3	ENSMUSG00000072941
mm_xp_gene_11891	soga1-like	ENSMUSG00000055485
mm_xp_gene_11892	soga3	ENSMUSG00000038916
mm_xp_gene_11893	sorbs1-like	ENSMUSG00000025006
mm_xp_gene_11894	sorbs2	ENSMUSG00000031626
mm_xp_gene_11895	sorcs2	ENSMUSG00000029093
mm_xp_gene_11896	sorl1	ENSMUSG00000049313
mm_xp_gene_11897	sort1	ENSMUSG00000068747
mm_xp_gene_11898	sos1	ENSMUSG00000024241
mm_xp_gene_11899	sos2	ENSMUSG00000034801
mm_xp_gene_11900	sowaha	ENSMUSG00000044352
mm_xp_gene_11901	sowahb	ENSMUSG00000045314
mm_xp_gene_11902	sowahc	ENSMUSG00000098188
mm_xp_gene_11903	sox10	ENSMUSG00000033006
mm_xp_gene_11904	sox11	ENSMUSG00000063632
mm_xp_gene_11905	sox13	ENSMUSG00000070643
mm_xp_gene_11906	sox14	ENSMUSG00000053747
