mm_xp_gene	xp_gene	mm_gene
mm_xp_gene_11680	satl1	ENSMUSG00000025283
mm_xp_gene_11681	sav1	ENSMUSG00000021067
mm_xp_gene_11682	sbds	ENSMUSG00000025337
mm_xp_gene_11683	sbf1	ENSMUSG00000036529
mm_xp_gene_11684	sbf2	ENSMUSG00000038371
mm_xp_gene_11685	sbno1	ENSMUSG00000038095
mm_xp_gene_11686	sbno2	ENSMUSG00000035673
mm_xp_gene_11687	sbspon-like	ENSMUSG00000032719
mm_xp_gene_11688	scaf11-like	ENSMUSG00000033228
mm_xp_gene_11689	scaf8	ENSMUSG00000046201
mm_xp_gene_11690	scamp1	ENSMUSG00000021687
mm_xp_gene_11691	scamp2	ENSMUSG00000040188
mm_xp_gene_11692	scamp5	ENSMUSG00000040722
mm_xp_gene_11693	scap	ENSMUSG00000032485
mm_xp_gene_11694	scaper	ENSMUSG00000034007
mm_xp_gene_11695	scara3-like	ENSMUSG00000034463
mm_xp_gene_11696	scara5	ENSMUSG00000022032
mm_xp_gene_11697	scarb1	ENSMUSG00000037936
mm_xp_gene_11698	scarb2	ENSMUSG00000029426
mm_xp_gene_11699	scarf1	ENSMUSG00000038188
mm_xp_gene_11700	scel-like	ENSMUSG00000022123
mm_xp_gene_11701	scfd1	ENSMUSG00000020952
mm_xp_gene_11702	scfd2	ENSMUSG00000062110
mm_xp_gene_11703	scg2	ENSMUSG00000050711
mm_xp_gene_11704	scg3-like	ENSMUSG00000032181
mm_xp_gene_11705	scg5	ENSMUSG00000023236
mm_xp_gene_11706	scgn	ENSMUSG00000021337
mm_xp_gene_11707	schip1	ENSMUSG00000102422
mm_xp_gene_11708	schip1	ENSMUSG00000027777
mm_xp_gene_11709	scimp	ENSMUSG00000057135
mm_xp_gene_11710	scin	ENSMUSG00000002565
mm_xp_gene_11711	scly	ENSMUSG00000026307
mm_xp_gene_11712	scmh1	ENSMUSG00000000085
mm_xp_gene_11713	scml2	ENSMUSG00000000037
mm_xp_gene_11714	scml4-like	ENSMUSG00000044770
mm_xp_gene_11715	scn1b	ENSMUSG00000019194
mm_xp_gene_11716	scn2a	ENSMUSG00000075318
mm_xp_gene_11717	scn2b	ENSMUSG00000070304
mm_xp_gene_11718	scn3b	ENSMUSG00000049281
mm_xp_gene_11719	scn4b	ENSMUSG00000046480
mm_xp_gene_11720	scnm1	ENSMUSG00000092607
mm_xp_gene_11721	scp2	ENSMUSG00000028603
mm_xp_gene_11722	scpep1	ENSMUSG00000000278
mm_xp_gene_11723	scrg1	ENSMUSG00000031610
mm_xp_gene_11724	scrib	ENSMUSG00000022568
mm_xp_gene_11725	scrn1	ENSMUSG00000019124
mm_xp_gene_11726	scrn2	ENSMUSG00000020877
mm_xp_gene_11727	scrn3-like	ENSMUSG00000008226
mm_xp_gene_11728	scube1	ENSMUSG00000016763
mm_xp_gene_11729	scube2	ENSMUSG00000007279
mm_xp_gene_11730	scyl1	ENSMUSG00000024941
mm_xp_gene_11731	scyl2	ENSMUSG00000069539
mm_xp_gene_11732	scyl3	ENSMUSG00000026584
mm_xp_gene_11733	sdad1	ENSMUSG00000029415
mm_xp_gene_11734	sdc3	ENSMUSG00000025743
mm_xp_gene_11735	sdcbp	ENSMUSG00000028249
mm_xp_gene_11736	sde2	ENSMUSG00000038806
mm_xp_gene_11737	sdf2	ENSMUSG00000002064
mm_xp_gene_11738	sdf4	ENSMUSG00000029076
mm_xp_gene_11739	sdha	ENSMUSG00000021577
mm_xp_gene_11740	sdhaf2	ENSMUSG00000024668
mm_xp_gene_11741	sdhd	ENSMUSG00000000171
mm_xp_gene_11742	sdk2	ENSMUSG00000041592
mm_xp_gene_11743	sdr16c5	ENSMUSG00000028236
mm_xp_gene_11744	sdr39u1	ENSMUSG00000022223
mm_xp_gene_11745	sdr42e1-like	ENSMUSG00000034308
mm_xp_gene_11746	sds	ENSMUSG00000029597
mm_xp_gene_11747	sdsl	ENSMUSG00000029596
mm_xp_gene_11748	sebox	ENSMUSG00000001103
mm_xp_gene_11749	sec11c	ENSMUSG00000024516
mm_xp_gene_11750	sec13	ENSMUSG00000030298
mm_xp_gene_11751	sec14l1	ENSMUSG00000020823
mm_xp_gene_11752	sec14l3	ENSMUSG00000003585
mm_xp_gene_11753	sec14l5	ENSMUSG00000020823
mm_xp_gene_11754	sec16a-like	ENSMUSG00000026924
mm_xp_gene_11755	sec16b-like	ENSMUSG00000026589
mm_xp_gene_11756	sec22b	ENSMUSG00000027879
mm_xp_gene_11757	sec22c-like	ENSMUSG00000061536
mm_xp_gene_11758	sec22l2	ENSMUSG00000034473
mm_xp_gene_11759	sec23a	ENSMUSG00000020986
mm_xp_gene_11760	sec23b	ENSMUSG00000027429
mm_xp_gene_11761	sec23ip	ENSMUSG00000055319
mm_xp_gene_11762	sec24a-like	ENSMUSG00000036391
mm_xp_gene_11763	sec24b	ENSMUSG00000001052
mm_xp_gene_11764	sec24d-like.1	ENSMUSG00000039234
mm_xp_gene_11765	sec24d-like.2	ENSMUSG00000039367
mm_xp_gene_11766	sec31a	ENSMUSG00000035325
mm_xp_gene_11767	sec31b	ENSMUSG00000051984
mm_xp_gene_11768	sec61a1	ENSMUSG00000030082
mm_xp_gene_11769	sec61b	ENSMUSG00000053317
mm_xp_gene_11770	sec61b	ENSMUSG00000092116
mm_xp_gene_11771	sec61g	ENSMUSG00000078974
mm_xp_gene_11772	secisbp2	ENSMUSG00000035139
mm_xp_gene_11773	secisbp2l	ENSMUSG00000035093
mm_xp_gene_11774	seh1l	ENSMUSG00000079614
mm_xp_gene_11775	sel1l-like	ENSMUSG00000020964
mm_xp_gene_11776	sel1l3	ENSMUSG00000029189
mm_xp_gene_11777	selenbp1	ENSMUSG00000068874
mm_xp_gene_11778	selenbp1	ENSMUSG00000068877
mm_xp_gene_11779	selm	ENSMUSG00000075702
mm_xp_gene_11780	selo	ENSMUSG00000035757
mm_xp_gene_11781	selplg-like	ENSMUSG00000048163
mm_xp_gene_11782	selt	ENSMUSG00000075700
mm_xp_gene_11783	sema3a	ENSMUSG00000028883
mm_xp_gene_11784	sema3b	ENSMUSG00000057969
mm_xp_gene_11785	sema3c	ENSMUSG00000028780
mm_xp_gene_11786	sema3d	ENSMUSG00000040254
mm_xp_gene_11787	sema3e	ENSMUSG00000063531
mm_xp_gene_11788	sema3f	ENSMUSG00000034684
mm_xp_gene_11789	sema3f-like.1	ENSMUSG00000034684
mm_xp_gene_11790	sema4a	ENSMUSG00000028064
mm_xp_gene_11791	sema4b	ENSMUSG00000030539
mm_xp_gene_11792	sema4c	ENSMUSG00000026121
mm_xp_gene_11793	sema4d	ENSMUSG00000021451
mm_xp_gene_11794	sema4g	ENSMUSG00000025207
mm_xp_gene_11795	sema6a	ENSMUSG00000019647
mm_xp_gene_11796	sema6b	ENSMUSG00000001227
mm_xp_gene_11797	sema6c	ENSMUSG00000027200
mm_xp_gene_11798	sema6d	ENSMUSG00000027200
mm_xp_gene_11799	senp5	ENSMUSG00000022772
mm_xp_gene_11800	senp6	ENSMUSG00000034252
mm_xp_gene_11801	senp7	ENSMUSG00000052917
mm_xp_gene_11802	senp8	ENSMUSG00000051705
mm_xp_gene_11803	sephs1	ENSMUSG00000026662
mm_xp_gene_11804	sephs2	ENSMUSG00000049091
mm_xp_gene_11805	sepn1	ENSMUSG00000050989
mm_xp_gene_11806	sepp1	ENSMUSG00000064373
mm_xp_gene_11807	sepsecs	ENSMUSG00000029173
mm_xp_gene_11808	serac1	ENSMUSG00000015659
mm_xp_gene_11809	serbp1	ENSMUSG00000036371
mm_xp_gene_11810	serf2	ENSMUSG00000074884
mm_xp_gene_11811	serhl	ENSMUSG00000058586
mm_xp_gene_11812	serinc2	ENSMUSG00000023232
mm_xp_gene_11813	serinc3	ENSMUSG00000017707
mm_xp_gene_11814	serinc4	ENSMUSG00000046110
mm_xp_gene_11815	serinc5	ENSMUSG00000021703
mm_xp_gene_11816	serp2	ENSMUSG00000052584
mm_xp_gene_11817	serpina10	ENSMUSG00000061947
mm_xp_gene_11818	serpinb1	ENSMUSG00000079049
mm_xp_gene_11819	serpinb1	ENSMUSG00000044734
mm_xp_gene_11820	serpinb1	ENSMUSG00000051029
mm_xp_gene_11821	serpinb5	ENSMUSG00000067006
mm_xp_gene_11822	serpinc1	ENSMUSG00000026715
mm_xp_gene_11823	serpine3	ENSMUSG00000091155
mm_xp_gene_11824	serpinf1	ENSMUSG00000000753
mm_xp_gene_11825	sertad1	ENSMUSG00000008384
mm_xp_gene_11826	sertad2-like	ENSMUSG00000049800
mm_xp_gene_11827	sertad3	ENSMUSG00000055200
mm_xp_gene_11828	sertad4-like	ENSMUSG00000016262
mm_xp_gene_11829	sesn1	ENSMUSG00000038332
mm_xp_gene_11830	sesn3	ENSMUSG00000032009
mm_xp_gene_11831	sestd1	ENSMUSG00000042272
mm_xp_gene_11832	setd1b	ENSMUSG00000038384
mm_xp_gene_11833	setd2	ENSMUSG00000044791
mm_xp_gene_11834	setd3	ENSMUSG00000056770
mm_xp_gene_11835	setd4	ENSMUSG00000022948
mm_xp_gene_11836	setd6	ENSMUSG00000031671
mm_xp_gene_11837	setd7	ENSMUSG00000037111
mm_xp_gene_11838	setd8	ENSMUSG00000049327
mm_xp_gene_11839	setdb1	ENSMUSG00000015697
mm_xp_gene_11840	setdb2	ENSMUSG00000071350
mm_xp_gene_11841	sez6	ENSMUSG00000000632
mm_xp_gene_11842	sez6l	ENSMUSG00000058153
mm_xp_gene_11843	sf1	ENSMUSG00000024949
mm_xp_gene_11844	sf3a2	ENSMUSG00000020211
mm_xp_gene_11845	sf3a3	ENSMUSG00000028902
mm_xp_gene_11846	sf3b1	ENSMUSG00000025982
mm_xp_gene_11847	sf3b2	ENSMUSG00000024853
mm_xp_gene_11848	sf3b3	ENSMUSG00000033732
mm_xp_gene_11849	sf3b4	ENSMUSG00000068856
mm_xp_gene_11850	sf3b5	ENSMUSG00000078348
mm_xp_gene_11851	sf3b6	ENSMUSG00000037361
mm_xp_gene_11852	sfi1-like	ENSMUSG00000023764
mm_xp_gene_11853	sfmbt1	ENSMUSG00000006527
mm_xp_gene_11854	sfmbt2	ENSMUSG00000061186
mm_xp_gene_11855	sfpq	ENSMUSG00000028820
mm_xp_gene_11856	sfr1-like	ENSMUSG00000025066
mm_xp_gene_11857	sfrp1	ENSMUSG00000031548
mm_xp_gene_11858	sfrp2	ENSMUSG00000027996
mm_xp_gene_11859	sfrp4	ENSMUSG00000021319
mm_xp_gene_11860	sfrp5	ENSMUSG00000018822
mm_xp_gene_11861	sft2d1	ENSMUSG00000069899
mm_xp_gene_11862	sft2d1	ENSMUSG00000073468
mm_xp_gene_11863	sft2d2	ENSMUSG00000040848
mm_xp_gene_11864	sftpc	ENSMUSG00000022097
mm_xp_gene_11865	sfxn1	ENSMUSG00000021474
mm_xp_gene_11866	sfxn2	ENSMUSG00000025036
mm_xp_gene_11867	sfxn3	ENSMUSG00000021474
mm_xp_gene_11868	sfxn5	ENSMUSG00000033720
mm_xp_gene_11869	sgca	ENSMUSG00000004631
mm_xp_gene_11870	sgcb	ENSMUSG00000029156
mm_xp_gene_11871	sgcg	ENSMUSG00000035296
mm_xp_gene_11872	sgcz	ENSMUSG00000039539
mm_xp_gene_11873	sgip1	ENSMUSG00000028524
mm_xp_gene_11874	sgk2	ENSMUSG00000017868
mm_xp_gene_11875	sgk3	ENSMUSG00000025915
mm_xp_gene_11876	sgms1	ENSMUSG00000040451
mm_xp_gene_11877	sgol1	ENSMUSG00000023940
mm_xp_gene_11878	sgpl1-like	ENSMUSG00000020097
mm_xp_gene_11879	sgpp2	ENSMUSG00000032908
mm_xp_gene_11880	sgsm1	ENSMUSG00000042216
mm_xp_gene_11881	sgsm2	ENSMUSG00000038351
mm_xp_gene_11882	sgsm3	ENSMUSG00000042303
mm_xp_gene_11883	sgtb-like	ENSMUSG00000042743
mm_xp_gene_11884	sh2b2	ENSMUSG00000005057
mm_xp_gene_11885	sh2b3	ENSMUSG00000042594
mm_xp_gene_11886	sh2d1a	ENSMUSG00000005696
mm_xp_gene_11887	sh2d3c-like	ENSMUSG00000059013
mm_xp_gene_11888	sh2d4a	ENSMUSG00000053886
mm_xp_gene_11889	sh2d4b	ENSMUSG00000037833
mm_xp_gene_11890	sh2d6-like	ENSMUSG00000052631
mm_xp_gene_11891	sh3bgrl	ENSMUSG00000031246
mm_xp_gene_11892	sh3bgrl2	ENSMUSG00000032261
mm_xp_gene_11893	sh3bgrl3	ENSMUSG00000028843
mm_xp_gene_11894	sh3bp1	ENSMUSG00000022436
mm_xp_gene_11895	sh3bp2-like	ENSMUSG00000054520
mm_xp_gene_11896	sh3bp4	ENSMUSG00000036206
mm_xp_gene_11897	sh3bp5	ENSMUSG00000021892
mm_xp_gene_11898	sh3bp5l	ENSMUSG00000013646
mm_xp_gene_11899	sh3glb1	ENSMUSG00000037062
mm_xp_gene_11900	sh3glb2	ENSMUSG00000026860
mm_xp_gene_11901	sh3kbp1	ENSMUSG00000040990
mm_xp_gene_11902	sh3pxd2a	ENSMUSG00000053617
mm_xp_gene_11903	sh3rf1	ENSMUSG00000031642
mm_xp_gene_11904	sh3rf2	ENSMUSG00000057719
mm_xp_gene_11905	sh3rf3	ENSMUSG00000037990
mm_xp_gene_11906	sh3tc1-like	ENSMUSG00000036553
mm_xp_gene_11907	sh3tc2	ENSMUSG00000045629
mm_xp_gene_11908	sh3yl1	ENSMUSG00000020669
mm_xp_gene_11909	shank1	ENSMUSG00000038738
mm_xp_gene_11910	shank2	ENSMUSG00000037541
mm_xp_gene_11911	shbg	ENSMUSG00000005202
mm_xp_gene_11912	shc3	ENSMUSG00000021448
mm_xp_gene_11913	shc4	ENSMUSG00000035109
mm_xp_gene_11914	shd-like	ENSMUSG00000039154
mm_xp_gene_11915	she-like	ENSMUSG00000046280
mm_xp_gene_11916	shf	ENSMUSG00000033256
mm_xp_gene_11917	shh	ENSMUSG00000002633
mm_xp_gene_11918	shisa2	ENSMUSG00000044461
mm_xp_gene_11919	shisa7	ENSMUSG00000053550
mm_xp_gene_11920	shisa9	ENSMUSG00000022494
mm_xp_gene_11921	shmt1	ENSMUSG00000020534
mm_xp_gene_11922	shmt2	ENSMUSG00000025403
mm_xp_gene_11923	shoc2	ENSMUSG00000024976
mm_xp_gene_11924	shox2	ENSMUSG00000027833
mm_xp_gene_11925	shprh	ENSMUSG00000090112
mm_xp_gene_11926	shq1	ENSMUSG00000035378
mm_xp_gene_11927	shroom2	ENSMUSG00000045180
mm_xp_gene_11928	shroom3	ENSMUSG00000029381
mm_xp_gene_11929	shroom4	ENSMUSG00000068270
mm_xp_gene_11930	siah1	ENSMUSG00000036840
mm_xp_gene_11931	siah1	ENSMUSG00000040749
mm_xp_gene_11932	siah2	ENSMUSG00000036432
mm_xp_gene_11933	siah3	ENSMUSG00000091722
mm_xp_gene_11934	sidt1-like	ENSMUSG00000022696
mm_xp_gene_11935	sidt2	ENSMUSG00000034908
mm_xp_gene_11936	sigirr	ENSMUSG00000025494
mm_xp_gene_11937	siglec1	ENSMUSG00000027322
mm_xp_gene_11938	siglec15	ENSMUSG00000091055
mm_xp_gene_11939	sigmar1	ENSMUSG00000036078
mm_xp_gene_11940	sik2-like	ENSMUSG00000037112
mm_xp_gene_11941	sik3-like	ENSMUSG00000034135
mm_xp_gene_11942	sike1	ENSMUSG00000027854
mm_xp_gene_11943	sil1	ENSMUSG00000024357
mm_xp_gene_11944	sim1	ENSMUSG00000019913
mm_xp_gene_11945	sim2	ENSMUSG00000062713
mm_xp_gene_11946	simc1	ENSMUSG00000043183
mm_xp_gene_11947	sin3a	ENSMUSG00000042557
mm_xp_gene_11948	sin3b	ENSMUSG00000031622
mm_xp_gene_11949	sipa1-like	ENSMUSG00000056917
mm_xp_gene_11950	sipa1l1	ENSMUSG00000042700
mm_xp_gene_11951	sipa1l1-like	ENSMUSG00000042700
mm_xp_gene_11952	sipa1l2	ENSMUSG00000001995
mm_xp_gene_11953	sipa1l3	ENSMUSG00000030583
mm_xp_gene_11954	sirt1	ENSMUSG00000020063
mm_xp_gene_11955	sirt2	ENSMUSG00000015149
mm_xp_gene_11956	sirt4	ENSMUSG00000029524
mm_xp_gene_11957	sirt5	ENSMUSG00000054021
mm_xp_gene_11958	sirt7	ENSMUSG00000025138
mm_xp_gene_11959	six1	ENSMUSG00000051367
mm_xp_gene_11960	six2	ENSMUSG00000024134
mm_xp_gene_11961	six3	ENSMUSG00000038805
mm_xp_gene_11962	six4	ENSMUSG00000034460
mm_xp_gene_11963	six6	ENSMUSG00000021099
mm_xp_gene_11964	ska1	ENSMUSG00000036223
mm_xp_gene_11965	ska2-like	ENSMUSG00000020492
mm_xp_gene_11966	ska3	ENSMUSG00000021965
mm_xp_gene_11967	skap1	ENSMUSG00000057058
mm_xp_gene_11968	skap2	ENSMUSG00000059182
mm_xp_gene_11969	ski	ENSMUSG00000029050
mm_xp_gene_11970	skida1	ENSMUSG00000054074
mm_xp_gene_11971	skil	ENSMUSG00000027660
mm_xp_gene_11972	skiv2l	ENSMUSG00000040356
mm_xp_gene_11973	skor1	ENSMUSG00000022245
mm_xp_gene_11974	skor2	ENSMUSG00000091519
mm_xp_gene_11975	skp1	ENSMUSG00000036309
mm_xp_gene_11976	sla-like	ENSMUSG00000022372
mm_xp_gene_11977	sla2	ENSMUSG00000027636
mm_xp_gene_11978	slain2-like	ENSMUSG00000036087
mm_xp_gene_11979	slc10a3	ENSMUSG00000032806
mm_xp_gene_11980	slc10a4	ENSMUSG00000029219
mm_xp_gene_11981	slc10a4	ENSMUSG00000060204
mm_xp_gene_11982	slc10a6	ENSMUSG00000029321
mm_xp_gene_11983	slc10a7	ENSMUSG00000031684
mm_xp_gene_11984	slc11a1	ENSMUSG00000026177
mm_xp_gene_11985	slc11a2	ENSMUSG00000023030
mm_xp_gene_11986	slc12a1	ENSMUSG00000027202
mm_xp_gene_11987	slc12a2	ENSMUSG00000024597
mm_xp_gene_11988	slc12a3	ENSMUSG00000031766
mm_xp_gene_11989	slc12a3.2	ENSMUSG00000031766
mm_xp_gene_11990	slc12a5	ENSMUSG00000017740
mm_xp_gene_11991	slc12a6	ENSMUSG00000027130
mm_xp_gene_11992	slc12a6	ENSMUSG00000096764
mm_xp_gene_11993	slc13a1	ENSMUSG00000029700
mm_xp_gene_11994	slc13a2	ENSMUSG00000001095
mm_xp_gene_11995	slc13a4	ENSMUSG00000029700
mm_xp_gene_11996	slc13a5	ENSMUSG00000020805
mm_xp_gene_11997	slc14a2	ENSMUSG00000024552
mm_xp_gene_11998	slc15a4	ENSMUSG00000029416
mm_xp_gene_11999	slc16a10	ENSMUSG00000019838
mm_xp_gene_12000	slc16a12	ENSMUSG00000009378
mm_xp_gene_12001	slc16a3	ENSMUSG00000025161
mm_xp_gene_12002	slc16a5-like	ENSMUSG00000045775
mm_xp_gene_12003	slc16a6-like	ENSMUSG00000041920
mm_xp_gene_12004	slc16a7	ENSMUSG00000020102
mm_xp_gene_12005	slc17a5	ENSMUSG00000049624
mm_xp_gene_12006	slc17a6	ENSMUSG00000030500
mm_xp_gene_12007	slc17a7	ENSMUSG00000070570
mm_xp_gene_12008	slc17a8-like	ENSMUSG00000019935
mm_xp_gene_12009	slc18a2-like.2	ENSMUSG00000025094
mm_xp_gene_12010	slc18a3	ENSMUSG00000100241
mm_xp_gene_12011	slc18b1	ENSMUSG00000037455
mm_xp_gene_12012	slc19a1	ENSMUSG00000001436
mm_xp_gene_12013	slc1a1	ENSMUSG00000024935
mm_xp_gene_12014	slc1a2	ENSMUSG00000005089
mm_xp_gene_12015	slc1a3	ENSMUSG00000005360
mm_xp_gene_12016	slc1a4	ENSMUSG00000020142
mm_xp_gene_12017	slc1a5	ENSMUSG00000001918
mm_xp_gene_12018	slc1a7-like	ENSMUSG00000008932
mm_xp_gene_12019	slc20a1	ENSMUSG00000027397
mm_xp_gene_12020	slc20a2	ENSMUSG00000037656
mm_xp_gene_12021	slc22a16	ENSMUSG00000019834
mm_xp_gene_12022	slc22a23	ENSMUSG00000038267
mm_xp_gene_12023	slc22a5	ENSMUSG00000063652
mm_xp_gene_12024	slc22a5	ENSMUSG00000018900
mm_xp_gene_12025	slc23a2	ENSMUSG00000027340
mm_xp_gene_12026	slc23a3-like	ENSMUSG00000026205
mm_xp_gene_12027	slc24a1-like	ENSMUSG00000034452
mm_xp_gene_12028	slc24a2	ENSMUSG00000037996
mm_xp_gene_12029	slc24a3	ENSMUSG00000063873
mm_xp_gene_12030	slc24a4	ENSMUSG00000041771
mm_xp_gene_12031	slc24a5	ENSMUSG00000035183
mm_xp_gene_12032	slc25a10	ENSMUSG00000025792
mm_xp_gene_12033	slc25a13	ENSMUSG00000015112
mm_xp_gene_12034	slc25a15	ENSMUSG00000031482
mm_xp_gene_12035	slc25a16	ENSMUSG00000071253
mm_xp_gene_12036	slc25a18	ENSMUSG00000019082
mm_xp_gene_12037	slc25a21	ENSMUSG00000035472
mm_xp_gene_12038	slc25a23	ENSMUSG00000046329
mm_xp_gene_12039	slc25a24	ENSMUSG00000040322
mm_xp_gene_12040	slc25a25-like	ENSMUSG00000026819
mm_xp_gene_12041	slc25a26	ENSMUSG00000045100
mm_xp_gene_12042	slc25a27	ENSMUSG00000023912
mm_xp_gene_12043	slc25a28	ENSMUSG00000040414
mm_xp_gene_12044	slc25a29	ENSMUSG00000021265
mm_xp_gene_12045	slc25a3	ENSMUSG00000061904
mm_xp_gene_12046	slc25a30	ENSMUSG00000022003
mm_xp_gene_12047	slc25a32	ENSMUSG00000022299
mm_xp_gene_12048	slc25a34	ENSMUSG00000040740
mm_xp_gene_12049	slc25a36	ENSMUSG00000032449
mm_xp_gene_12050	slc25a37	ENSMUSG00000034248
mm_xp_gene_12051	slc25a38	ENSMUSG00000032519
mm_xp_gene_12052	slc25a4	ENSMUSG00000031633
mm_xp_gene_12053	slc25a40	ENSMUSG00000054099
mm_xp_gene_12054	slc25a42	ENSMUSG00000002346
mm_xp_gene_12055	slc25a43	ENSMUSG00000037636
mm_xp_gene_12056	slc25a44	ENSMUSG00000050144
mm_xp_gene_12057	slc25a45	ENSMUSG00000024818
mm_xp_gene_12058	slc25a46	ENSMUSG00000024259
mm_xp_gene_12059	slc25a47-like	ENSMUSG00000048856
mm_xp_gene_12060	slc25a48	ENSMUSG00000021509
mm_xp_gene_12061	slc25a51	ENSMUSG00000045973
mm_xp_gene_12062	slc26a11	ENSMUSG00000039908
mm_xp_gene_12063	slc26a2	ENSMUSG00000034320
mm_xp_gene_12064	slc26a7	ENSMUSG00000040569
mm_xp_gene_12065	slc26a9	ENSMUSG00000042268
mm_xp_gene_12066	slc27a4	ENSMUSG00000059316
mm_xp_gene_12067	slc27a6	ENSMUSG00000024600
mm_xp_gene_12068	slc28a2	ENSMUSG00000079071
mm_xp_gene_12069	slc28a2	ENSMUSG00000027219
mm_xp_gene_12070	slc28a3	ENSMUSG00000021553
mm_xp_gene_12071	slc29a2	ENSMUSG00000024891
mm_xp_gene_12072	slc2a10	ENSMUSG00000027661
mm_xp_gene_12073	slc2a12	ENSMUSG00000037490
mm_xp_gene_12074	slc2a13	ENSMUSG00000036298
mm_xp_gene_12075	slc2a2	ENSMUSG00000027690
mm_xp_gene_12076	slc2a5	ENSMUSG00000028976
mm_xp_gene_12077	slc2a6	ENSMUSG00000036067
mm_xp_gene_12078	slc2a8	ENSMUSG00000026791
mm_xp_gene_12079	slc30a1	ENSMUSG00000037434
mm_xp_gene_12080	slc30a2	ENSMUSG00000028836
mm_xp_gene_12081	slc30a4	ENSMUSG00000005802
mm_xp_gene_12082	slc30a5	ENSMUSG00000021629
mm_xp_gene_12083	slc30a6	ENSMUSG00000024069
mm_xp_gene_12084	slc30a7	ENSMUSG00000054414
mm_xp_gene_12085	slc30a8	ENSMUSG00000022315
mm_xp_gene_12086	slc30a9	ENSMUSG00000029221
mm_xp_gene_12087	slc32a1	ENSMUSG00000037771
mm_xp_gene_12088	slc33a1-like	ENSMUSG00000027822
mm_xp_gene_12089	slc35a1	ENSMUSG00000028293
mm_xp_gene_12090	slc35a4	ENSMUSG00000033272
mm_xp_gene_12091	slc35a5	ENSMUSG00000022664
mm_xp_gene_12092	slc35b1	ENSMUSG00000020873
mm_xp_gene_12093	slc35b3	ENSMUSG00000021432
mm_xp_gene_12094	slc35b4	ENSMUSG00000018999
mm_xp_gene_12095	slc35c1	ENSMUSG00000049922
mm_xp_gene_12096	slc35c2	ENSMUSG00000017664
mm_xp_gene_12097	slc35d2	ENSMUSG00000033114
mm_xp_gene_12098	slc35d3	ENSMUSG00000050473
mm_xp_gene_12099	slc35e1	ENSMUSG00000019731
mm_xp_gene_12100	slc35e2b	ENSMUSG00000042202
mm_xp_gene_12101	slc35e3	ENSMUSG00000060181
mm_xp_gene_12102	slc35e4-like	ENSMUSG00000048807
mm_xp_gene_12103	slc35f1	ENSMUSG00000042195
mm_xp_gene_12104	slc35f2	ENSMUSG00000042195
mm_xp_gene_12105	slc35f4-like	ENSMUSG00000021852
mm_xp_gene_12106	slc35f5	ENSMUSG00000026342
mm_xp_gene_12107	slc35g1	ENSMUSG00000044026
mm_xp_gene_12108	slc35g2	ENSMUSG00000070287
mm_xp_gene_12109	slc36a1	ENSMUSG00000020261
mm_xp_gene_12110	slc36a4	ENSMUSG00000043885
mm_xp_gene_12111	slc37a2	ENSMUSG00000032122
mm_xp_gene_12112	slc37a4	ENSMUSG00000032114
mm_xp_gene_12113	slc38a1	ENSMUSG00000023169
mm_xp_gene_12114	slc38a11	ENSMUSG00000061171
mm_xp_gene_12115	slc38a2	ENSMUSG00000022462
mm_xp_gene_12116	slc38a3	ENSMUSG00000010064
mm_xp_gene_12117	slc38a5	ENSMUSG00000010064
mm_xp_gene_12118	slc38a6	ENSMUSG00000044712
mm_xp_gene_12119	slc38a7	ENSMUSG00000036534
mm_xp_gene_12120	slc38a8	ENSMUSG00000034224
mm_xp_gene_12121	slc38a9	ENSMUSG00000047789
mm_xp_gene_12122	slc39a10	ENSMUSG00000025986
mm_xp_gene_12123	slc39a11	ENSMUSG00000041654
mm_xp_gene_12124	slc39a13-like	ENSMUSG00000002105
mm_xp_gene_12125	slc39a14	ENSMUSG00000022094
mm_xp_gene_12126	slc39a3	ENSMUSG00000046822
mm_xp_gene_12127	slc39a5	ENSMUSG00000025986
mm_xp_gene_12128	slc39a7	ENSMUSG00000024327
mm_xp_gene_12129	slc39a8-like	ENSMUSG00000053897
mm_xp_gene_12130	slc39a9	ENSMUSG00000048833
mm_xp_gene_12131	slc3a1	ENSMUSG00000024131
mm_xp_gene_12132	slc3a2	ENSMUSG00000010095
mm_xp_gene_12133	slc40a1	ENSMUSG00000025993
mm_xp_gene_12134	slc41a1	ENSMUSG00000013275
mm_xp_gene_12135	slc41a2	ENSMUSG00000034591
mm_xp_gene_12136	slc41a3	ENSMUSG00000013275
mm_xp_gene_12137	slc43a2	ENSMUSG00000038178
mm_xp_gene_12138	slc44a1-like	ENSMUSG00000028412
mm_xp_gene_12139	slc44a2	ENSMUSG00000057193
mm_xp_gene_12140	slc44a4	ENSMUSG00000007034
mm_xp_gene_12141	slc44a5	ENSMUSG00000028360
mm_xp_gene_12142	slc45a1	ENSMUSG00000039838
mm_xp_gene_12143	slc45a2	ENSMUSG00000022243
mm_xp_gene_12144	slc45a3	ENSMUSG00000026435
mm_xp_gene_12145	slc45a4-like	ENSMUSG00000079020
mm_xp_gene_12146	slc46a1	ENSMUSG00000020829
mm_xp_gene_12147	slc46a3	ENSMUSG00000029650
mm_xp_gene_12148	slc4a1	ENSMUSG00000006574
mm_xp_gene_12149	slc4a10-like	ENSMUSG00000026904
mm_xp_gene_12150	slc4a11	ENSMUSG00000074796
