Species	Symbol	Ensembl	Family	Protein	Entrez ID
Danio_rerio	si:ch211-202h22	ENSDARG00000073912	zf-LITAF-like	ENSDARP00000115374;ENSDARP00000145511;	-
Danio_rerio	roraa	ENSDARG00000031768	THR-like	ENSDARP00000106236;ENSDARP00000124850;	564951
Danio_rerio	gatad2ab	ENSDARG00000006192	zf-GATA	ENSDARP00000150981;ENSDARP00000157328;ENSDARP00000115930;ENSDARP00000147496;ENSDARP00000031168;ENSDARP00000135963;	405852
Danio_rerio	zgc:66483	ENSDARG00000099612	zf-C2H2	ENSDARP00000137989;	327554
Danio_rerio	zbtb46	ENSDARG00000078191	ZBTB	ENSDARP00000117285;ENSDARP00000117285;	570537
Danio_rerio	nkx3	ENSDARG00000069327	Homeobox	ENSDARP00000152278;ENSDARP00000107444;	503746
Danio_rerio	gsc	ENSDARG00000059073	Homeobox	ENSDARP00000116722;ENSDARP00000076522;	30212
Danio_rerio	ebf3a	ENSDARG00000099849	COE	ENSDARP00000139406;ENSDARP00000142321;ENSDARP00000136599;ENSDARP00000139648;ENSDARP00000139773;	565310
Danio_rerio	CR847789.2	ENSDARG00000114299	Homeobox	ENSDARP00000148847;	-
Danio_rerio	tfam	ENSDARG00000063145	HMG	ENSDARP00000086442;	571106
Danio_rerio	foxq1a	ENSDARG00000030896	Fork_head	ENSDARP00000045769;ENSDARP00000136070;	100537750
Danio_rerio	CR354582.3	ENSDARG00000110598	Homeobox	ENSDARP00000149916;	-
Danio_rerio	nfyc	ENSDARG00000070151	NF-YC	ENSDARP00000133372;ENSDARP00000156799;ENSDARP00000126159;ENSDARP00000135886;ENSDARP00000157483;	323445
Danio_rerio	zgc:173624	ENSDARG00000096141	zf-C2H2	ENSDARP00000125413;	794762
Danio_rerio	CABZ01066719.1	ENSDARG00000099731	zf-C2H2	ENSDARP00000132939;	100536030
Danio_rerio	znf143b	ENSDARG00000041581	zf-C2H2	ENSDARP00000009795;ENSDARP00000122626;ENSDARP00000090890;	393954
Danio_rerio	tfap2d	ENSDARG00000023272	AP-2	ENSDARP00000153448;ENSDARP00000028710;	566838
Danio_rerio	si:ch211-223a21	ENSDARG00000104737	zf-C2H2	ENSDARP00000150428;ENSDARP00000134095;	-
Danio_rerio	sox6	ENSDARG00000015536	HMG	ENSDARP00000091770;ENSDARP00000156079;ENSDARP00000142819;ENSDARP00000150954;ENSDARP00000124730;ENSDARP00000153978;ENSDARP00000145713;	567154
Danio_rerio	znf998	ENSDARG00000098193	zf-C2H2	ENSDARP00000157503;ENSDARP00000116302;	-
Danio_rerio	zic6	ENSDARG00000071496	zf-C2H2	ENSDARP00000096538;	415097
Danio_rerio	lhx2b	ENSDARG00000031222	Homeobox	ENSDARP00000123264;	791744
Danio_rerio	zfx	ENSDARG00000074453	zf-C2H2	ENSDARP00000124535;ENSDARP00000099445;	560346
Danio_rerio	si:dkey-172k15	ENSDARG00000102027	zf-C2H2	ENSDARP00000143196;ENSDARP00000143119;	-
Danio_rerio	usf2	ENSDARG00000020228	bHLH	ENSDARP00000116833;	567297
Danio_rerio	znf1048	ENSDARG00000091994	zf-C2H2	ENSDARP00000151110;ENSDARP00000137705;	-
Danio_rerio	hic2	ENSDARG00000100497	ZBTB	ENSDARP00000150630;ENSDARP00000150630;ENSDARP00000137761;ENSDARP00000137761;	359828
Danio_rerio	litaf	ENSDARG00000103483	zf-LITAF-like	ENSDARP00000130720;ENSDARP00000137959;	431731
Danio_rerio	hmgb3b	ENSDARG00000006408	HMG	ENSDARP00000151926;ENSDARP00000007566;ENSDARP00000107780;	550466
Danio_rerio	FO834825.1	ENSDARG00000109703	zf-C2H2	ENSDARP00000148872;	-
Danio_rerio	si:dkey-54j5	ENSDARG00000096189	zf-C2H2	ENSDARP00000156960;ENSDARP00000125494;	-
Danio_rerio	glis2a	ENSDARG00000078388	zf-C2H2	ENSDARP00000103398;	102725534
Danio_rerio	si:ch73-144d13	ENSDARG00000098031	zf-C2H2	ENSDARP00000129807;	-
Danio_rerio	glis2b	ENSDARG00000100232	zf-C2H2	ENSDARP00000136705;ENSDARP00000132038;	102725539
Danio_rerio	nr3c2	ENSDARG00000102082	ESR-like	ENSDARP00000130396;ENSDARP00000130941;	562171
Danio_rerio	znf992	ENSDARG00000101623	zf-C2H2	ENSDARP00000118546;ENSDARP00000115783;ENSDARP00000141433;ENSDARP00000146294;ENSDARP00000138537;	-
Danio_rerio	bcl11ba	ENSDARG00000062510	zf-C2H2	ENSDARP00000150519;ENSDARP00000127735;	100093707
Danio_rerio	creb3l3l	ENSDARG00000116217	TF_bZIP	ENSDARP00000130299;	-
Danio_rerio	plagl2	ENSDARG00000076657	zf-C2H2	ENSDARP00000104090;ENSDARP00000146905;ENSDARP00000147853;	259255
Danio_rerio	lhx8b	ENSDARG00000042145	Homeobox	ENSDARP00000121291;ENSDARP00000155506;	-
Danio_rerio	gata5	ENSDARG00000017821	zf-GATA	ENSDARP00000026381;	30482
Danio_rerio	bach1a	ENSDARG00000062553	TF_bZIP	ENSDARP00000127728;ENSDARP00000151010;ENSDARP00000129826;ENSDARP00000092237;	678555
Danio_rerio	baz2a	ENSDARG00000102974	MBD	ENSDARP00000139219;	450079
Danio_rerio	sall1a	ENSDARG00000111696	zf-C2H2	ENSDARP00000148528;	-
Danio_rerio	CT737172.1	ENSDARG00000110194	Homeobox	ENSDARP00000154499;ENSDARP00000155529;	-
Danio_rerio	znf827	ENSDARG00000076171	zf-C2H2	ENSDARP00000029203;ENSDARP00000154084;ENSDARP00000154333;	565077
Danio_rerio	klf3	ENSDARG00000015495	zf-C2H2	ENSDARP00000015473;	117603
Danio_rerio	znf1025	ENSDARG00000109697	zf-C2H2	ENSDARP00000129894;	110437814
Danio_rerio	zgc:113295	ENSDARG00000074768	zf-C2H2	ENSDARP00000097368;ENSDARP00000139809;	541420
Danio_rerio	si:dkey-16b10	ENSDARG00000100995	zf-C2H2	ENSDARP00000136409;	-
Danio_rerio	zgc:162971	ENSDARG00000101093	zf-C2H2	ENSDARP00000133190;ENSDARP00000138954;	100038783
Danio_rerio	znf366	ENSDARG00000040116	zf-C2H2	ENSDARP00000123892;ENSDARP00000152114;	569695
Danio_rerio	BX322666.2	ENSDARG00000112520	Homeobox	ENSDARP00000148366;	-
Danio_rerio	sox5	ENSDARG00000011582	HMG	ENSDARP00000137633;ENSDARP00000113921;	567413
Danio_rerio	CR847850.1	ENSDARG00000102411	zf-C2H2	ENSDARP00000133978;	-
Danio_rerio	znf1177	ENSDARG00000073821	zf-C2H2	ENSDARP00000130031;	-
Danio_rerio	si:ch211-241b2	ENSDARG00000102950	zf-C2H2	ENSDARP00000140357;ENSDARP00000145454;	550566
Danio_rerio	CR376839.2	ENSDARG00000111192	zf-C2H2	ENSDARP00000150394;	-
Danio_rerio	rxrgb	ENSDARG00000004697	RXR-like	ENSDARP00000138967;ENSDARP00000003080;	436617
Danio_rerio	nfe2l1b	ENSDARG00000114820	TF_bZIP	ENSDARP00000150486;	-
Danio_rerio	BX005289.1	ENSDARG00000113600	THR-like	ENSDARP00000155471;	-
Danio_rerio	irx3a	ENSDARG00000101076	Homeobox	ENSDARP00000143874;ENSDARP00000139882;	30520
Danio_rerio	nkx2	ENSDARG00000019835	Homeobox	ENSDARP00000025546;	81883
Danio_rerio	olig4	ENSDARG00000052610	bHLH	ENSDARP00000068987;	324857
Danio_rerio	znf1038	ENSDARG00000114893	zf-C2H2	ENSDARP00000125188;	-
Danio_rerio	hnf1ba	ENSDARG00000115522	Homeobox	ENSDARP00000137161;	-
Danio_rerio	rbpjl	ENSDARG00000074148	CSL	ENSDARP00000148148;ENSDARP00000128811;	503870
Danio_rerio	si:dkey-56e3	ENSDARG00000075194	zf-C2H2	ENSDARP00000098110;	797788
Danio_rerio	zfpm1	ENSDARG00000041572	zf-C2H2	ENSDARP00000146767;ENSDARP00000060948;ENSDARP00000153141;	407655
Danio_rerio	zgc:173575	ENSDARG00000116815	zf-C2H2	ENSDARP00000109254;	606499
Danio_rerio	hmgb2b	ENSDARG00000053990	HMG	ENSDARP00000153222;ENSDARP00000058363;	447936
Danio_rerio	si:cabz01069013	ENSDARG00000088367	zf-C2H2	ENSDARP00000138506;	796738
Danio_rerio	tlx2	ENSDARG00000011273	Homeobox	ENSDARP00000138242;ENSDARP00000009610;ENSDARP00000153385;	170781
Danio_rerio	lhx6	ENSDARG00000006896	Homeobox	ENSDARP00000017657;	445565
Danio_rerio	msx2b	ENSDARG00000101023	Homeobox	ENSDARP00000157516;ENSDARP00000140454;	30531
Danio_rerio	cdc5l	ENSDARG00000043797	MYB	ENSDARP00000064312;	394059
Danio_rerio	klf3	ENSDARG00000114143	zf-C2H2	ENSDARP00000135367;	-
Danio_rerio	znf1090	ENSDARG00000095521	zf-C2H2	ENSDARP00000125497;	-
Danio_rerio	znf1053	ENSDARG00000098270	zf-C2H2	ENSDARP00000133229;	100150608
Danio_rerio	si:ch211-197e7	ENSDARG00000093478	zf-C2H2	ENSDARP00000107455;	-
Danio_rerio	mafa	ENSDARG00000015890	TF_bZIP	ENSDARP00000108952;ENSDARP00000143556;	114467
Danio_rerio	foxg1a	ENSDARG00000070769	Fork_head	ENSDARP00000094979;	30274
Danio_rerio	znf1017	ENSDARG00000114396	zf-C2H2	ENSDARP00000136080;ENSDARP00000131429;ENSDARP00000135640;ENSDARP00000130206;	-
Danio_rerio	CR293501.5	ENSDARG00000112470	T-box	ENSDARP00000155595;	-
Danio_rerio	BX470236.1	ENSDARG00000110011	MYB	ENSDARP00000147678;	-
Danio_rerio	BX321871.1	ENSDARG00000109366	zf-C2H2	ENSDARP00000137530;	-
Danio_rerio	znf1184	ENSDARG00000101694	zf-C2H2	ENSDARP00000132250;	101884013
Danio_rerio	zbtb8a	ENSDARG00000059226	ZBTB	ENSDARP00000112298;ENSDARP00000112298;	678523
Danio_rerio	si:ch211-231i17	ENSDARG00000094903	zf-C2H2	ENSDARP00000125353;	-
Danio_rerio	CABZ01057488.2	ENSDARG00000110427	RXR-like	ENSDARP00000149108;	-
Danio_rerio	arntl1b	ENSDARG00000114562	bHLH	ENSDARP00000089031;ENSDARP00000051822;	-
Danio_rerio	klf5b	ENSDARG00000062106	zf-C2H2	ENSDARP00000122207;	560043
Danio_rerio	CR556715.1	ENSDARG00000109324	THR-like	ENSDARP00000148559;	-
Danio_rerio	CR405716.1	ENSDARG00000111349	zf-C2H2	ENSDARP00000145403;	-
Danio_rerio	znf410	ENSDARG00000008218	zf-C2H2	ENSDARP00000120027;ENSDARP00000112663;ENSDARP00000120874;ENSDARP00000123606;	402951
Danio_rerio	hoxa13a	ENSDARG00000100312	Homeobox	ENSDARP00000135830;	570239
Danio_rerio	mxd4	ENSDARG00000054031	bHLH	ENSDARP00000059263;	559531
Danio_rerio	zgc:153115	ENSDARG00000069342	zf-C2H2	ENSDARP00000156457;ENSDARP00000119414;	768186
Danio_rerio	CR361551.2	ENSDARG00000110816	Pou	ENSDARP00000155798;	-
Danio_rerio	mespba	ENSDARG00000110553	bHLH	ENSDARP00000145398;	-
Danio_rerio	si:dkey-16p19	ENSDARG00000102559	zf-C2H2	ENSDARP00000119787;ENSDARP00000122464;	-
Danio_rerio	hsf5	ENSDARG00000104686	HSF	ENSDARP00000130593;ENSDARP00000144878;	100004222
Danio_rerio	pou6f1	ENSDARG00000011570	Pou	ENSDARP00000111302;ENSDARP00000151917;	30334
Danio_rerio	CT737127.1	ENSDARG00000112061	zf-C2H2	ENSDARP00000145016;	-
Danio_rerio	stat3	ENSDARG00000022712	STAT	ENSDARP00000144241;ENSDARP00000075300;ENSDARP00000095292;ENSDARP00000134796;	30767
Danio_rerio	CU570894.1	ENSDARG00000108441	zf-C2H2	ENSDARP00000143858;	-
Danio_rerio	CU207245.1	ENSDARG00000113016	zf-C2H2	ENSDARP00000147748;	-
Danio_rerio	si:dkey-179k24	ENSDARG00000112369	zf-C2H2	ENSDARP00000137830;	-
Danio_rerio	si:ch73-138e16	ENSDARG00000102363	zf-C2H2	ENSDARP00000131308;	108179101
Danio_rerio	znf423	ENSDARG00000095732	zf-C2H2	ENSDARP00000120921;	-
Danio_rerio	CABZ01041962.1	ENSDARG00000076082	THAP	ENSDARP00000090190;	798124
Danio_rerio	tcf7l1a	ENSDARG00000038159	HMG	ENSDARP00000090035;ENSDARP00000118493;	30523
Danio_rerio	nr1h5	ENSDARG00000031046	THR-like	ENSDARP00000105819;	557500
Danio_rerio	znf1153	ENSDARG00000071790	zf-C2H2	ENSDARP00000130642;	-
Danio_rerio	zgc:162612	ENSDARG00000079699	Fork_head	ENSDARP00000101899;	100037333
Danio_rerio	hoxb10a	ENSDARG00000011579	Homeobox	ENSDARP00000099793;	-
Danio_rerio	zfpm2a	ENSDARG00000040123	zf-C2H2	ENSDARP00000155171;ENSDARP00000112530;ENSDARP00000058684;	568996
Danio_rerio	BX470259.4	ENSDARG00000116271	zf-C2H2	ENSDARP00000144235;ENSDARP00000145100;ENSDARP00000152875;ENSDARP00000147645;	-
Danio_rerio	si:ch211-235i11	ENSDARG00000093378	zf-C2H2	ENSDARP00000128509;	-
Danio_rerio	znf1081	ENSDARG00000104561	zf-C2H2	ENSDARP00000140779;	-
Danio_rerio	meis3	ENSDARG00000002795	Homeobox	ENSDARP00000129275;	81885
Danio_rerio	zgc:174275	ENSDARG00000099845	zf-C2H2	ENSDARP00000131163;	100142651
Danio_rerio	si:ch73-221f6	ENSDARG00000104783	zf-C2H2	ENSDARP00000135156;	103909533
Danio_rerio	znf974	ENSDARG00000114236	zf-C2H2	ENSDARP00000128071;	-
Danio_rerio	BX000353.1	ENSDARG00000113055	bHLH	ENSDARP00000147353;	-
Danio_rerio	zgc:112083	ENSDARG00000037405	zf-C2H2	ENSDARP00000054427;ENSDARP00000149261;	550461
Danio_rerio	AL773596.1	ENSDARG00000116693	zf-C2H2	ENSDARP00000149129;	-
Danio_rerio	zgc:194189	ENSDARG00000008010	Fork_head	ENSDARP00000009395;	100004081
Danio_rerio	gli3	ENSDARG00000052131	zf-C2H2	ENSDARP00000058991;	403042
Danio_rerio	CR407594.1	ENSDARG00000111831	zf-C2H2	ENSDARP00000149181;	-
Danio_rerio	zic2a	ENSDARG00000015554	zf-C2H2	ENSDARP00000026131;	58077
Danio_rerio	zgc:113102	ENSDARG00000103530	zf-C2H2	ENSDARP00000138477;	503754
Danio_rerio	si:dkey-14d8	ENSDARG00000095332	zf-C2H2	ENSDARP00000146071;ENSDARP00000125271;ENSDARP00000150826;ENSDARP00000125338;	558690
Danio_rerio	cdx1a	ENSDARG00000114554	Homeobox	ENSDARP00000151122;	405762
Danio_rerio	znf1091	ENSDARG00000100434	zf-C2H2	ENSDARP00000135437;	-
Danio_rerio	CR847871.1	ENSDARG00000116348	STAT	ENSDARP00000157226;ENSDARP00000154535;	-
Danio_rerio	znf1047	ENSDARG00000092938	zf-C2H2	ENSDARP00000122420;	100137115
Danio_rerio	si:ch73-367f21	ENSDARG00000089953	zf-C2H2	ENSDARP00000126007;	100005030
Danio_rerio	zbtb12	ENSDARG00000103949	ZBTB	ENSDARP00000136133;ENSDARP00000136133;	559143
Danio_rerio	zgc:171734	ENSDARG00000004864	Fork_head	ENSDARP00000013603;	570997
Danio_rerio	INSM2	ENSDARG00000020655	zf-C2H2	ENSDARP00000044125;	-
Danio_rerio	klf5a	ENSDARG00000015506	zf-C2H2	ENSDARP00000012722;	100006043
Danio_rerio	tox3	ENSDARG00000073957	HMG	ENSDARP00000101166;ENSDARP00000152858;	555286
Danio_rerio	zbtb32	ENSDARG00000073726	zf-C2H2	ENSDARP00000129217;	-
Danio_rerio	si:ch73-376l24	ENSDARG00000094043	MYB	ENSDARP00000115989;ENSDARP00000132896;	108179110
Danio_rerio	sox17	ENSDARG00000101717	HMG	ENSDARP00000135455;	30544
Danio_rerio	klf8	ENSDARG00000060661	zf-C2H2	ENSDARP00000080163;ENSDARP00000156773;	562805
Danio_rerio	znf1144	ENSDARG00000103827	zf-C2H2	ENSDARP00000122932;ENSDARP00000134038;	-
Danio_rerio	si:ch211-194h1	ENSDARG00000101528	zf-C2H2	ENSDARP00000141863;	-
Danio_rerio	gb:ai877918	ENSDARG00000100179	zf-C2H2	ENSDARP00000134444;ENSDARP00000150516;	100149758
Danio_rerio	si:dkeyp-68b7	ENSDARG00000038476	zf-C2H2	ENSDARP00000120131;	-
Danio_rerio	zgc:113411	ENSDARG00000038133	SAND	ENSDARP00000055589;ENSDARP00000152869;ENSDARP00000110770;	550611
Danio_rerio	sp3a	ENSDARG00000001549	zf-C2H2	ENSDARP00000143885;ENSDARP00000001137;	558652
Danio_rerio	znf532	ENSDARG00000052894	zf-C2H2	ENSDARP00000120865;ENSDARP00000078470;	559908
Danio_rerio	zgc:153292	ENSDARG00000070458	THAP	ENSDARP00000094197;	100003014
Danio_rerio	CU929391.3	ENSDARG00000099718	zf-C2H2	ENSDARP00000140674;	-
Danio_rerio	zbed4	ENSDARG00000110788	zf-BED	ENSDARP00000151704;	-
Danio_rerio	BX571760.1	ENSDARG00000108175	zf-C2H2	ENSDARP00000144403;	-
Danio_rerio	npas2	ENSDARG00000016536	bHLH	ENSDARP00000016938;	352934
Danio_rerio	znf1062	ENSDARG00000095149	zf-C2H2	ENSDARP00000112796;ENSDARP00000126500;	-
Danio_rerio	CABZ01007829.1	ENSDARG00000098767	zf-BED	ENSDARP00000131868;	-
Danio_rerio	smad3a	ENSDARG00000117146	MH1	ENSDARP00000152734;	-
Danio_rerio	rcor3	ENSDARG00000004502	MYB	ENSDARP00000115189;	563808
Danio_rerio	foxe1	ENSDARG00000079266	Fork_head	ENSDARP00000127024;ENSDARP00000098221;	567676
Danio_rerio	BX004818.3	ENSDARG00000115183	MYB	ENSDARP00000152757;	-
Danio_rerio	pax8	ENSDARG00000015879	PAX	ENSDARP00000033414;	60637
Danio_rerio	neurog3	ENSDARG00000016951	bHLH	ENSDARP00000106489;ENSDARP00000148173;	114411
Danio_rerio	BX255951.2	ENSDARG00000114587	DM	ENSDARP00000145328;	-
Danio_rerio	dmtf1	ENSDARG00000109819	MYB	ENSDARP00000148434;	-
Danio_rerio	mybl2b	ENSDARG00000032264	MYB	ENSDARP00000109123;ENSDARP00000157084;ENSDARP00000040576;	445390
Danio_rerio	si:ch73-138e16	ENSDARG00000095745	zf-C2H2	ENSDARP00000140071;	100006019
Danio_rerio	her3	ENSDARG00000076857	bHLH	ENSDARP00000099080;	30289
Danio_rerio	egr1	ENSDARG00000115563	zf-C2H2	ENSDARP00000151657;	-
Danio_rerio	BX510909.1	ENSDARG00000104294	zf-C2H2	ENSDARP00000133498;	-
Danio_rerio	si:dkey-247i3	ENSDARG00000076252	zf-C2H2	ENSDARP00000125376;ENSDARP00000098984;	-
Danio_rerio	BX682238.1	ENSDARG00000109505	TF_bZIP	ENSDARP00000153560;	-
Danio_rerio	CABZ01002702.1	ENSDARG00000111550	zf-C2H2	ENSDARP00000133168;ENSDARP00000131281;	-
Danio_rerio	otx5	ENSDARG00000043483	TF_Otx	ENSDARP00000063834;	353179
Danio_rerio	BX248325.4	ENSDARG00000114571	HMG	ENSDARP00000156280;	-
Danio_rerio	hmx4	ENSDARG00000115000	Homeobox	ENSDARP00000156279;	-
Danio_rerio	rnh1	ENSDARG00000086631	zf-C2H2	ENSDARP00000097192;	101884653
Danio_rerio	nfatc2a	ENSDARG00000100927	RHD	ENSDARP00000138593;	100333254
Danio_rerio	si:dkey-199m13	ENSDARG00000111824	zf-C2H2	ENSDARP00000136886;ENSDARP00000157515;ENSDARP00000151493;ENSDARP00000106100;ENSDARP00000130689;	-
Danio_rerio	si:dkey-220f10	ENSDARG00000062902	Tub	ENSDARP00000085885;ENSDARP00000078442;	564717
Danio_rerio	spi2	ENSDARG00000087438	ETS	ENSDARP00000149679;ENSDARP00000108883;	103910445
Danio_rerio	si:dkey-93n13	ENSDARG00000092816	zf-BED	ENSDARP00000119053;	100334554
Danio_rerio	ar	ENSDARG00000067976	ESR-like	ENSDARP00000088795;	100005148
Danio_rerio	pbrm1l	ENSDARG00000077038	HMG	ENSDARP00000114800;ENSDARP00000117183;ENSDARP00000111664;	445141
Danio_rerio	znf1166	ENSDARG00000103582	zf-C2H2	ENSDARP00000135067;ENSDARP00000133385;	-
Danio_rerio	tgif1	ENSDARG00000059337	Homeobox	ENSDARP00000076869;ENSDARP00000124837;ENSDARP00000127055;	321756
Danio_rerio	si:dkey-253d23	ENSDARG00000079236	zf-C2H2	ENSDARP00000115800;	-
Danio_rerio	AL935195.4	ENSDARG00000115813	Homeobox	ENSDARP00000152491;	-
Danio_rerio	foxj1b	ENSDARG00000088290	Fork_head	ENSDARP00000127381;ENSDARP00000145705;ENSDARP00000107064;	494105
Danio_rerio	znf1066	ENSDARG00000091477	zf-C2H2	ENSDARP00000151210;ENSDARP00000125339;	-
Danio_rerio	gmeb1	ENSDARG00000062060	SAND	ENSDARP00000122476;ENSDARP00000125781;	567701
Danio_rerio	znf1001	ENSDARG00000103777	zf-C2H2	ENSDARP00000140763;	798047
Danio_rerio	klf1	ENSDARG00000017400	zf-C2H2	ENSDARP00000020778;	30104
Danio_rerio	spi1b	ENSDARG00000000767	ETS	ENSDARP00000029369;ENSDARP00000109500;ENSDARP00000087711;	30117
Danio_rerio	rxrba	ENSDARG00000078954	RXR-like	ENSDARP00000126017;ENSDARP00000145452;ENSDARP00000125725;ENSDARP00000115975;ENSDARP00000119017;	30530
Danio_rerio	thap12b	ENSDARG00000020964	THAP	ENSDARP00000007187;	436953
Danio_rerio	pnx	ENSDARG00000025899	Homeobox	ENSDARP00000034835;	352939
Danio_rerio	znf1049	ENSDARG00000098071	zf-C2H2	ENSDARP00000137282;	-
Danio_rerio	hmx3a	ENSDARG00000115051	Homeobox	ENSDARP00000139084;	-
Danio_rerio	neurod1	ENSDARG00000019566	bHLH	ENSDARP00000026490;	30169
Danio_rerio	znf1173	ENSDARG00000113666	zf-C2H2	ENSDARP00000097056;	-
Danio_rerio	NPAS3	ENSDARG00000109820	bHLH	ENSDARP00000156730;ENSDARP00000147763;ENSDARP00000157103;ENSDARP00000148574;	570491
Danio_rerio	BX530097.1	ENSDARG00000099173	zf-C2H2	ENSDARP00000137645;	-
Danio_rerio	vsx2	ENSDARG00000005574	Homeobox	ENSDARP00000038309;	796163
Danio_rerio	irf2a	ENSDARG00000007387	IRF	ENSDARP00000123792;ENSDARP00000115520;ENSDARP00000107609;	325410
Danio_rerio	si:ch211-261d7	ENSDARG00000104641	zf-C2H2	ENSDARP00000133449;	108179605
Danio_rerio	zgc:113343	ENSDARG00000103196	zf-C2H2	ENSDARP00000134772;ENSDARP00000132396;ENSDARP00000134917;	541549
Danio_rerio	si:dkey-199m13	ENSDARG00000098876	zf-C2H2	ENSDARP00000130580;	-
Danio_rerio	BX004964.1	ENSDARG00000111799	zf-C2H2	ENSDARP00000128394;	-
Danio_rerio	klf11a	ENSDARG00000030844	zf-C2H2	ENSDARP00000112617;	560787
Danio_rerio	zgc:173705	ENSDARG00000105137	zf-C2H2	ENSDARP00000139617;	103908622
Danio_rerio	myod1	ENSDARG00000030110	bHLH	ENSDARP00000009713;	30513
Danio_rerio	onecut3a	ENSDARG00000056395	CUT	ENSDARP00000120476;	565854
Danio_rerio	zgc:153292	ENSDARG00000112223	THAP	ENSDARP00000107849;ENSDARP00000155516;	-
Danio_rerio	znf1021	ENSDARG00000114646	zf-C2H2	ENSDARP00000131261;ENSDARP00000148353;ENSDARP00000150343;ENSDARP00000121975;ENSDARP00000138717;ENSDARP00000157100;ENSDARP00000154128;	-
Danio_rerio	CR847983.3	ENSDARG00000116377	Homeobox	ENSDARP00000151315;	-
Danio_rerio	znf1009	ENSDARG00000105689	zf-C2H2	ENSDARP00000153787;ENSDARP00000125289;	-
Danio_rerio	si:ch211-284e13	ENSDARG00000094725	zf-C2H2	ENSDARP00000119939;	793850
Danio_rerio	znf711	ENSDARG00000071868	zf-C2H2	ENSDARP00000097432;	562505
Danio_rerio	BX649351.2	ENSDARG00000114230	Homeobox	ENSDARP00000155707;	-
Danio_rerio	AL935188.1	ENSDARG00000111845	DACH	ENSDARP00000149448;	-
Danio_rerio	si:ch73-37h15	ENSDARG00000094107	MYB	ENSDARP00000115377;	449954
Danio_rerio	erg	ENSDARG00000077304	ETS	ENSDARP00000102806;	494073
Danio_rerio	CR354612.1	ENSDARG00000114307	THAP	ENSDARP00000156759;	795083
Danio_rerio	foxq2	ENSDARG00000071394	Fork_head	ENSDARP00000119225;	565796
Danio_rerio	zgc:113348	ENSDARG00000103795	zf-C2H2	ENSDARP00000138111;	503599
Danio_rerio	si:ch73-311h14	ENSDARG00000098999	THAP	ENSDARP00000140350;ENSDARP00000141065;ENSDARP00000132555;	556846
Danio_rerio	hoxc1a	ENSDARG00000070337	Homeobox	ENSDARP00000093905;	58046
Danio_rerio	zgc:113090	ENSDARG00000110502	zf-C2H2	ENSDARP00000151667;	-
Danio_rerio	zgc:113209	ENSDARG00000100294	zf-C2H2	ENSDARP00000143086;	548342
Danio_rerio	her1	ENSDARG00000014722	bHLH	ENSDARP00000027076;	30287
Danio_rerio	zglp1	ENSDARG00000067669	zf-GATA	ENSDARP00000088239;ENSDARP00000144809;	751739
Danio_rerio	cdip1	ENSDARG00000076118	zf-LITAF-like	ENSDARP00000068911;ENSDARP00000128464;	557073
Danio_rerio	tsc22d2	ENSDARG00000041839	TSC22	ENSDARP00000061314;ENSDARP00000120772;ENSDARP00000154491;	378875
Danio_rerio	klf12b	ENSDARG00000032197	zf-C2H2	ENSDARP00000118429;	100126139
Danio_rerio	CU896630.1	ENSDARG00000100883	zf-C2H2	ENSDARP00000134808;	-
Danio_rerio	AL807377.1	ENSDARG00000109473	NGFIB-like	ENSDARP00000145341;	-
Danio_rerio	six1b	ENSDARG00000026473	Homeobox	ENSDARP00000028379;	404627
Danio_rerio	hoxb6a	ENSDARG00000010630	Homeobox	ENSDARP00000002263;	30341
Danio_rerio	BX248128.1	ENSDARG00000112606	zf-C2H2	ENSDARP00000133072;	-
Danio_rerio	hoxb5b	ENSDARG00000054030	Homeobox	ENSDARP00000070639;	58052
Danio_rerio	si:ch211-128m15	ENSDARG00000104860	zf-C2H2	ENSDARP00000140286;	-
Danio_rerio	lcor	ENSDARG00000100908	HTH	ENSDARP00000140998;	558560
Danio_rerio	gtf3ab	ENSDARG00000071583	zf-C2H2	ENSDARP00000096703;	100037394
Danio_rerio	her7	ENSDARG00000017917	bHLH	ENSDARP00000006074;	58132
Danio_rerio	znf1125	ENSDARG00000098758	zf-C2H2	ENSDARP00000139488;	-
Danio_rerio	si:dkey-261j4	ENSDARG00000035151	zf-C2H2	ENSDARP00000120726;	555453
Danio_rerio	egr1	ENSDARG00000037421	zf-C2H2	ENSDARP00000054459;	30498
Danio_rerio	si:dkey-77f5	ENSDARG00000097481	zf-C2H2	ENSDARP00000128661;ENSDARP00000156241;	-
Danio_rerio	si:ch73-299h12	ENSDARG00000101319	zf-C2H2	ENSDARP00000132169;	100150691
Danio_rerio	CR812472.7	ENSDARG00000114163	TF_bZIP	ENSDARP00000156854;	-
Danio_rerio	si:ch211-9d9	ENSDARG00000099839	THAP	ENSDARP00000134449;	103908620
Danio_rerio	nkx2.2a	ENSDARG00000053298	Homeobox	ENSDARP00000154455;ENSDARP00000075838;ENSDARP00000117693;ENSDARP00000154648;ENSDARP00000153588;	30697
Danio_rerio	tshz3b	ENSDARG00000103361	zf-C2H2	ENSDARP00000156774;ENSDARP00000149711;ENSDARP00000142990;ENSDARP00000131836;	565811
Danio_rerio	si:dkey-1b17	ENSDARG00000101998	zf-C2H2	ENSDARP00000140333;	563951
Danio_rerio	si:ch73-299h12	ENSDARG00000101790	zf-C2H2	ENSDARP00000139924;	-
