zf_xp_gene	xp_gene	zf_gene
zf_xp_gene_9390	osbpl6-like	ENSDARG00000063730
zf_xp_gene_9391	osbpl9	ENSDARG00000069298
zf_xp_gene_9392	osgep	ENSDARG00000045846
zf_xp_gene_9393	osgepl1	ENSDARG00000000651
zf_xp_gene_9394	osgin2	ENSDARG00000040302
zf_xp_gene_9395	osr1	ENSDARG00000014091
zf_xp_gene_9396	osr2	ENSDARG00000038006
zf_xp_gene_9397	ostc	ENSDARG00000104901
zf_xp_gene_9398	ostf1	ENSDARG00000091555
zf_xp_gene_9399	ostm1	ENSDARG00000069808
zf_xp_gene_9400	ostn	ENSDARG00000054055
zf_xp_gene_9401	otc	ENSDARG00000062147
zf_xp_gene_9402	otof	ENSDARG00000030832
zf_xp_gene_9403	otogl	ENSDARG00000088750
zf_xp_gene_9404	otop1	ENSDARG00000021566
zf_xp_gene_9405	otos	ENSDARG00000108475
zf_xp_gene_9406	otp	ENSDARG00000058379
zf_xp_gene_9407	otp	ENSDARG00000014201
zf_xp_gene_9408	otub1	ENSDARG00000011462
zf_xp_gene_9409	otub1	ENSDARG00000055536
zf_xp_gene_9410	otud1	ENSDARG00000100872
zf_xp_gene_9411	otud4-like.1	ENSDARG00000077810
zf_xp_gene_9412	otud6b	ENSDARG00000102705
zf_xp_gene_9413	otud7a-like	ENSDARG00000045556
zf_xp_gene_9414	otud7b	ENSDARG00000017220
zf_xp_gene_9415	otx2	ENSDARG00000011235
zf_xp_gene_9416	ovca2	ENSDARG00000103748
zf_xp_gene_9417	ovol2	ENSDARG00000100197
zf_xp_gene_9418	oxa1l	ENSDARG00000069313
zf_xp_gene_9419	oxnad1	ENSDARG00000062664
zf_xp_gene_9420	oxsm	ENSDARG00000098855
zf_xp_gene_9421	oxt	ENSDARG00000058567
zf_xp_gene_9422	oxt	ENSDARG00000042845
zf_xp_gene_9423	oxtr	ENSDARG00000044175
zf_xp_gene_9424	oxtr	ENSDARG00000033956
zf_xp_gene_9425	p2rx1	ENSDARG00000016695
zf_xp_gene_9426	p2rx2	ENSDARG00000002300
zf_xp_gene_9427	p2rx5	ENSDARG00000024139
zf_xp_gene_9428	p2rx5	ENSDARG00000004455
zf_xp_gene_9429	p2ry1	ENSDARG00000105281
zf_xp_gene_9430	p2ry10	ENSDARG00000062811
zf_xp_gene_9431	p2ry11	ENSDARG00000014929
zf_xp_gene_9432	p2ry12-like	ENSDARG00000069945
zf_xp_gene_9433	p2ry13	ENSDARG00000069944
zf_xp_gene_9434	p2ry14	ENSDARG00000103305
zf_xp_gene_9435	p4ha1-like.1	ENSDARG00000071082
zf_xp_gene_9436	p4ha1-like.2	ENSDARG00000071082
zf_xp_gene_9437	p4ha3	ENSDARG00000103692
zf_xp_gene_9438	p4hb	ENSDARG00000105116
zf_xp_gene_9439	p4htm	ENSDARG00000071233
zf_xp_gene_9440	p4htm	ENSDARG00000075209
zf_xp_gene_9441	pa2g4	ENSDARG00000039578
zf_xp_gene_9442	pabpc4	ENSDARG00000059259
zf_xp_gene_9443	pabpn1	ENSDARG00000087996
zf_xp_gene_9444	pacsin1	ENSDARG00000042128
zf_xp_gene_9445	pacsin1	ENSDARG00000032865
zf_xp_gene_9446	pacsin3	ENSDARG00000099339
zf_xp_gene_9447	padi2	ENSDARG00000044167
zf_xp_gene_9448	paf1	ENSDARG00000098432
zf_xp_gene_9449	pafah1b1	ENSDARG00000032013
zf_xp_gene_9450	pafah1b1	ENSDARG00000026595
zf_xp_gene_9451	pafah1b2-like	ENSDARG00000035352
zf_xp_gene_9452	pag1-like	ENSDARG00000055875
zf_xp_gene_9453	pagr1	ENSDARG00000076966
zf_xp_gene_9454	pah	ENSDARG00000020143
zf_xp_gene_9455	paip1	ENSDARG00000042892
zf_xp_gene_9456	paip2b	ENSDARG00000008706
zf_xp_gene_9457	pak1ip1	ENSDARG00000044488
zf_xp_gene_9458	pak2	ENSDARG00000068177
zf_xp_gene_9459	pak2	ENSDARG00000018476
zf_xp_gene_9460	pak4	ENSDARG00000018110
zf_xp_gene_9461	pak6	ENSDARG00000052405
zf_xp_gene_9462	pak7	ENSDARG00000030154
zf_xp_gene_9463	pald1	ENSDARG00000039352
zf_xp_gene_9464	pald1	ENSDARG00000098946
zf_xp_gene_9465	palld-like	ENSDARG00000040009
zf_xp_gene_9466	pam16	ENSDARG00000102822
zf_xp_gene_9467	pamr1	ENSDARG00000093480
zf_xp_gene_9468	pan3	ENSDARG00000031637
zf_xp_gene_9469	pank1-like	ENSDARG00000008192
zf_xp_gene_9470	pank1-like	ENSDARG00000010098
zf_xp_gene_9471	pank2-like	ENSDARG00000003311
zf_xp_gene_9472	pank4	ENSDARG00000098453
zf_xp_gene_9473	panx1	ENSDARG00000025285
zf_xp_gene_9474	panx1	ENSDARG00000014910
zf_xp_gene_9475	papln-like	ENSDARG00000042186
zf_xp_gene_9476	papln-like	ENSDARG00000027867
zf_xp_gene_9477	pappa	ENSDARG00000059858
zf_xp_gene_9478	pappa	ENSDARG00000101090
zf_xp_gene_9479	pappa2	ENSDARG00000076020
zf_xp_gene_9480	papss1	ENSDARG00000057099
zf_xp_gene_9481	papss2	ENSDARG00000056600
zf_xp_gene_9482	papss2	ENSDARG00000071021
zf_xp_gene_9483	paqr3	ENSDARG00000044253
zf_xp_gene_9484	paqr3	ENSDARG00000017703
zf_xp_gene_9485	paqr4-like	ENSDARG00000076960
zf_xp_gene_9486	paqr5	ENSDARG00000041145
zf_xp_gene_9487	paqr5	ENSDARG00000052688
zf_xp_gene_9488	paqr9	ENSDARG00000052059
zf_xp_gene_9489	pard3b	ENSDARG00000034555
zf_xp_gene_9490	pard3b-like	ENSDARG00000034555
zf_xp_gene_9491	pard6b	ENSDARG00000003865
zf_xp_gene_9492	pard6g	ENSDARG00000031876
zf_xp_gene_9493	pard6g	ENSDARG00000036090
zf_xp_gene_9494	parg	ENSDARG00000061114
zf_xp_gene_9495	parn	ENSDARG00000102634
zf_xp_gene_9496	parp11	ENSDARG00000098716
zf_xp_gene_9497	parp14.1	ENSDARG00000040445
zf_xp_gene_9498	parp2	ENSDARG00000079202
zf_xp_gene_9499	parp3	ENSDARG00000003961
zf_xp_gene_9500	parp6	ENSDARG00000042703
zf_xp_gene_9501	parp8-like	ENSDARG00000059789
zf_xp_gene_9502	parp9	ENSDARG00000006848
zf_xp_gene_9503	parpbp	ENSDARG00000029944
zf_xp_gene_9504	pars2	ENSDARG00000044404
zf_xp_gene_9505	parva	ENSDARG00000035629
zf_xp_gene_9506	parva	ENSDARG00000043710
zf_xp_gene_9507	parvb	ENSDARG00000019117
zf_xp_gene_9508	parvg	ENSDARG00000067711
zf_xp_gene_9509	pask	ENSDARG00000075008
zf_xp_gene_9510	patl1	ENSDARG00000017423
zf_xp_gene_9511	patl2	ENSDARG00000089567
zf_xp_gene_9512	pawr	ENSDARG00000045486
zf_xp_gene_9513	pax1	ENSDARG00000008203
zf_xp_gene_9514	pax1	ENSDARG00000073814
zf_xp_gene_9515	pax5	ENSDARG00000037383
zf_xp_gene_9516	pax8	ENSDARG00000015879
zf_xp_gene_9517	pax9	ENSDARG00000053829
zf_xp_gene_9518	pbk	ENSDARG00000007221
zf_xp_gene_9519	pbx3	ENSDARG00000013615
zf_xp_gene_9520	pcca	ENSDARG00000028982
zf_xp_gene_9521	pcdh10	ENSDARG00000099729
zf_xp_gene_9522	pcdh10	ENSDARG00000102824
zf_xp_gene_9523	pcdh12	ENSDARG00000076594
zf_xp_gene_9524	pcdh15	ENSDARG00000098257
zf_xp_gene_9525	pcdh15	ENSDARG00000008127
zf_xp_gene_9526	pcdh17	ENSDARG00000027041
zf_xp_gene_9527	pcdh18	ENSDARG00000089805
zf_xp_gene_9528	pcdh18	ENSDARG00000052494
zf_xp_gene_9529	pcdh19	ENSDARG00000034344
zf_xp_gene_9530	pcdh7	ENSDARG00000060610
zf_xp_gene_9531	pcdh9	ENSDARG00000063264
zf_xp_gene_9532	pcdha13	ENSDARG00000099729
zf_xp_gene_9533	pcdha13	ENSDARG00000102824
zf_xp_gene_9534	pcdhac2	ENSDARG00000099783
zf_xp_gene_9535	pcdhac2	ENSDARG00000101318
zf_xp_gene_9536	pcf11	ENSDARG00000044625
zf_xp_gene_9537	pcgf5-like	ENSDARG00000052388
zf_xp_gene_9538	pcgf5-like	ENSDARG00000071007
zf_xp_gene_9539	pcgf6	ENSDARG00000069681
zf_xp_gene_9540	pcid2	ENSDARG00000013802
zf_xp_gene_9541	pcif1	ENSDARG00000099084
zf_xp_gene_9542	pck1	ENSDARG00000013522
zf_xp_gene_9543	pck2	ENSDARG00000020956
zf_xp_gene_9544	pclo	ENSDARG00000098880
zf_xp_gene_9545	pclo	ENSDARG00000063299
zf_xp_gene_9546	pcmt1	ENSDARG00000015201
zf_xp_gene_9547	pcna	ENSDARG00000054155
zf_xp_gene_9548	pcnp	ENSDARG00000037713
zf_xp_gene_9549	pcnt-like.1	ENSDARG00000033012
zf_xp_gene_9550	pcnt-like.2	ENSDARG00000033012
zf_xp_gene_9551	pcp2-like	ENSDARG00000007092
zf_xp_gene_9552	pcsk1	ENSDARG00000002600
zf_xp_gene_9553	pcsk2	ENSDARG00000019451
zf_xp_gene_9554	pcsk9	ENSDARG00000074185
zf_xp_gene_9555	pcyox1	ENSDARG00000103052
zf_xp_gene_9556	pcyox1l	ENSDARG00000069003
zf_xp_gene_9557	pcyt1a	ENSDARG00000004492
zf_xp_gene_9558	pcyt1a	ENSDARG00000011233
zf_xp_gene_9559	pcyt1b-like	ENSDARG00000104207
zf_xp_gene_9560	pcyt1b-like	ENSDARG00000058162
zf_xp_gene_9561	pcyt2	ENSDARG00000043003
zf_xp_gene_9562	pdc	ENSDARG00000017634
zf_xp_gene_9563	pdc	ENSDARG00000011886
zf_xp_gene_9564	pdcd10	ENSDARG00000035054
zf_xp_gene_9565	pdcd10	ENSDARG00000012591
zf_xp_gene_9566	pdcd2	ENSDARG00000007892
zf_xp_gene_9567	pdcd2l	ENSDARG00000002754
zf_xp_gene_9568	pdcd5	ENSDARG00000026072
zf_xp_gene_9569	pdcd6	ENSDARG00000005220
zf_xp_gene_9570	pdcl	ENSDARG00000009480
zf_xp_gene_9571	pdcl3	ENSDARG00000100651
zf_xp_gene_9572	pde10a	ENSDARG00000003449
zf_xp_gene_9573	pde1a	ENSDARG00000060875
zf_xp_gene_9574	pde1c-like	ENSDARG00000090398
zf_xp_gene_9575	pde4b	ENSDARG00000032868
zf_xp_gene_9576	pde4b	ENSDARG00000074233
zf_xp_gene_9577	pde4c-like	ENSDARG00000032761
zf_xp_gene_9578	pde4d-like	ENSDARG00000032761
zf_xp_gene_9579	pde5a	ENSDARG00000051915
zf_xp_gene_9580	pde6c	ENSDARG00000100397
zf_xp_gene_9581	pde6d	ENSDARG00000074892
zf_xp_gene_9582	pde8a	ENSDARG00000087941
zf_xp_gene_9583	pde8b-like	ENSDARG00000063706
zf_xp_gene_9584	pdf	ENSDARG00000013950
zf_xp_gene_9585	pdgfa	ENSDARG00000098578
zf_xp_gene_9586	pdgfb	ENSDARG00000038139
zf_xp_gene_9587	pdgfc	ENSDARG00000077588
zf_xp_gene_9588	pdgfd	ENSDARG00000077677
zf_xp_gene_9589	pdgfrb	ENSDARG00000100897
zf_xp_gene_9590	pdgfrl	ENSDARG00000006456
zf_xp_gene_9591	pdia3	ENSDARG00000102640
zf_xp_gene_9592	pdia4	ENSDARG00000018491
zf_xp_gene_9593	pdia6	ENSDARG00000009001
zf_xp_gene_9594	pdilt	ENSDARG00000058445
zf_xp_gene_9595	pdk3	ENSDARG00000099791
zf_xp_gene_9596	pdk3	ENSDARG00000014527
zf_xp_gene_9597	pdk4	ENSDARG00000020876
zf_xp_gene_9598	pdk4	ENSDARG00000059054
zf_xp_gene_9599	pdlim1	ENSDARG00000019845
zf_xp_gene_9600	pdlim2	ENSDARG00000069956
zf_xp_gene_9601	pdlim5	ENSDARG00000027600
zf_xp_gene_9602	pdlim5	ENSDARG00000101777
zf_xp_gene_9603	pdlim7	ENSDARG00000103854
zf_xp_gene_9604	pdp2	ENSDARG00000058571
zf_xp_gene_9605	pdpk1	ENSDARG00000062304
zf_xp_gene_9606	pdpk1	ENSDARG00000018285
zf_xp_gene_9607	pdrg1	ENSDARG00000045017
zf_xp_gene_9608	pdss1	ENSDARG00000017910
zf_xp_gene_9609	pdss2	ENSDARG00000012563
zf_xp_gene_9610	pdxdc1	ENSDARG00000101886
zf_xp_gene_9611	pdxk	ENSDARG00000036546
zf_xp_gene_9612	pdxk	ENSDARG00000088959
zf_xp_gene_9613	pdzd11	ENSDARG00000053194
zf_xp_gene_9614	pdzd2	ENSDARG00000059801
zf_xp_gene_9615	pdzd8	ENSDARG00000088699
zf_xp_gene_9616	pdzrn3-like.1	ENSDARG00000073757
zf_xp_gene_9617	pdzrn3-like.1	ENSDARG00000073869
zf_xp_gene_9618	pdzrn3-like.2	ENSDARG00000073757
zf_xp_gene_9619	pdzrn3-like.2	ENSDARG00000073869
zf_xp_gene_9620	pea15	ENSDARG00000079771
zf_xp_gene_9621	pelo	ENSDARG00000055477
zf_xp_gene_9622	pemt	ENSDARG00000103614
zf_xp_gene_9623	pepd	ENSDARG00000102249
zf_xp_gene_9624	per2	ENSDARG00000034503
zf_xp_gene_9625	per3	ENSDARG00000010519
zf_xp_gene_9626	perp-like	ENSDARG00000063572
zf_xp_gene_9627	pes1	ENSDARG00000018902
zf_xp_gene_9628	pet100-like	ENSDARG00000098017
zf_xp_gene_9629	pet112	ENSDARG00000037309
zf_xp_gene_9630	pex1-like	ENSDARG00000098904
zf_xp_gene_9631	pex10	ENSDARG00000041511
zf_xp_gene_9632	pex11a	ENSDARG00000060707
zf_xp_gene_9633	pex11b	ENSDARG00000069147
zf_xp_gene_9634	pex11g	ENSDARG00000025559
zf_xp_gene_9635	pex13	ENSDARG00000071037
zf_xp_gene_9636	pex14	ENSDARG00000028322
zf_xp_gene_9637	pex16	ENSDARG00000058202
zf_xp_gene_9638	pex2	ENSDARG00000062421
zf_xp_gene_9639	pex5	ENSDARG00000070654
zf_xp_gene_9640	pex5l	ENSDARG00000022518
zf_xp_gene_9641	pex6	ENSDARG00000070958
zf_xp_gene_9642	pex7	ENSDARG00000042553
zf_xp_gene_9643	pfas	ENSDARG00000003750
zf_xp_gene_9644	pfdn2	ENSDARG00000025391
zf_xp_gene_9645	pfdn4	ENSDARG00000061228
zf_xp_gene_9646	pfdn5	ENSDARG00000035043
zf_xp_gene_9647	pfdn6	ENSDARG00000037108
zf_xp_gene_9648	pfkfb2	ENSDARG00000023840
zf_xp_gene_9649	pfkfb2	ENSDARG00000002037
zf_xp_gene_9650	pfkfb4	ENSDARG00000055540
zf_xp_gene_9651	pfkfb4	ENSDARG00000029075
zf_xp_gene_9652	pfkp	ENSDARG00000028000
zf_xp_gene_9653	pfkp	ENSDARG00000012801
zf_xp_gene_9654	pfn2	ENSDARG00000012682
zf_xp_gene_9655	pfn4	ENSDARG00000097487
zf_xp_gene_9656	pgam5	ENSDARG00000035608
zf_xp_gene_9657	pgap1	ENSDARG00000062465
zf_xp_gene_9658	pgap3	ENSDARG00000057531
zf_xp_gene_9659	pgd	ENSDARG00000015343
zf_xp_gene_9660	pggt1b	ENSDARG00000103464
zf_xp_gene_9661	pgk1	ENSDARG00000054191
zf_xp_gene_9662	pgls	ENSDARG00000021233
zf_xp_gene_9663	pglyrp1-like.1	ENSDARG00000068382
zf_xp_gene_9664	pglyrp2	ENSDARG00000103642
zf_xp_gene_9665	pglyrp2	ENSDARG00000062998
zf_xp_gene_9666	pgm2	ENSDARG00000018178
zf_xp_gene_9667	pgm2l1	ENSDARG00000014704
zf_xp_gene_9668	pgm3	ENSDARG00000024654
zf_xp_gene_9669	pgm5	ENSDARG00000060745
zf_xp_gene_9670	pgp	ENSDARG00000029695
zf_xp_gene_9671	pgpep1	ENSDARG00000054666
zf_xp_gene_9672	pgrmc1	ENSDARG00000054172
zf_xp_gene_9673	pgrmc2	ENSDARG00000030237
zf_xp_gene_9674	phactr1	ENSDARG00000023916
zf_xp_gene_9675	phactr2-like	ENSDARG00000027172
zf_xp_gene_9676	phactr3	ENSDARG00000058243
zf_xp_gene_9677	phactr3	ENSDARG00000019304
zf_xp_gene_9678	phactr4	ENSDARG00000015552
zf_xp_gene_9679	phactr4	ENSDARG00000032221
zf_xp_gene_9680	phax	ENSDARG00000044298
zf_xp_gene_9681	phb	ENSDARG00000057414
zf_xp_gene_9682	phb2	ENSDARG00000017728
zf_xp_gene_9683	phb2	ENSDARG00000045297
zf_xp_gene_9684	phc3-like	ENSDARG00000013224
zf_xp_gene_9685	phc3-like	ENSDARG00000056695
zf_xp_gene_9686	phex-like	ENSDARG00000062363
zf_xp_gene_9687	phf1	ENSDARG00000057439
zf_xp_gene_9688	phf10	ENSDARG00000070084
zf_xp_gene_9689	phf12	ENSDARG00000075509
zf_xp_gene_9690	phf12	ENSDARG00000074303
zf_xp_gene_9691	phf13	ENSDARG00000102023
zf_xp_gene_9692	phf14	ENSDARG00000061458
zf_xp_gene_9693	phf19	ENSDARG00000078050
zf_xp_gene_9694	phf21a-like	ENSDARG00000006878
zf_xp_gene_9695	phf21a-like	ENSDARG00000021378
zf_xp_gene_9696	phf3	ENSDARG00000034768
zf_xp_gene_9697	phf5a	ENSDARG00000045155
zf_xp_gene_9698	phf6	ENSDARG00000004046
zf_xp_gene_9699	phf8	ENSDARG00000006584
zf_xp_gene_9700	phip	ENSDARG00000015970
zf_xp_gene_9701	phkb-like	ENSDARG00000078284
zf_xp_gene_9702	phkg1	ENSDARG00000069498
zf_xp_gene_9703	phkg1	ENSDARG00000030604
zf_xp_gene_9704	phkg2	ENSDARG00000054208
zf_xp_gene_9705	phlda1	ENSDARG00000099129
zf_xp_gene_9706	phlda2	ENSDARG00000042874
zf_xp_gene_9707	phldb1	ENSDARG00000061093
zf_xp_gene_9708	phldb1	ENSDARG00000079378
zf_xp_gene_9709	phospho1-like	ENSDARG00000008403
zf_xp_gene_9710	phospho2	ENSDARG00000102202
zf_xp_gene_9711	phox2a	ENSDARG00000007406
zf_xp_gene_9712	phox2b	ENSDARG00000091029
zf_xp_gene_9713	phpt1	ENSDARG00000045567
zf_xp_gene_9714	phtf1	ENSDARG00000057708
zf_xp_gene_9715	phyh	ENSDARG00000086740
zf_xp_gene_9716	phyhd1	ENSDARG00000029905
zf_xp_gene_9717	phyhip	ENSDARG00000116497
zf_xp_gene_9718	phyhipl	ENSDARG00000070498
zf_xp_gene_9719	phyhipl	ENSDARG00000003998
zf_xp_gene_9720	pi15	ENSDARG00000045378
zf_xp_gene_9721	pi15	ENSDARG00000061292
zf_xp_gene_9722	pi4k2a	ENSDARG00000033666
zf_xp_gene_9723	pi4ka	ENSDARG00000062823
zf_xp_gene_9724	pi4kb	ENSDARG00000040111
zf_xp_gene_9725	pias1	ENSDARG00000062445
zf_xp_gene_9726	pias2	ENSDARG00000092979
zf_xp_gene_9727	pias4	ENSDARG00000007081
zf_xp_gene_9728	picalm.1	ENSDARG00000012866
zf_xp_gene_9729	picalm.1	ENSDARG00000014137
zf_xp_gene_9730	pick1	ENSDARG00000071152
zf_xp_gene_9731	pid1-like	ENSDARG00000098984
zf_xp_gene_9732	piezo1	ENSDARG00000076870
zf_xp_gene_9733	pif1-like.1	ENSDARG00000020289
zf_xp_gene_9734	pif1-like.2	ENSDARG00000020289
zf_xp_gene_9735	piga-like	ENSDARG00000041040
zf_xp_gene_9736	pigb	ENSDARG00000105011
zf_xp_gene_9737	pigf	ENSDARG00000032780
zf_xp_gene_9738	pigg-like	ENSDARG00000038270
zf_xp_gene_9739	pigl	ENSDARG00000067752
zf_xp_gene_9740	pigm	ENSDARG00000024277
zf_xp_gene_9741	pign	ENSDARG00000077532
zf_xp_gene_9742	pigo	ENSDARG00000011743
zf_xp_gene_9743	pigp	ENSDARG00000038805
zf_xp_gene_9744	pigq	ENSDARG00000038097
zf_xp_gene_9745	pigs	ENSDARG00000017813
zf_xp_gene_9746	pigu	ENSDARG00000075530
zf_xp_gene_9747	pigv-like	ENSDARG00000101952
zf_xp_gene_9748	pigw	ENSDARG00000079244
zf_xp_gene_9749	pih1d1	ENSDARG00000037955
zf_xp_gene_9750	pih1d2	ENSDARG00000014849
zf_xp_gene_9751	pik3c2a	ENSDARG00000060841
zf_xp_gene_9752	pik3c2b	ENSDARG00000086927
zf_xp_gene_9753	pik3c3	ENSDARG00000054829
zf_xp_gene_9754	pik3ca	ENSDARG00000075456
zf_xp_gene_9755	pik3cb	ENSDARG00000075253
zf_xp_gene_9756	pik3cg	ENSDARG00000017757
zf_xp_gene_9757	pik3ip1	ENSDARG00000003281
zf_xp_gene_9758	pik3r2-like	ENSDARG00000018060
zf_xp_gene_9759	pik3r3	ENSDARG00000034409
zf_xp_gene_9760	pik3r3	ENSDARG00000103038
zf_xp_gene_9761	pik3r4	ENSDARG00000060469
zf_xp_gene_9762	pik3r5	ENSDARG00000102762
zf_xp_gene_9763	pik3r6	ENSDARG00000091140
zf_xp_gene_9764	pim1	ENSDARG00000100020
zf_xp_gene_9765	pim3	ENSDARG00000055129
zf_xp_gene_9766	pin1	ENSDARG00000101915
zf_xp_gene_9767	pin4	ENSDARG00000004527
zf_xp_gene_9768	pinx1	ENSDARG00000023532
zf_xp_gene_9769	pinx1	ENSDARG00000030125
zf_xp_gene_9770	pip4k2b	ENSDARG00000003776
zf_xp_gene_9771	pip4k2b	ENSDARG00000063544
zf_xp_gene_9772	pip4k2c	ENSDARG00000031020
zf_xp_gene_9773	pip5k1a	ENSDARG00000024642
zf_xp_gene_9774	pip5k1b-like	ENSDARG00000006508
zf_xp_gene_9775	pip5k1b-like	ENSDARG00000044295
zf_xp_gene_9776	pip5k1c	ENSDARG00000076001
zf_xp_gene_9777	pip5k1c	ENSDARG00000100313
zf_xp_gene_9778	pir	ENSDARG00000056638
zf_xp_gene_9779	pisd-like.1	ENSDARG00000052462
zf_xp_gene_9780	pisd-like.2	ENSDARG00000052462
zf_xp_gene_9781	pithd1-like	ENSDARG00000098600
zf_xp_gene_9782	pitpna	ENSDARG00000039490
zf_xp_gene_9783	pitpna	ENSDARG00000044091
zf_xp_gene_9784	pitpnb	ENSDARG00000036005
zf_xp_gene_9785	pitpnc1-like	ENSDARG00000099260
zf_xp_gene_9786	pitpnm3	ENSDARG00000055255
zf_xp_gene_9787	pitrm1	ENSDARG00000038563
zf_xp_gene_9788	pitx1	ENSDARG00000070069
zf_xp_gene_9789	pitx2	ENSDARG00000036194
zf_xp_gene_9790	piwil1	ENSDARG00000041699
zf_xp_gene_9791	piwil2	ENSDARG00000062601
zf_xp_gene_9792	piwil3	ENSDARG00000041699
zf_xp_gene_9793	pja2-like	ENSDARG00000100296
zf_xp_gene_9794	pkd1	ENSDARG00000030417
zf_xp_gene_9795	pkd1l2	ENSDARG00000030417
zf_xp_gene_9796	pkd1l3	ENSDARG00000030417
zf_xp_gene_9797	pkd2	ENSDARG00000014098
zf_xp_gene_9798	pkd2l1	ENSDARG00000022503
zf_xp_gene_9799	pkhd1l1	ENSDARG00000091116
zf_xp_gene_9800	pkhd1l1	ENSDARG00000040004
zf_xp_gene_9801	pkig-like	ENSDARG00000086471
zf_xp_gene_9802	pklr	ENSDARG00000099730
zf_xp_gene_9803	pklr	ENSDARG00000099860
zf_xp_gene_9804	pkm	ENSDARG00000099730
zf_xp_gene_9805	pkm	ENSDARG00000099860
zf_xp_gene_9806	pkmyt1	ENSDARG00000074730
zf_xp_gene_9807	pkn1-like	ENSDARG00000101983
zf_xp_gene_9808	pkn2	ENSDARG00000101983
zf_xp_gene_9809	pknox2	ENSDARG00000055349
zf_xp_gene_9810	pkp1	ENSDARG00000090598
zf_xp_gene_9811	pkp1	ENSDARG00000052705
zf_xp_gene_9812	pkp2	ENSDARG00000023026
zf_xp_gene_9813	pla2g12a	ENSDARG00000070454
zf_xp_gene_9814	pla2g12b	ENSDARG00000015662
zf_xp_gene_9815	pla2g4a	ENSDARG00000017141
zf_xp_gene_9816	pla2g4a	ENSDARG00000024546
zf_xp_gene_9817	pla2g6	ENSDARG00000060921
zf_xp_gene_9818	pla2r1	ENSDARG00000077474
zf_xp_gene_9819	plag1	ENSDARG00000051926
zf_xp_gene_9820	plcb2	ENSDARG00000090381
zf_xp_gene_9821	plcb3	ENSDARG00000068246
zf_xp_gene_9822	plcb4-like	ENSDARG00000100786
zf_xp_gene_9823	plcd3	ENSDARG00000079572
zf_xp_gene_9824	plcd3	ENSDARG00000052957
zf_xp_gene_9825	plcd4-like	ENSDARG00000040684
zf_xp_gene_9826	plcd4-like	ENSDARG00000057975
zf_xp_gene_9827	plce1	ENSDARG00000087921
zf_xp_gene_9828	plcg2	ENSDARG00000092862
zf_xp_gene_9829	plcg2	ENSDARG00000068763
zf_xp_gene_9830	plch1-like	ENSDARG00000079253
zf_xp_gene_9831	plcl1	ENSDARG00000067676
zf_xp_gene_9832	plcl2	ENSDARG00000098826
zf_xp_gene_9833	plcxd1	ENSDARG00000103253
zf_xp_gene_9834	plcxd3	ENSDARG00000054794
zf_xp_gene_9835	pld2	ENSDARG00000034262
zf_xp_gene_9836	pld3	ENSDARG00000068199
zf_xp_gene_9837	plek	ENSDARG00000104325
zf_xp_gene_9838	plekha1	ENSDARG00000094504
zf_xp_gene_9839	plekha1	ENSDARG00000030064
zf_xp_gene_9840	plekha2	ENSDARG00000078221
zf_xp_gene_9841	plekha3	ENSDARG00000056601
zf_xp_gene_9842	plekha8	ENSDARG00000040698
zf_xp_gene_9843	plekhb2	ENSDARG00000013928
zf_xp_gene_9844	plekhd1-like	ENSDARG00000091349
zf_xp_gene_9845	plekhf1	ENSDARG00000102435
zf_xp_gene_9846	plekhg5	ENSDARG00000025902
zf_xp_gene_9847	plekhh2	ENSDARG00000040851
zf_xp_gene_9848	plekhj1	ENSDARG00000025593
zf_xp_gene_9849	plekhm1-like	ENSDARG00000099954
zf_xp_gene_9850	plekhm2	ENSDARG00000078850
zf_xp_gene_9851	plekhm3	ENSDARG00000030633
zf_xp_gene_9852	plekho1-like	ENSDARG00000077499
zf_xp_gene_9853	plekho1-like	ENSDARG00000061191
zf_xp_gene_9854	plekho2	ENSDARG00000016774
zf_xp_gene_9855	plekhs1	ENSDARG00000096786
zf_xp_gene_9856	plekhs1	ENSDARG00000070041
zf_xp_gene_9857	plekhs1	ENSDARG00000090526
zf_xp_gene_9858	plekhs1	ENSDARG00000079227
zf_xp_gene_9859	plg	ENSDARG00000023111
zf_xp_gene_9860	plgrkt	ENSDARG00000100789
zf_xp_gene_9861	plk1s1-like	ENSDARG00000079753
zf_xp_gene_9862	plk2	ENSDARG00000019130
zf_xp_gene_9863	plk2	ENSDARG00000090752
zf_xp_gene_9864	plk4	ENSDARG00000004576
zf_xp_gene_9865	plod2-like	ENSDARG00000011821
zf_xp_gene_9866	pls1	ENSDARG00000039272
zf_xp_gene_9867	pls3	ENSDARG00000037655
zf_xp_gene_9868	pltp	ENSDARG00000104495
zf_xp_gene_9869	plxdc1	ENSDARG00000078417
zf_xp_gene_9870	plxdc2	ENSDARG00000059950
zf_xp_gene_9871	plxdc2	ENSDARG00000077219
zf_xp_gene_9872	plxna2	ENSDARG00000060372
zf_xp_gene_9873	plxna3	ENSDARG00000007172
zf_xp_gene_9874	plxna4-like.1	ENSDARG00000019328
zf_xp_gene_9875	plxna4-like.2	ENSDARG00000019328
zf_xp_gene_9876	plxnb1	ENSDARG00000075821
zf_xp_gene_9877	plxnb1	ENSDARG00000017211
zf_xp_gene_9878	plxnb2	ENSDARG00000077090
zf_xp_gene_9879	plxnb2	ENSDARG00000036985
zf_xp_gene_9880	plxnb2	ENSDARG00000079892
