mm_zf_gene	zf_gene	mm_gene
mm_zf_gene_14767	ENSDARG00000061858	ENSMUSG00000034039
mm_zf_gene_14768	ENSDARG00000061858	ENSMUSG00000024171
mm_zf_gene_14769	ENSDARG00000061797	ENSMUSG00000027246
mm_zf_gene_14770	ENSDARG00000061797	ENSMUSG00000002396
mm_zf_gene_14771	ENSDARG00000016545	ENSMUSG00000026853
mm_zf_gene_14772	ENSDARG00000070461	ENSMUSG00000040282
mm_zf_gene_14773	ENSDARG00000060987	ENSMUSG00000030347
mm_zf_gene_14774	ENSDARG00000071463	ENSMUSG00000059498
mm_zf_gene_14775	ENSDARG00000071463	ENSMUSG00000059089
mm_zf_gene_14776	ENSDARG00000071463	ENSMUSG00000026656
mm_zf_gene_14777	ENSDARG00000071463	ENSMUSG00000005339
mm_zf_gene_14778	ENSDARG00000071463	ENSMUSG00000015947
mm_zf_gene_14779	ENSDARG00000100792	ENSMUSG00000020125
mm_zf_gene_14780	ENSDARG00000100792	ENSMUSG00000057729
mm_zf_gene_14781	ENSDARG00000105355	ENSMUSG00000061482
mm_zf_gene_14782	ENSDARG00000105355	ENSMUSG00000060093
mm_zf_gene_14783	ENSDARG00000105355	ENSMUSG00000060639
mm_zf_gene_14784	ENSDARG00000105355	ENSMUSG00000069305
mm_zf_gene_14785	ENSDARG00000105355	ENSMUSG00000069306
mm_zf_gene_14786	ENSDARG00000105355	ENSMUSG00000060981
mm_zf_gene_14787	ENSDARG00000105355	ENSMUSG00000067455
mm_zf_gene_14788	ENSDARG00000105355	ENSMUSG00000060678
mm_zf_gene_14789	ENSDARG00000105355	ENSMUSG00000096010
mm_zf_gene_14790	ENSDARG00000051873	ENSMUSG00000029772
mm_zf_gene_14791	ENSDARG00000071233	ENSMUSG00000006675
mm_zf_gene_14792	ENSDARG00000070229	ENSMUSG00000042510
mm_zf_gene_14793	ENSDARG00000101703	ENSMUSG00000035651
mm_zf_gene_14794	ENSDARG00000101703	ENSMUSG00000057068
mm_zf_gene_14795	ENSDARG00000101703	ENSMUSG00000078315
mm_zf_gene_14796	ENSDARG00000044375	ENSMUSG00000093668
mm_zf_gene_14797	ENSDARG00000101696	ENSMUSG00000038174
mm_zf_gene_14798	ENSDARG00000005216	ENSMUSG00000057751
mm_zf_gene_14799	ENSDARG00000099411	ENSMUSG00000003541
mm_zf_gene_14800	ENSDARG00000074226	ENSMUSG00000060538
mm_zf_gene_14801	ENSDARG00000090526	ENSMUSG00000035818
mm_zf_gene_14802	ENSDARG00000055791	ENSMUSG00000010095
mm_zf_gene_14803	ENSDARG00000067520	ENSMUSG00000030382
mm_zf_gene_14804	ENSDARG00000052244	ENSMUSG00000029190
mm_zf_gene_14805	ENSDARG00000062959	ENSMUSG00000032656
mm_zf_gene_14806	ENSDARG00000019765	ENSMUSG00000029823
mm_zf_gene_14807	ENSDARG00000029848	ENSMUSG00000034391
mm_zf_gene_14808	ENSDARG00000046141	ENSMUSG00000029559
mm_zf_gene_14809	ENSDARG00000099409	ENSMUSG00000049401
mm_zf_gene_14810	ENSDARG00000098171	ENSMUSG00000036667
mm_zf_gene_14811	ENSDARG00000098171	ENSMUSG00000018656
mm_zf_gene_14812	ENSDARG00000098171	ENSMUSG00000029851
mm_zf_gene_14813	ENSDARG00000019651	ENSMUSG00000020486
mm_zf_gene_14814	ENSDARG00000078301	ENSMUSG00000052712
mm_zf_gene_14815	ENSDARG00000026086	ENSMUSG00000021747
mm_zf_gene_14816	ENSDARG00000059919	ENSMUSG00000030780
mm_zf_gene_14817	ENSDARG00000061664	ENSMUSG00000043391
mm_zf_gene_14818	ENSDARG00000103720	ENSMUSG00000059334
mm_zf_gene_14819	ENSDARG00000098990	ENSMUSG00000031367
mm_zf_gene_14820	ENSDARG00000111588	ENSMUSG00000032403
mm_zf_gene_14821	ENSDARG00000095034	ENSMUSG00000057715
mm_zf_gene_14822	ENSDARG00000071701	ENSMUSG00000061584
mm_zf_gene_14823	ENSDARG00000071701	ENSMUSG00000026085
mm_zf_gene_14824	ENSDARG00000024602	ENSMUSG00000026499
mm_zf_gene_14825	ENSDARG00000110496	ENSMUSG00000027317
mm_zf_gene_14826	ENSDARG00000069192	ENSMUSG00000027447
mm_zf_gene_14827	ENSDARG00000069192	ENSMUSG00000033156
mm_zf_gene_14828	ENSDARG00000045144	ENSMUSG00000069919
mm_zf_gene_14829	ENSDARG00000045144	ENSMUSG00000069917
mm_zf_gene_14830	ENSDARG00000056773	ENSMUSG00000033200
mm_zf_gene_14831	ENSDARG00000056773	ENSMUSG00000033825
mm_zf_gene_14832	ENSDARG00000056773	ENSMUSG00000024173
mm_zf_gene_14833	ENSDARG00000056773	ENSMUSG00000034039
mm_zf_gene_14834	ENSDARG00000056773	ENSMUSG00000024171
mm_zf_gene_14835	ENSDARG00000095157	ENSMUSG00000025933
mm_zf_gene_14836	ENSDARG00000076437	ENSMUSG00000020137
mm_zf_gene_14837	ENSDARG00000076437	ENSMUSG00000073568
mm_zf_gene_14838	ENSDARG00000052905	ENSMUSG00000033200
mm_zf_gene_14839	ENSDARG00000052905	ENSMUSG00000033825
mm_zf_gene_14840	ENSDARG00000052905	ENSMUSG00000024173
mm_zf_gene_14841	ENSDARG00000052905	ENSMUSG00000034039
mm_zf_gene_14842	ENSDARG00000052905	ENSMUSG00000024171
mm_zf_gene_14843	ENSDARG00000078183	ENSMUSG00000059908
mm_zf_gene_14844	ENSDARG00000078183	ENSMUSG00000047228
mm_zf_gene_14845	ENSDARG00000078183	ENSMUSG00000030359
mm_zf_gene_14846	ENSDARG00000078183	ENSMUSG00000030131
mm_zf_gene_14847	ENSDARG00000078183	ENSMUSG00000108022
mm_zf_gene_14848	ENSDARG00000104296	ENSMUSG00000050821
mm_zf_gene_14849	ENSDARG00000075737	ENSMUSG00000059908
mm_zf_gene_14850	ENSDARG00000075737	ENSMUSG00000047228
mm_zf_gene_14851	ENSDARG00000075737	ENSMUSG00000030359
mm_zf_gene_14852	ENSDARG00000075737	ENSMUSG00000030131
mm_zf_gene_14853	ENSDARG00000075737	ENSMUSG00000108022
mm_zf_gene_14854	ENSDARG00000112954	ENSMUSG00000061482
mm_zf_gene_14855	ENSDARG00000112954	ENSMUSG00000060093
mm_zf_gene_14856	ENSDARG00000112954	ENSMUSG00000060639
mm_zf_gene_14857	ENSDARG00000112954	ENSMUSG00000069305
mm_zf_gene_14858	ENSDARG00000112954	ENSMUSG00000069306
mm_zf_gene_14859	ENSDARG00000112954	ENSMUSG00000060981
mm_zf_gene_14860	ENSDARG00000112954	ENSMUSG00000067455
mm_zf_gene_14861	ENSDARG00000112954	ENSMUSG00000060678
mm_zf_gene_14862	ENSDARG00000112954	ENSMUSG00000096010
mm_zf_gene_14863	ENSDARG00000074362	ENSMUSG00000055373
mm_zf_gene_14864	ENSDARG00000098702	ENSMUSG00000034818
mm_zf_gene_14865	ENSDARG00000074764	ENSMUSG00000059908
mm_zf_gene_14866	ENSDARG00000074764	ENSMUSG00000047228
mm_zf_gene_14867	ENSDARG00000074764	ENSMUSG00000030359
mm_zf_gene_14868	ENSDARG00000074764	ENSMUSG00000030131
mm_zf_gene_14869	ENSDARG00000074764	ENSMUSG00000108022
mm_zf_gene_14870	ENSDARG00000115205	ENSMUSG00000059908
mm_zf_gene_14871	ENSDARG00000115205	ENSMUSG00000047228
mm_zf_gene_14872	ENSDARG00000115205	ENSMUSG00000030359
mm_zf_gene_14873	ENSDARG00000115205	ENSMUSG00000030131
mm_zf_gene_14874	ENSDARG00000115205	ENSMUSG00000108022
mm_zf_gene_14875	ENSDARG00000116005	ENSMUSG00000059908
mm_zf_gene_14876	ENSDARG00000116005	ENSMUSG00000047228
mm_zf_gene_14877	ENSDARG00000116005	ENSMUSG00000030359
mm_zf_gene_14878	ENSDARG00000116005	ENSMUSG00000030131
mm_zf_gene_14879	ENSDARG00000116005	ENSMUSG00000108022
mm_zf_gene_14880	ENSDARG00000074415	ENSMUSG00000053012
mm_zf_gene_14881	ENSDARG00000090822	ENSMUSG00000015806
mm_zf_gene_14882	ENSDARG00000105265	ENSMUSG00000037419
mm_zf_gene_14883	ENSDARG00000075924	ENSMUSG00000049044
mm_zf_gene_14884	ENSDARG00000101964	ENSMUSG00000031896
mm_zf_gene_14885	ENSDARG00000038682	ENSMUSG00000042436
mm_zf_gene_14886	ENSDARG00000056244	ENSMUSG00000020696
mm_zf_gene_14887	ENSDARG00000100197	ENSMUSG00000037279
mm_zf_gene_14888	ENSDARG00000077638	ENSMUSG00000048376
mm_zf_gene_14889	ENSDARG00000076888	ENSMUSG00000071650
mm_zf_gene_14890	ENSDARG00000038321	ENSMUSG00000059654
mm_zf_gene_14891	ENSDARG00000038321	ENSMUSG00000023140
mm_zf_gene_14892	ENSDARG00000068830	ENSMUSG00000036046
mm_zf_gene_14893	ENSDARG00000045586	ENSMUSG00000075002
mm_zf_gene_14894	ENSDARG00000045586	ENSMUSG00000024510
mm_zf_gene_14895	ENSDARG00000079065	ENSMUSG00000044864
mm_zf_gene_14896	ENSDARG00000013240	ENSMUSG00000032554
mm_zf_gene_14897	ENSDARG00000013240	ENSMUSG00000032553
mm_zf_gene_14898	ENSDARG00000105059	ENSMUSG00000036957
mm_zf_gene_14899	ENSDARG00000074221	ENSMUSG00000035722
mm_zf_gene_14900	ENSDARG00000116986	ENSMUSG00000090171
mm_zf_gene_14901	ENSDARG00000116986	ENSMUSG00000106677
mm_zf_gene_14902	ENSDARG00000116986	ENSMUSG00000090145
mm_zf_gene_14903	ENSDARG00000116986	ENSMUSG00000089943
mm_zf_gene_14904	ENSDARG00000116986	ENSMUSG00000107180
mm_zf_gene_14905	ENSDARG00000116986	ENSMUSG00000090175
mm_zf_gene_14906	ENSDARG00000116986	ENSMUSG00000054545
mm_zf_gene_14907	ENSDARG00000116986	ENSMUSG00000090165
mm_zf_gene_14908	ENSDARG00000116986	ENSMUSG00000029268
mm_zf_gene_14909	ENSDARG00000116986	ENSMUSG00000090124
mm_zf_gene_14910	ENSDARG00000116986	ENSMUSG00000089675
mm_zf_gene_14911	ENSDARG00000116986	ENSMUSG00000035780
mm_zf_gene_14912	ENSDARG00000079664	ENSMUSG00000063428
mm_zf_gene_14913	ENSDARG00000094741	ENSMUSG00000068329
mm_zf_gene_14914	ENSDARG00000070048	ENSMUSG00000007216
mm_zf_gene_14915	ENSDARG00000037645	ENSMUSG00000029001
mm_zf_gene_14916	ENSDARG00000057263	ENSMUSG00000026315
mm_zf_gene_14917	ENSDARG00000079376	ENSMUSG00000021441
mm_zf_gene_14918	ENSDARG00000079376	ENSMUSG00000055679
mm_zf_gene_14919	ENSDARG00000079376	ENSMUSG00000074870
mm_zf_gene_14920	ENSDARG00000079376	ENSMUSG00000057446
mm_zf_gene_14921	ENSDARG00000079376	ENSMUSG00000021439
mm_zf_gene_14922	ENSDARG00000079376	ENSMUSG00000050345
mm_zf_gene_14923	ENSDARG00000079376	ENSMUSG00000021440
mm_zf_gene_14924	ENSDARG00000079376	ENSMUSG00000021477
mm_zf_gene_14925	ENSDARG00000079376	ENSMUSG00000055298
mm_zf_gene_14926	ENSDARG00000079376	ENSMUSG00000074871
mm_zf_gene_14927	ENSDARG00000079376	ENSMUSG00000056728
mm_zf_gene_14928	ENSDARG00000079376	ENSMUSG00000042243
mm_zf_gene_14929	ENSDARG00000094559	ENSMUSG00000021441
mm_zf_gene_14930	ENSDARG00000094559	ENSMUSG00000055679
mm_zf_gene_14931	ENSDARG00000094559	ENSMUSG00000074870
mm_zf_gene_14932	ENSDARG00000094559	ENSMUSG00000057446
mm_zf_gene_14933	ENSDARG00000094559	ENSMUSG00000021439
mm_zf_gene_14934	ENSDARG00000094559	ENSMUSG00000050345
mm_zf_gene_14935	ENSDARG00000094559	ENSMUSG00000021440
mm_zf_gene_14936	ENSDARG00000094559	ENSMUSG00000021477
mm_zf_gene_14937	ENSDARG00000094559	ENSMUSG00000055298
mm_zf_gene_14938	ENSDARG00000094559	ENSMUSG00000074871
mm_zf_gene_14939	ENSDARG00000094559	ENSMUSG00000056728
mm_zf_gene_14940	ENSDARG00000094559	ENSMUSG00000042243
mm_zf_gene_14941	ENSDARG00000099306	ENSMUSG00000041556
mm_zf_gene_14942	ENSDARG00000057708	ENSMUSG00000058388
mm_zf_gene_14943	ENSDARG00000044325	ENSMUSG00000015023
mm_zf_gene_14944	ENSDARG00000044325	ENSMUSG00000033658
mm_zf_gene_14945	ENSDARG00000078606	ENSMUSG00000031984
mm_zf_gene_14946	ENSDARG00000093498	ENSMUSG00000044768
mm_zf_gene_14947	ENSDARG00000074809	ENSMUSG00000039349
mm_zf_gene_14948	ENSDARG00000079847	ENSMUSG00000035203
mm_zf_gene_14949	ENSDARG00000074696	ENSMUSG00000022014
mm_zf_gene_14950	ENSDARG00000004577	ENSMUSG00000057716
mm_zf_gene_14951	ENSDARG00000102983	ENSMUSG00000055943
mm_zf_gene_14952	ENSDARG00000075203	ENSMUSG00000071691
mm_zf_gene_14953	ENSDARG00000045199	ENSMUSG00000024942
mm_zf_gene_14954	ENSDARG00000014208	ENSMUSG00000015474
mm_zf_gene_14955	ENSDARG00000013161	ENSMUSG00000025499
mm_zf_gene_14956	ENSDARG00000010782	ENSMUSG00000015474
mm_zf_gene_14957	ENSDARG00000103845	ENSMUSG00000039717
mm_zf_gene_14958	ENSDARG00000057184	ENSMUSG00000039182
mm_zf_gene_14959	ENSDARG00000029292	ENSMUSG00000032666
mm_zf_gene_14960	ENSDARG00000018461	ENSMUSG00000075002
mm_zf_gene_14961	ENSDARG00000018461	ENSMUSG00000024510
mm_zf_gene_14962	ENSDARG00000022564	ENSMUSG00000030663
mm_zf_gene_14963	ENSDARG00000116680	ENSMUSG00000008892
mm_zf_gene_14964	ENSDARG00000074572	ENSMUSG00000029405
mm_zf_gene_14965	ENSDARG00000037652	ENSMUSG00000039244
mm_zf_gene_14966	ENSDARG00000025858	ENSMUSG00000021556
mm_zf_gene_14967	ENSDARG00000011723	ENSMUSG00000022195
mm_zf_gene_14968	ENSDARG00000099728	ENSMUSG00000054757
mm_zf_gene_14969	ENSDARG00000099728	ENSMUSG00000021213
mm_zf_gene_14970	ENSDARG00000099728	ENSMUSG00000021214
mm_zf_gene_14971	ENSDARG00000099728	ENSMUSG00000021211
mm_zf_gene_14972	ENSDARG00000099728	ENSMUSG00000052131
mm_zf_gene_14973	ENSDARG00000099728	ENSMUSG00000025955
mm_zf_gene_14974	ENSDARG00000099728	ENSMUSG00000029762
mm_zf_gene_14975	ENSDARG00000099728	ENSMUSG00000071551
mm_zf_gene_14976	ENSDARG00000099728	ENSMUSG00000021207
mm_zf_gene_14977	ENSDARG00000099728	ENSMUSG00000021210
mm_zf_gene_14978	ENSDARG00000099728	ENSMUSG00000033715
mm_zf_gene_14979	ENSDARG00000099728	ENSMUSG00000061758
mm_zf_gene_14980	ENSDARG00000029445	ENSMUSG00000006941
mm_zf_gene_14981	ENSDARG00000000887	ENSMUSG00000053508
mm_zf_gene_14982	ENSDARG00000000887	ENSMUSG00000070708
mm_zf_gene_14983	ENSDARG00000019406	ENSMUSG00000047423
mm_zf_gene_14984	ENSDARG00000004525	ENSMUSG00000020441
mm_zf_gene_14985	ENSDARG00000054288	ENSMUSG00000026870
mm_zf_gene_14986	ENSDARG00000086998	ENSMUSG00000003477
mm_zf_gene_14987	ENSDARG00000086998	ENSMUSG00000032271
mm_zf_gene_14988	ENSDARG00000068233	ENSMUSG00000040747
mm_zf_gene_14989	ENSDARG00000033501	ENSMUSG00000031431
mm_zf_gene_14990	ENSDARG00000101636	ENSMUSG00000032673
mm_zf_gene_14991	ENSDARG00000103134	ENSMUSG00000036873
mm_zf_gene_14992	ENSDARG00000016301	ENSMUSG00000036752
mm_zf_gene_14993	ENSDARG00000034086	ENSMUSG00000022010
mm_zf_gene_14994	ENSDARG00000055383	ENSMUSG00000022507
mm_zf_gene_14995	ENSDARG00000030357	ENSMUSG00000074264
mm_zf_gene_14996	ENSDARG00000022007	ENSMUSG00000073795
mm_zf_gene_14997	ENSDARG00000071697	ENSMUSG00000091556
mm_zf_gene_14998	ENSDARG00000025766	ENSMUSG00000040415
mm_zf_gene_14999	ENSDARG00000057707	ENSMUSG00000003198
mm_zf_gene_15000	ENSDARG00000057707	ENSMUSG00000094942
mm_zf_gene_15001	ENSDARG00000057707	ENSMUSG00000062931
mm_zf_gene_15002	ENSDARG00000057707	ENSMUSG00000074832
mm_zf_gene_15003	ENSDARG00000057707	ENSMUSG00000058748
mm_zf_gene_15004	ENSDARG00000057707	ENSMUSG00000061371
mm_zf_gene_15005	ENSDARG00000057707	ENSMUSG00000078435
mm_zf_gene_15006	ENSDARG00000057707	ENSMUSG00000074837
mm_zf_gene_15007	ENSDARG00000057707	ENSMUSG00000079008
mm_zf_gene_15008	ENSDARG00000057707	ENSMUSG00000078896
mm_zf_gene_15009	ENSDARG00000057707	ENSMUSG00000095648
mm_zf_gene_15010	ENSDARG00000057707	ENSMUSG00000063905
mm_zf_gene_15011	ENSDARG00000057707	ENSMUSG00000090093
mm_zf_gene_15012	ENSDARG00000057707	ENSMUSG00000057835
mm_zf_gene_15013	ENSDARG00000057707	ENSMUSG00000078866
mm_zf_gene_15014	ENSDARG00000057707	ENSMUSG00000072763
mm_zf_gene_15015	ENSDARG00000057707	ENSMUSG00000068134
mm_zf_gene_15016	ENSDARG00000057707	ENSMUSG00000074867
mm_zf_gene_15017	ENSDARG00000057707	ENSMUSG00000095909
mm_zf_gene_15018	ENSDARG00000057707	ENSMUSG00000078879
mm_zf_gene_15019	ENSDARG00000057707	ENSMUSG00000074731
mm_zf_gene_15020	ENSDARG00000057707	ENSMUSG00000055228
mm_zf_gene_15021	ENSDARG00000057707	ENSMUSG00000078865
mm_zf_gene_15022	ENSDARG00000057707	ENSMUSG00000074733
mm_zf_gene_15023	ENSDARG00000057707	ENSMUSG00000078905
mm_zf_gene_15024	ENSDARG00000057707	ENSMUSG00000090963
mm_zf_gene_15025	ENSDARG00000057707	ENSMUSG00000095993
mm_zf_gene_15026	ENSDARG00000057707	ENSMUSG00000074158
mm_zf_gene_15027	ENSDARG00000057707	ENSMUSG00000078868
mm_zf_gene_15028	ENSDARG00000057707	ENSMUSG00000074735
mm_zf_gene_15029	ENSDARG00000057707	ENSMUSG00000096795
mm_zf_gene_15030	ENSDARG00000057707	ENSMUSG00000091347
mm_zf_gene_15031	ENSDARG00000057707	ENSMUSG00000094076
mm_zf_gene_15032	ENSDARG00000057707	ENSMUSG00000079009
mm_zf_gene_15033	ENSDARG00000057707	ENSMUSG00000074865
mm_zf_gene_15034	ENSDARG00000057707	ENSMUSG00000072066
mm_zf_gene_15035	ENSDARG00000057707	ENSMUSG00000091183
mm_zf_gene_15036	ENSDARG00000057707	ENSMUSG00000110277
mm_zf_gene_15037	ENSDARG00000057707	ENSMUSG00000059897
mm_zf_gene_15038	ENSDARG00000057707	ENSMUSG00000078906
mm_zf_gene_15039	ENSDARG00000057707	ENSMUSG00000078902
mm_zf_gene_15040	ENSDARG00000057707	ENSMUSG00000095315
mm_zf_gene_15041	ENSDARG00000057707	ENSMUSG00000068130
mm_zf_gene_15042	ENSDARG00000057707	ENSMUSG00000112640
mm_zf_gene_15043	ENSDARG00000057707	ENSMUSG00000074529
mm_zf_gene_15044	ENSDARG00000057707	ENSMUSG00000074863
mm_zf_gene_15045	ENSDARG00000057707	ENSMUSG00000096856
mm_zf_gene_15046	ENSDARG00000057707	ENSMUSG00000064194
mm_zf_gene_15047	ENSDARG00000057707	ENSMUSG00000113450
mm_zf_gene_15048	ENSDARG00000057707	ENSMUSG00000109771
mm_zf_gene_15049	ENSDARG00000057707	ENSMUSG00000078872
mm_zf_gene_15050	ENSDARG00000057707	ENSMUSG00000078875
mm_zf_gene_15051	ENSDARG00000057707	ENSMUSG00000062101
mm_zf_gene_15052	ENSDARG00000057707	ENSMUSG00000060336
mm_zf_gene_15053	ENSDARG00000022952	ENSMUSG00000068959
mm_zf_gene_15054	ENSDARG00000026453	ENSMUSG00000043099
mm_zf_gene_15055	ENSDARG00000008732	ENSMUSG00000034109
mm_zf_gene_15056	ENSDARG00000030478	ENSMUSG00000040147
mm_zf_gene_15057	ENSDARG00000030478	ENSMUSG00000069873
mm_zf_gene_15058	ENSDARG00000030478	ENSMUSG00000074141
mm_zf_gene_15059	ENSDARG00000029615	ENSMUSG00000032551
mm_zf_gene_15060	ENSDARG00000113250	ENSMUSG00000045767
mm_zf_gene_15061	ENSDARG00000093176	ENSMUSG00000015474
mm_zf_gene_15062	ENSDARG00000104448	ENSMUSG00000034883
mm_zf_gene_15063	ENSDARG00000039211	ENSMUSG00000051081
mm_zf_gene_15064	ENSDARG00000039211	ENSMUSG00000095576
mm_zf_gene_15065	ENSDARG00000039211	ENSMUSG00000086056
mm_zf_gene_15066	ENSDARG00000017985	ENSMUSG00000025766
mm_zf_gene_15067	ENSDARG00000042387	ENSMUSG00000038042
mm_zf_gene_15068	ENSDARG00000042646	ENSMUSG00000032128
mm_zf_gene_15069	ENSDARG00000046071	ENSMUSG00000047466
mm_zf_gene_15070	ENSDARG00000017337	ENSMUSG00000050088
mm_zf_gene_15071	ENSDARG00000002635	ENSMUSG00000019856
mm_zf_gene_15072	ENSDARG00000110147	ENSMUSG00000031938
mm_zf_gene_15073	ENSDARG00000105208	ENSMUSG00000036151
mm_zf_gene_15074	ENSDARG00000039008	ENSMUSG00000052584
mm_zf_gene_15075	ENSDARG00000087529	ENSMUSG00000046295
mm_zf_gene_15076	ENSDARG00000057911	ENSMUSG00000068614
mm_zf_gene_15077	ENSDARG00000041599	ENSMUSG00000031824
mm_zf_gene_15078	ENSDARG00000057053	ENSMUSG00000040451
mm_zf_gene_15079	ENSDARG00000021154	ENSMUSG00000036892
mm_zf_gene_15080	ENSDARG00000009443	ENSMUSG00000074264
mm_zf_gene_15081	ENSDARG00000098592	ENSMUSG00000032666
mm_zf_gene_15082	ENSDARG00000099344	ENSMUSG00000022683
mm_zf_gene_15083	ENSDARG00000040513	ENSMUSG00000033200
mm_zf_gene_15084	ENSDARG00000040513	ENSMUSG00000033825
mm_zf_gene_15085	ENSDARG00000040513	ENSMUSG00000024173
mm_zf_gene_15086	ENSDARG00000040513	ENSMUSG00000034039
mm_zf_gene_15087	ENSDARG00000040513	ENSMUSG00000024171
mm_zf_gene_15088	ENSDARG00000041602	ENSMUSG00000026766
mm_zf_gene_15089	ENSDARG00000038151	ENSMUSG00000020709
mm_zf_gene_15090	ENSDARG00000030176	ENSMUSG00000031312
mm_zf_gene_15091	ENSDARG00000016343	ENSMUSG00000046828
mm_zf_gene_15092	ENSDARG00000015161	ENSMUSG00000020831
mm_zf_gene_15093	ENSDARG00000002506	ENSMUSG00000036934
mm_zf_gene_15094	ENSDARG00000102060	ENSMUSG00000040591
mm_zf_gene_15095	ENSDARG00000011026	ENSMUSG00000041718
mm_zf_gene_15096	ENSDARG00000011026	ENSMUSG00000031286
mm_zf_gene_15097	ENSDARG00000067669	ENSMUSG00000079681
mm_zf_gene_15098	ENSDARG00000027403	ENSMUSG00000027582
mm_zf_gene_15099	ENSDARG00000019774	ENSMUSG00000035877
mm_zf_gene_15100	ENSDARG00000015567	ENSMUSG00000032368
mm_zf_gene_15101	ENSDARG00000015554	ENSMUSG00000061524
mm_zf_gene_15102	ENSDARG00000037178	ENSMUSG00000061524
mm_zf_gene_15103	ENSDARG00000071497	ENSMUSG00000067860
mm_zf_gene_15104	ENSDARG00000031307	ENSMUSG00000036972
mm_zf_gene_15105	ENSDARG00000016022	ENSMUSG00000041703
mm_zf_gene_15106	ENSDARG00000071496	ENSMUSG00000073062
mm_zf_gene_15107	ENSDARG00000071496	ENSMUSG00000034430
mm_zf_gene_15108	ENSDARG00000004956	ENSMUSG00000001383
mm_zf_gene_15109	ENSDARG00000080021	ENSMUSG00000027663
mm_zf_gene_15110	ENSDARG00000092987	ENSMUSG00000037492
mm_zf_gene_15111	ENSDARG00000061419	ENSMUSG00000037492
mm_zf_gene_15112	ENSDARG00000035434	ENSMUSG00000009076
mm_zf_gene_15113	ENSDARG00000074502	ENSMUSG00000007817
mm_zf_gene_15114	ENSDARG00000098683	ENSMUSG00000041164
mm_zf_gene_15115	ENSDARG00000098899	ENSMUSG00000030789
mm_zf_gene_15116	ENSDARG00000071168	ENSMUSG00000060802
mm_zf_gene_15117	ENSDARG00000044090	ENSMUSG00000043207
mm_zf_gene_15118	ENSDARG00000027353	ENSMUSG00000021945
mm_zf_gene_15119	ENSDARG00000002406	ENSMUSG00000010044
mm_zf_gene_15120	ENSDARG00000057249	ENSMUSG00000021156
mm_zf_gene_15121	ENSDARG00000100773	ENSMUSG00000026974
mm_zf_gene_15122	ENSDARG00000007601	ENSMUSG00000039671
mm_zf_gene_15123	ENSDARG00000016651	ENSMUSG00000027288
mm_zf_gene_15124	ENSDARG00000068400	ENSMUSG00000094870
mm_zf_gene_15125	ENSDARG00000061373	ENSMUSG00000026135
mm_zf_gene_15126	ENSDARG00000012887	ENSMUSG00000061079
mm_zf_gene_15127	ENSDARG00000041581	ENSMUSG00000061079
mm_zf_gene_15128	ENSDARG00000055106	ENSMUSG00000022811
mm_zf_gene_15129	ENSDARG00000103917	ENSMUSG00000031351
mm_zf_gene_15130	ENSDARG00000015538	ENSMUSG00000017421
mm_zf_gene_15131	ENSDARG00000101277	ENSMUSG00000017421
mm_zf_gene_15132	ENSDARG00000088123	ENSMUSG00000052056
mm_zf_gene_15133	ENSDARG00000095890	ENSMUSG00000041258
mm_zf_gene_15134	ENSDARG00000025346	ENSMUSG00000055917
mm_zf_gene_15135	ENSDARG00000035910	ENSMUSG00000041483
mm_zf_gene_15136	ENSDARG00000016763	ENSMUSG00000039967
mm_zf_gene_15137	ENSDARG00000043973	ENSMUSG00000039967
mm_zf_gene_15138	ENSDARG00000077897	ENSMUSG00000011267
mm_zf_gene_15139	ENSDARG00000090054	ENSMUSG00000015597
mm_zf_gene_15140	ENSDARG00000098348	ENSMUSG00000029290
mm_zf_gene_15141	ENSDARG00000020494	ENSMUSG00000031711
mm_zf_gene_15142	ENSDARG00000103725	ENSMUSG00000059842
mm_zf_gene_15143	ENSDARG00000060695	ENSMUSG00000021481
mm_zf_gene_15144	ENSDARG00000060900	ENSMUSG00000028799
mm_zf_gene_15145	ENSDARG00000062231	ENSMUSG00000028799
mm_zf_gene_15146	ENSDARG00000087985	ENSMUSG00000037855
mm_zf_gene_15147	ENSDARG00000040116	ENSMUSG00000050919
mm_zf_gene_15148	ENSDARG00000021086	ENSMUSG00000044934
mm_zf_gene_15149	ENSDARG00000001015	ENSMUSG00000038346
mm_zf_gene_15150	ENSDARG00000009899	ENSMUSG00000000552
mm_zf_gene_15151	ENSDARG00000006065	ENSMUSG00000027016
mm_zf_gene_15152	ENSDARG00000058154	ENSMUSG00000014198
mm_zf_gene_15153	ENSDARG00000060113	ENSMUSG00000034522
mm_zf_gene_15154	ENSDARG00000024195	ENSMUSG00000034522
mm_zf_gene_15155	ENSDARG00000087536	ENSMUSG00000048410
mm_zf_gene_15156	ENSDARG00000008218	ENSMUSG00000042472
mm_zf_gene_15157	ENSDARG00000079229	ENSMUSG00000073423
mm_zf_gene_15158	ENSDARG00000061311	ENSMUSG00000050945
mm_zf_gene_15159	ENSDARG00000018492	ENSMUSG00000039081
mm_zf_gene_15160	ENSDARG00000052164	ENSMUSG00000044452
mm_zf_gene_15161	ENSDARG00000000760	ENSMUSG00000025470
mm_zf_gene_15162	ENSDARG00000041910	ENSMUSG00000062761
mm_zf_gene_15163	ENSDARG00000070809	ENSMUSG00000049295
mm_zf_gene_15164	ENSDARG00000052894	ENSMUSG00000042439
mm_zf_gene_15165	ENSDARG00000103648	ENSMUSG00000043456
